Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]
763040	AddBuff	763040																																		
763040000	AddBehavior	763040																																		
763041	AddBall	4|1																																		
763042	AddBall	0|4																																		
763043	AddBuff	763043																																		
763043000	AddNpcState	26																																		
763044	AddBuff	763044																																		
763044000	AddBehavior	763044																																		
763045	AddBuff	763045																																		
763045000	AddBehavior	763045																																		
763046	AddBuff	763046																																		
763046000	AddBehavior	763046																																		
763047	AddBuff	763047																																		
763047000	AddBehavior	763047																																		
763048	AddBuff	763048																																		
763048000	AddBehavior	763048																																		
763049	AddBuff	763049																																		
763050	AddBuff	763050																																		
763051	AddBuff	763051																																		
763052	AddBuff	763052																																		
763053	AddBuff	763053																																		
763054	AddBuff	763054																																		
763055	AddBuff	763055																																		
763055000	AddNpcState	13																																		
763056	AddBuff	763056																																		
763056000	AddBehavior	763056																																		
763057	AddBuff	763057																																		
763058	AddAttribValue	55|9999|0																																		
763059	AddBuff	763059																																		
763060	AddBuff	763060																																		
763060000	ChangeAttribAdditive	4|0|4500																																		
763061	AddBuff	763061																																		
763061000	ChangeAttribAdditive	3|0|4500																																		
763062	AddBuff	763062																																		
763063	AddBuff	763063																																		
763064	AddBuff	763064																																		
763064000	AddBehavior	763064																																		
763065	AddBuff	763065																																		
763065000	AddBehavior	763065																																		
763066	AddBuff	763066																																		
763067	AddBuff	763067																																		
763068	AddBuff	763068																																		
763069	AddBuff	763069																																		
763070	AddBuff	763070																																		
763071	AddBuff	763071																																		
763071000	AddBehavior	763071																																		
763072	AddBuff	763072																																		
763073	AddBuff	763073																																		
763073000	AddBehavior	763073																																		
763074	AddBuff	763074																																		
763074000	AddBehavior	763074																																		
763075	Damage	1|6000|0|0|0|0|0|20000																																		
763076	AddBuff	763076																																		
763076000	AddBehavior	763076																																		
763077	AddBuff	763077																																		
763077000	ChangeTimeScale	0|100|0|4																																		
763078	AddBuff	763078																																		
763078000	AddBehavior	763078																																		
763079	DragNpc	1|1|20|00.5																																		
763080	AddBuff	763080																																		
763080000	AddBehavior	763080																																		
763081	Damage	1|1000|0|0|0|0|0|20000																																		
763082	AddBall	5|1																																		
763083	AddBall	6|1																																		
763084	AddBuff	763084																																		
763084000	AddNpcState	23																																		
763085	AddBuff	763085																																		
763085000	AddBehavior	763085																																		
763086	ResetBuffDurationByKind	7630841																																		
763087	AddBuff	763087																																		
763087000	PlayCameraTrackOnAllClients	CTBingluCisha|00.2|00.5																																		
763088	AddBuff	763088																																		
763089	AddBuff	763089																																		
763089000	AddNpcState	21																																		
763090	AddBuff	763090																																		
763090000	AddBehavior	763090																																		
763091	AddAttribValue	2|-50|																																		
763092	AddBuff	763092																																		
763092000	DoNpcToNpcTimeLine	CTBingluCisha|00.2|00.5																																		
763093	AddBuff	763093																																		
763093000	HideJoint	ModelCase																																		
763094	AddBuff	763094																																		
763095	AddBuff	763095																																		
763095000	AddNpcState	21																																		
763096	AddBuff	763096																																		
763096000	AddNpcState	22																																		
763097	AddBuff	763097																																		
763098	AddBuff	763098																																		
