Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]
110301012	ShakeCamera	6|00.3|-1|10|00.15|0																													
110302012	ShakeCamera	3|00.15|-1.5|10|00.15|0																													
110302022	ShakeCamera	5|00.5|-1|10|00.15|1																													
110303022	ShakeCamera	2|00.2|-00.5|10|00.15|0																													
110303052	ShakeCamera	3|00.2|-00.5|10|00.15|1																													
110304012	ShakeCamera	4|00.3|0|10|00.1|0																													
110304022	ShakeCamera	5|00.3|0|10|00.1|1																													
110304032	ShakeCamera	4|00.3|0|10|00.1|2																													
110304042	ShakeCamera	5|00.3|0|10|00.1|3																													
110304052	ShakeCamera	4|00.3|-00.5|10|00.1|4																													
110304062	ShakeCamera	5|00.45|-00.5|10|00.15|5																													
110305012	ShakeCamera	7|00.25|-00.5|10|00.25|0																													
110305022	ShakeCamera	5|00.6|-1|10|00.35|1																													
110306012	ShakeCamera	1|00.1|-1|10|00.1|0																													
110306022	ShakeCamera	6|00.3|-1|10|00.1|1																													
110306032	ShakeCamera	1|00.1|-1|10|00.1|2																													
110306042	ShakeCamera	7|00.3|-1|10|00.1|3																													
110306052	ShakeCamera	1|00.1|-1|10|00.1|4																													
110306062	ShakeCamera	7|00.3|-1|10|00.1|5																													
110306072	ShakeCamera	1|00.1|-1|10|00.2|6																													
110306082	ShakeCamera	4|00.6|-2|10|00.2|7																													
110307012	ShakeCamera	1|00.1|-1|10|00.1|0																													
110307022	ShakeCamera	6|00.3|-1|10|00.1|1																													
110307032	ShakeCamera	1|00.1|-1|10|00.1|2																													
110307042	ShakeCamera	7|00.3|-1|10|00.1|3																													
110307052	ShakeCamera	1|00.1|-1|10|00.1|4																													
110307062	ShakeCamera	7|00.3|-1|10|00.1|5																													
110307072	ShakeCamera	1|00.1|-1|10|00.2|6																													
110307082	ShakeCamera	4|00.6|-2|10|00.2|7																													
110308012	ShakeCamera	1|00.15|-1|10|00.1|0																													
110308022	ShakeCamera	6|00.4|-1|10|00.1|1																													
110308032	ShakeCamera	1|00.15|-1|10|00.1|2																													
110308042	ShakeCamera	7|00.4|-1|10|00.1|3																													
110308052	ShakeCamera	1|00.15|-1|10|00.1|4																													
110308062	ShakeCamera	7|00.4|-1|10|00.1|5																													
110308072	ShakeCamera	1|00.15|-1|10|00.2|6																													
110308082	ShakeCamera	4|00.7|-2|10|00.2|7																													
110309012	ShakeCamera	4|00.2|0|5|00.15|0																													
110310012	ShakeCamera	4|00.2|0|5|00.15|0																													
110311012	ShakeCamera	4|00.2|0|5|00.15|0																													
110312012	ShakeCamera	1|00.2|-1|10|00.1|0																													
110312022	ShakeCamera	1|00.15|-1|10|00.1|1																													
110312032	ShakeCamera	1|00.2|-1|10|00.1|2																													
110312042	ShakeCamera	1|00.15|-1|10|00.1|3																													
110312052	ShakeCamera	1|00.2|-1|10|00.2|4																													
110312112	ShakeCamera	5|00.2|0|10|00.1|6																													
110313012	ShakeCamera	1|00.2|-1|10|00.1|0																													
110313022	ShakeCamera	1|00.15|-1|10|00.1|1																													
110313032	ShakeCamera	1|00.2|-1|10|00.1|2																													
110313042	ShakeCamera	1|00.15|-1|10|00.1|3																													
110313052	ShakeCamera	1|00.2|-1|10|00.2|4																													
110313112	ShakeCamera	5|00.2|0|10|00.1|6																													
110314012	ShakeCamera	1|00.25|-1|10|00.1|0																													
110314022	ShakeCamera	1|00.2|-1|10|00.1|1																													
110314032	ShakeCamera	1|00.25|-1|10|00.1|2																													
110314042	ShakeCamera	1|00.2|-1|10|00.1|3																													
110314052	ShakeCamera	1|00.25|-1|10|00.2|4																													
110314112	ShakeCamera	5|00.2|0|10|00.1|6																													
110324012	ShakeCamera	1|00.15|-1|10|00.1|0																													
110324022	ShakeCamera	6|00.4|-1|10|00.1|1																													
110324032	ShakeCamera	1|00.15|-1|10|00.1|2																													
110324042	ShakeCamera	7|00.4|-1|10|00.1|3																													
110324052	ShakeCamera	1|00.15|-1|10|00.1|4																													
110324062	ShakeCamera	7|00.4|-1|10|00.1|5																													
110324072	ShakeCamera	1|00.15|-1|10|00.2|6																													
110324082	ShakeCamera	4|00.7|-2|10|00.2|7																													
110325012	ShakeCamera	6|00.2|-1|5|00.2|0																													
110325112	ShakeCamera	5|00.2|-1|5|00.2|1																													
110326012	ShakeCamera	7|00.2|-1|5|00.2|0																													
110326022	ShakeCamera	7|00.2|-1|5|00.2|1																													
110326062	ShakeCamera	5|00.2|-1|5|00.2|2																													
110326072	ShakeCamera	5|00.2|-1|5|00.2|3																													
110327012	ShakeCamera	6|00.2|-1|5|00.2|0																													
110327052	ShakeCamera	5|00.2|-1|5|00.2|1																													
