Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]
103201012	ShakeCamera	4|00.3|-2|10|00.15|1																													
103202012	ShakeCamera	3|00.25|-1|10|00.15|0																													
103204012	ShakeCamera	4|00.25|-1|10|00.15|0																													
103204022	ShakeCamera	4|00.3|-1|10|00.15|1																													
103204032	ShakeCamera	4|00.4|-1|10|00.15|2																													
103204042	ShakeCamera	4|00.35|-1|10|00.15|3																													
103205012	ShakeCamera	4|00.4|-1|10|00.15|0																													
103205022	ShakeCamera	3|00.5|-1|12|00.35|1																													
103206012	ShakeCamera	4|00.4|-1|10|00.15|0																													
103206022	ShakeCamera	3|00.3|-2|10|00.15|1																													
103206032	ShakeCamera	4|00.5|-1|10|00.15|2																													
103207012	ShakeCamera	4|00.4|-1|10|00.15|0																													
103207022	ShakeCamera	3|00.3|-2|10|00.15|1																													
103207032	ShakeCamera	4|00.5|-1|10|00.15|2																													
103208012	ShakeCamera	4|00.4|-1|10|00.15|0																													
103208022	ShakeCamera	3|00.3|-2|10|00.15|1																													
103208032	ShakeCamera	4|00.5|-1|10|00.15|2																													
103212012	ShakeCamera	4|00.3|-2|10|00.15|1																													
103213012	ShakeCamera	4|00.3|-2|10|00.15|1																													
103214012	ShakeCamera	4|00.3|-2|10|00.15|1																													
103224012	ShakeCamera	4|00.3|-2|10|00.15|1																													
103252012	ShakeCamera	4|00.25|-2|10|00.1|1																													
103252022	ShakeCamera	4|00.25|-2|10|00.15|2																													
103253012	ShakeCamera	4|00.25|-2|10|00.1|0																													
103254022	ShakeCamera	4|00.3|-2|10|00.15|1																													
103254032	ShakeCamera	4|00.3|-2|10|00.15|1																													
103255012	ShakeCamera	3|00.35|-1|10|00.2|0																													
103259042	ShakeCamera	4|00.3|-2|10|00.1|1																													
103259052	ShakeCamera	4|00.3|-2|10|00.1|2																													
103259062	ShakeCamera	4|00.3|-2|10|00.1|3																													
103259072	ShakeCamera	4|00.3|-2|10|00.1|4																													
103259082	ShakeCamera	4|00.3|-2|10|00.1|3																													
103259092	ShakeCamera	2|00.35|-00.5|10|00.15|5																													
103260042	ShakeCamera	4|00.3|-2|10|00.1|1																													
103260052	ShakeCamera	4|00.3|-2|10|00.1|2																													
103260062	ShakeCamera	4|00.3|-2|10|00.1|3																													
103260072	ShakeCamera	4|00.3|-2|10|00.1|4																													
103260082	ShakeCamera	4|00.3|-2|10|00.1|3																													
103260092	ShakeCamera	2|00.3|-1|10|00.15|5																													
103261042	ShakeCamera	4|00.3|-2|10|00.1|1																													
103261052	ShakeCamera	4|00.3|-2|10|00.1|2																													
103261062	ShakeCamera	4|00.3|-2|10|00.1|3																													
103261072	ShakeCamera	4|00.3|-2|10|00.1|4																													
103261082	ShakeCamera	4|00.3|-2|10|00.1|3																													
103261092	ShakeCamera	2|00.3|-1|10|00.15|5																													
103262012	ShakeCamera	3|00.15|-00.5|10|00.15|1																													
103263012	ShakeCamera	3|00.15|-00.5|10|00.15|1																													
103264012	ShakeCamera	3|00.15|-00.5|10|00.15|1																													
103264022	ShakeCamera	3|00.35|-00.5|10|00.2|2																													
103268042	ShakeCamera	4|00.3|-2|10|00.1|1																													
103268052	ShakeCamera	4|00.3|-2|10|00.1|2																													
103268062	ShakeCamera	4|00.3|-2|10|00.1|3																													
103268072	ShakeCamera	4|00.3|-2|10|00.1|4																													
103268082	ShakeCamera	4|00.3|-2|10|00.1|3																													
103268092	ShakeCamera	2|00.35|-00.5|10|00.15|5																													
103269012	ShakeCamera	4|00.3|-2|10|00.15|1																													
103277012	ShakeCamera	4|00.25|-2|10|00.1|0																													
