Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]
110101	Damage	2|0|5000|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5588|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6471|0|0|0|1|7500	2|0|6765|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7353|0|0|0|1|7500	2|0|7647|0|0|0|1|7500	2|0|7941|0|0|0|1|7500	2|0|8235|0|0|0|1|7500	2|0|8529|0|0|0|1|7500	2|0|8824|0|0|0|1|7500	2|0|9118|0|0|0|1|7500	2|0|9412|0|0|0|1|7500	2|0|9706|0|0|0|1|7500	2|0|10000|0|0|0|1|7500	2|0|10294|0|0|0|1|7500	2|0|10588|0|0|0|1|7500	2|0|10882|0|0|0|1|7500	2|0|11176|0|0|0|1|7500	2|0|11471|0|0|0|1|7500	2|0|11765|0|0|0|1|7500	2|0|12059|0|0|0|1|7500	2|0|12353|0|0|0|1|7500	2|0|12647|0|0|0|1|7500	2|0|12941|0|0|0|1|7500	2|0|13235|0|0|0|1|7500	2|0|13529|0|0|0|1|7500	2|0|13824|0|0|0|1|7500	2|0|14118|0|0|0|1|7500	2|0|14412|0|0|0|1|7500	2|0|14706|0|0|0|1|7500	2|0|15000|0|0|0|1|7500
110102	Damage	2|0|3000|0|0|0|1|7500	2|0|3176|0|0|0|1|7500	2|0|3353|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3706|0|0|0|1|7500	2|0|3882|0|0|0|1|7500	2|0|4059|0|0|0|1|7500	2|0|4235|0|0|0|1|7500	2|0|4412|0|0|0|1|7500	2|0|4588|0|0|0|1|7500	2|0|4765|0|0|0|1|7500	2|0|4941|0|0|0|1|7500	2|0|5118|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5471|0|0|0|1|7500	2|0|5647|0|0|0|1|7500	2|0|5824|0|0|0|1|7500	2|0|6000|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6353|0|0|0|1|7500	2|0|6529|0|0|0|1|7500	2|0|6706|0|0|0|1|7500	2|0|6882|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7235|0|0|0|1|7500	2|0|7412|0|0|0|1|7500	2|0|7588|0|0|0|1|7500	2|0|7765|0|0|0|1|7500	2|0|7941|0|0|0|1|7500	2|0|8118|0|0|0|1|7500	2|0|8294|0|0|0|1|7500	2|0|8471|0|0|0|1|7500	2|0|8647|0|0|0|1|7500	2|0|8824|0|0|0|1|7500	2|0|9000|0|0|0|1|7500
110103	Damage	2|0|0|1|0|3000|1|5000	2|0|0|1|0|3176|1|5000	2|0|0|1|0|3353|1|5000	2|0|0|1|0|3529|1|5000	2|0|0|1|0|3706|1|5000	2|0|0|1|0|3882|1|5000	2|0|0|1|0|4059|1|5000	2|0|0|1|0|4235|1|5000	2|0|0|1|0|4412|1|5000	2|0|0|1|0|4588|1|5000	2|0|0|1|0|4765|1|5000	2|0|0|1|0|4941|1|5000	2|0|0|1|0|5118|1|5000	2|0|0|1|0|5294|1|5000	2|0|0|1|0|5471|1|5000	2|0|0|1|0|5647|1|5000	2|0|0|1|0|5824|1|5000	2|0|0|1|0|6000|1|5000	2|0|0|1|0|6176|1|5000	2|0|0|1|0|6353|1|5000	2|0|0|1|0|6529|1|5000	2|0|0|1|0|6706|1|5000	2|0|0|1|0|6882|1|5000	2|0|0|1|0|7059|1|5000	2|0|0|1|0|7235|1|5000	2|0|0|1|0|7412|1|5000	2|0|0|1|0|7588|1|5000	2|0|0|1|0|7765|1|5000	2|0|0|1|0|7941|1|5000	2|0|0|1|0|8118|1|5000	2|0|0|1|0|8294|1|5000	2|0|0|1|0|8471|1|5000	2|0|0|1|0|8647|1|5000	2|0|0|1|0|8824|1|5000	2|0|0|1|0|9000|1|5000
110104	Damage	2|0|3000|0|0|0|1|7500	2|0|3176|0|0|0|1|7500	2|0|3353|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3706|0|0|0|1|7500	2|0|3882|0|0|0|1|7500	2|0|4059|0|0|0|1|7500	2|0|4235|0|0|0|1|7500	2|0|4412|0|0|0|1|7500	2|0|4588|0|0|0|1|7500	2|0|4765|0|0|0|1|7500	2|0|4941|0|0|0|1|7500	2|0|5118|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5471|0|0|0|1|7500	2|0|5647|0|0|0|1|7500	2|0|5824|0|0|0|1|7500	2|0|6000|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6353|0|0|0|1|7500	2|0|6529|0|0|0|1|7500	2|0|6706|0|0|0|1|7500	2|0|6882|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7235|0|0|0|1|7500	2|0|7412|0|0|0|1|7500	2|0|7588|0|0|0|1|7500	2|0|7765|0|0|0|1|7500	2|0|7941|0|0|0|1|7500	2|0|8118|0|0|0|1|7500	2|0|8294|0|0|0|1|7500	2|0|8471|0|0|0|1|7500	2|0|8647|0|0|0|1|7500	2|0|8824|0|0|0|1|7500	2|0|9000|0|0|0|1|7500
110105	Damage	2|0|0|1|0|3000|1|5000	2|0|0|1|0|3176|1|5000	2|0|0|1|0|3353|1|5000	2|0|0|1|0|3529|1|5000	2|0|0|1|0|3706|1|5000	2|0|0|1|0|3882|1|5000	2|0|0|1|0|4059|1|5000	2|0|0|1|0|4235|1|5000	2|0|0|1|0|4412|1|5000	2|0|0|1|0|4588|1|5000	2|0|0|1|0|4765|1|5000	2|0|0|1|0|4941|1|5000	2|0|0|1|0|5118|1|5000	2|0|0|1|0|5294|1|5000	2|0|0|1|0|5471|1|5000	2|0|0|1|0|5647|1|5000	2|0|0|1|0|5824|1|5000	2|0|0|1|0|6000|1|5000	2|0|0|1|0|6176|1|5000	2|0|0|1|0|6353|1|5000	2|0|0|1|0|6529|1|5000	2|0|0|1|0|6706|1|5000	2|0|0|1|0|6882|1|5000	2|0|0|1|0|7059|1|5000	2|0|0|1|0|7235|1|5000	2|0|0|1|0|7412|1|5000	2|0|0|1|0|7588|1|5000	2|0|0|1|0|7765|1|5000	2|0|0|1|0|7941|1|5000	2|0|0|1|0|8118|1|5000	2|0|0|1|0|8294|1|5000	2|0|0|1|0|8471|1|5000	2|0|0|1|0|8647|1|5000	2|0|0|1|0|8824|1|5000	2|0|0|1|0|9000|1|5000
110106	Damage	2|0|2500|0|0|0|1|7500	2|0|2647|0|0|0|1|7500	2|0|2794|0|0|0|1|7500	2|0|2941|0|0|0|1|7500	2|0|3088|0|0|0|1|7500	2|0|3235|0|0|0|1|7500	2|0|3382|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3676|0|0|0|1|7500	2|0|3824|0|0|0|1|7500	2|0|3971|0|0|0|1|7500	2|0|4118|0|0|0|1|7500	2|0|4265|0|0|0|1|7500	2|0|4412|0|0|0|1|7500	2|0|4559|0|0|0|1|7500	2|0|4706|0|0|0|1|7500	2|0|4853|0|0|0|1|7500	2|0|5000|0|0|0|1|7500	2|0|5147|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5441|0|0|0|1|7500	2|0|5588|0|0|0|1|7500	2|0|5735|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6324|0|0|0|1|7500	2|0|6471|0|0|0|1|7500	2|0|6618|0|0|0|1|7500	2|0|6765|0|0|0|1|7500	2|0|6912|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7206|0|0|0|1|7500	2|0|7353|0|0|0|1|7500	2|0|7500|0|0|0|1|7500
110107	Damage	2|0|2000|0|0|0|1|7500	2|0|2118|0|0|0|1|7500	2|0|2235|0|0|0|1|7500	2|0|2353|0|0|0|1|7500	2|0|2471|0|0|0|1|7500	2|0|2588|0|0|0|1|7500	2|0|2706|0|0|0|1|7500	2|0|2824|0|0|0|1|7500	2|0|2941|0|0|0|1|7500	2|0|3059|0|0|0|1|7500	2|0|3176|0|0|0|1|7500	2|0|3294|0|0|0|1|7500	2|0|3412|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3647|0|0|0|1|7500	2|0|3765|0|0|0|1|7500	2|0|3882|0|0|0|1|7500	2|0|4000|0|0|0|1|7500	2|0|4118|0|0|0|1|7500	2|0|4235|0|0|0|1|7500	2|0|4353|0|0|0|1|7500	2|0|4471|0|0|0|1|7500	2|0|4588|0|0|0|1|7500	2|0|4706|0|0|0|1|7500	2|0|4824|0|0|0|1|7500	2|0|4941|0|0|0|1|7500	2|0|5059|0|0|0|1|7500	2|0|5176|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5412|0|0|0|1|7500	2|0|5529|0|0|0|1|7500	2|0|5647|0|0|0|1|7500	2|0|5765|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6000|0|0|0|1|7500
110108	Damage	2|0|0|1|0|5000|1|5000	2|0|0|1|0|5294|1|5000	2|0|0|1|0|5588|1|5000	2|0|0|1|0|5882|1|5000	2|0|0|1|0|6176|1|5000	2|0|0|1|0|6471|1|5000	2|0|0|1|0|6765|1|5000	2|0|0|1|0|7059|1|5000	2|0|0|1|0|7353|1|5000	2|0|0|1|0|7647|1|5000	2|0|0|1|0|7941|1|5000	2|0|0|1|0|8235|1|5000	2|0|0|1|0|8529|1|5000	2|0|0|1|0|8824|1|5000	2|0|0|1|0|9118|1|5000	2|0|0|1|0|9412|1|5000	2|0|0|1|0|9706|1|5000	2|0|0|1|0|10000|1|5000	2|0|0|1|0|10294|1|5000	2|0|0|1|0|10588|1|5000	2|0|0|1|0|10882|1|5000	2|0|0|1|0|11176|1|5000	2|0|0|1|0|11471|1|5000	2|0|0|1|0|11765|1|5000	2|0|0|1|0|12059|1|5000	2|0|0|1|0|12353|1|5000	2|0|0|1|0|12647|1|5000	2|0|0|1|0|12941|1|5000	2|0|0|1|0|13235|1|5000	2|0|0|1|0|13529|1|5000	2|0|0|1|0|13824|1|5000	2|0|0|1|0|14118|1|5000	2|0|0|1|0|14412|1|5000	2|0|0|1|0|14706|1|5000	2|0|0|1|0|15000|1|5000
110110	Damage	11|0|0|1|0|600|1|5000	11|0|0|1|0|635|1|5000	11|0|0|1|0|671|1|5000	11|0|0|1|0|706|1|5000	11|0|0|1|0|741|1|5000	11|0|0|1|0|776|1|5000	11|0|0|1|0|812|1|5000	11|0|0|1|0|847|1|5000	11|0|0|1|0|882|1|5000	11|0|0|1|0|918|1|5000	11|0|0|1|0|953|1|5000	11|0|0|1|0|988|1|5000	11|0|0|1|0|1024|1|5000	11|0|0|1|0|1059|1|5000	11|0|0|1|0|1094|1|5000	11|0|0|1|0|1129|1|5000	11|0|0|1|0|1165|1|5000	11|0|0|1|0|1200|1|5000	11|0|0|1|0|1235|1|5000	11|0|0|1|0|1271|1|5000	11|0|0|1|0|1306|1|5000	11|0|0|1|0|1341|1|5000	11|0|0|1|0|1376|1|5000	11|0|0|1|0|1412|1|5000	11|0|0|1|0|1447|1|5000	11|0|0|1|0|1482|1|5000	11|0|0|1|0|1518|1|5000	11|0|0|1|0|1553|1|5000	11|0|0|1|0|1588|1|5000	11|0|0|1|0|1624|1|5000	11|0|0|1|0|1659|1|5000	11|0|0|1|0|1694|1|5000	11|0|0|1|0|1729|1|5000	11|0|0|1|0|1765|1|5000	11|0|0|1|0|1800|1|5000
110111	Damage	12|0|0|1|0|1200|1|5000	12|0|0|1|0|1271|1|5000	12|0|0|1|0|1341|1|5000	12|0|0|1|0|1412|1|5000	12|0|0|1|0|1482|1|5000	12|0|0|1|0|1553|1|5000	12|0|0|1|0|1624|1|5000	12|0|0|1|0|1694|1|5000	12|0|0|1|0|1765|1|5000	12|0|0|1|0|1835|1|5000	12|0|0|1|0|1906|1|5000	12|0|0|1|0|1976|1|5000	12|0|0|1|0|2047|1|5000	12|0|0|1|0|2118|1|5000	12|0|0|1|0|2188|1|5000	12|0|0|1|0|2259|1|5000	12|0|0|1|0|2329|1|5000	12|0|0|1|0|2400|1|5000	12|0|0|1|0|2471|1|5000	12|0|0|1|0|2541|1|5000	12|0|0|1|0|2612|1|5000	12|0|0|1|0|2682|1|5000	12|0|0|1|0|2753|1|5000	12|0|0|1|0|2824|1|5000	12|0|0|1|0|2894|1|5000	12|0|0|1|0|2965|1|5000	12|0|0|1|0|3035|1|5000	12|0|0|1|0|3106|1|5000	12|0|0|1|0|3176|1|5000	12|0|0|1|0|3247|1|5000	12|0|0|1|0|3318|1|5000	12|0|0|1|0|3388|1|5000	12|0|0|1|0|3459|1|5000	12|0|0|1|0|3529|1|5000	12|0|0|1|0|3600|1|5000
