Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]
100401	Damage	2|0|5000|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5588|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6471|0|0|0|1|7500	2|0|6765|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7353|0|0|0|1|7500	2|0|7647|0|0|0|1|7500	2|0|7941|0|0|0|1|7500	2|0|8235|0|0|0|1|7500	2|0|8529|0|0|0|1|7500	2|0|8824|0|0|0|1|7500	2|0|9118|0|0|0|1|7500	2|0|9412|0|0|0|1|7500	2|0|9706|0|0|0|1|7500	2|0|10000|0|0|0|1|7500	2|0|10294|0|0|0|1|7500	2|0|10588|0|0|0|1|7500	2|0|10882|0|0|0|1|7500	2|0|11176|0|0|0|1|7500	2|0|11471|0|0|0|1|7500	2|0|11765|0|0|0|1|7500	2|0|12059|0|0|0|1|7500	2|0|12353|0|0|0|1|7500	2|0|12647|0|0|0|1|7500	2|0|12941|0|0|0|1|7500	2|0|13235|0|0|0|1|7500	2|0|13529|0|0|0|1|7500	2|0|13824|0|0|0|1|7500	2|0|14118|0|0|0|1|7500	2|0|14412|0|0|0|1|7500	2|0|14706|0|0|0|1|7500	2|0|15000|0|0|0|1|7500
100402	Damage	2|0|3000|0|0|0|1|7500	2|0|3176|0|0|0|1|7500	2|0|3353|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3706|0|0|0|1|7500	2|0|3882|0|0|0|1|7500	2|0|4059|0|0|0|1|7500	2|0|4235|0|0|0|1|7500	2|0|4412|0|0|0|1|7500	2|0|4588|0|0|0|1|7500	2|0|4765|0|0|0|1|7500	2|0|4941|0|0|0|1|7500	2|0|5118|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5471|0|0|0|1|7500	2|0|5647|0|0|0|1|7500	2|0|5824|0|0|0|1|7500	2|0|6000|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6353|0|0|0|1|7500	2|0|6529|0|0|0|1|7500	2|0|6706|0|0|0|1|7500	2|0|6882|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7235|0|0|0|1|7500	2|0|7412|0|0|0|1|7500	2|0|7588|0|0|0|1|7500	2|0|7765|0|0|0|1|7500	2|0|7941|0|0|0|1|7500	2|0|8118|0|0|0|1|7500	2|0|8294|0|0|0|1|7500	2|0|8471|0|0|0|1|7500	2|0|8647|0|0|0|1|7500	2|0|8824|0|0|0|1|7500	2|0|9000|0|0|0|1|7500
100403	Damage	2|0|2000|0|0|0|1|7500	2|0|2118|0|0|0|1|7500	2|0|2235|0|0|0|1|7500	2|0|2353|0|0|0|1|7500	2|0|2471|0|0|0|1|7500	2|0|2588|0|0|0|1|7500	2|0|2706|0|0|0|1|7500	2|0|2824|0|0|0|1|7500	2|0|2941|0|0|0|1|7500	2|0|3059|0|0|0|1|7500	2|0|3176|0|0|0|1|7500	2|0|3294|0|0|0|1|7500	2|0|3412|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3647|0|0|0|1|7500	2|0|3765|0|0|0|1|7500	2|0|3882|0|0|0|1|7500	2|0|4000|0|0|0|1|7500	2|0|4118|0|0|0|1|7500	2|0|4235|0|0|0|1|7500	2|0|4353|0|0|0|1|7500	2|0|4471|0|0|0|1|7500	2|0|4588|0|0|0|1|7500	2|0|4706|0|0|0|1|7500	2|0|4824|0|0|0|1|7500	2|0|4941|0|0|0|1|7500	2|0|5059|0|0|0|1|7500	2|0|5176|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5412|0|0|0|1|7500	2|0|5529|0|0|0|1|7500	2|0|5647|0|0|0|1|7500	2|0|5765|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6000|0|0|0|1|7500
100404	Damage	2|0|8000|0|0|0|1|7500	2|0|8471|0|0|0|1|7500	2|0|8941|0|0|0|1|7500	2|0|9412|0|0|0|1|7500	2|0|9882|0|0|0|1|7500	2|0|10353|0|0|0|1|7500	2|0|10824|0|0|0|1|7500	2|0|11294|0|0|0|1|7500	2|0|11765|0|0|0|1|7500	2|0|12235|0|0|0|1|7500	2|0|12706|0|0|0|1|7500	2|0|13176|0|0|0|1|7500	2|0|13647|0|0|0|1|7500	2|0|14118|0|0|0|1|7500	2|0|14588|0|0|0|1|7500	2|0|15059|0|0|0|1|7500	2|0|15529|0|0|0|1|7500	2|0|16000|0|0|0|1|7500	2|0|16471|0|0|0|1|7500	2|0|16941|0|0|0|1|7500	2|0|17412|0|0|0|1|7500	2|0|17882|0|0|0|1|7500	2|0|18353|0|0|0|1|7500	2|0|18824|0|0|0|1|7500	2|0|19294|0|0|0|1|7500	2|0|19765|0|0|0|1|7500	2|0|20235|0|0|0|1|7500	2|0|20706|0|0|0|1|7500	2|0|21176|0|0|0|1|7500	2|0|21647|0|0|0|1|7500	2|0|22118|0|0|0|1|7500	2|0|22588|0|0|0|1|7500	2|0|23059|0|0|0|1|7500	2|0|23529|0|0|0|1|7500	2|0|24000|0|0|0|1|7500
100405	AddBuff	100405																																		
100406	AddBuff	100406																																		
100406000	AddBehavior	100406																																		
100410	Damage	11|0|10000|0|0|0|1|7500	11|0|10588|0|0|0|1|7500	11|0|11176|0|0|0|1|7500	11|0|11765|0|0|0|1|7500	11|0|12353|0|0|0|1|7500	11|0|12941|0|0|0|1|7500	11|0|13529|0|0|0|1|7500	11|0|14118|0|0|0|1|7500	11|0|14706|0|0|0|1|7500	11|0|15294|0|0|0|1|7500	11|0|15882|0|0|0|1|7500	11|0|16471|0|0|0|1|7500	11|0|17059|0|0|0|1|7500	11|0|17647|0|0|0|1|7500	11|0|18235|0|0|0|1|7500	11|0|18824|0|0|0|1|7500	11|0|19412|0|0|0|1|7500	11|0|20000|0|0|0|1|7500	11|0|20588|0|0|0|1|7500	11|0|21176|0|0|0|1|7500	11|0|21765|0|0|0|1|7500	11|0|22353|0|0|0|1|7500	11|0|22941|0|0|0|1|7500	11|0|23529|0|0|0|1|7500	11|0|24118|0|0|0|1|7500	11|0|24706|0|0|0|1|7500	11|0|25294|0|0|0|1|7500	11|0|25882|0|0|0|1|7500	11|0|26471|0|0|0|1|7500	11|0|27059|0|0|0|1|7500	11|0|27647|0|0|0|1|7500	11|0|28235|0|0|0|1|7500	11|0|28824|0|0|0|1|7500	11|0|29412|0|0|0|1|7500	11|0|30000|0|0|0|1|7500
100411	Damage	12|0|10000|0|0|0|1|7500	12|0|10588|0|0|0|1|7500	12|0|11176|0|0|0|1|7500	12|0|11765|0|0|0|1|7500	12|0|12353|0|0|0|1|7500	12|0|12941|0|0|0|1|7500	12|0|13529|0|0|0|1|7500	12|0|14118|0|0|0|1|7500	12|0|14706|0|0|0|1|7500	12|0|15294|0|0|0|1|7500	12|0|15882|0|0|0|1|7500	12|0|16471|0|0|0|1|7500	12|0|17059|0|0|0|1|7500	12|0|17647|0|0|0|1|7500	12|0|18235|0|0|0|1|7500	12|0|18824|0|0|0|1|7500	12|0|19412|0|0|0|1|7500	12|0|20000|0|0|0|1|7500	12|0|20588|0|0|0|1|7500	12|0|21176|0|0|0|1|7500	12|0|21765|0|0|0|1|7500	12|0|22353|0|0|0|1|7500	12|0|22941|0|0|0|1|7500	12|0|23529|0|0|0|1|7500	12|0|24118|0|0|0|1|7500	12|0|24706|0|0|0|1|7500	12|0|25294|0|0|0|1|7500	12|0|25882|0|0|0|1|7500	12|0|26471|0|0|0|1|7500	12|0|27059|0|0|0|1|7500	12|0|27647|0|0|0|1|7500	12|0|28235|0|0|0|1|7500	12|0|28824|0|0|0|1|7500	12|0|29412|0|0|0|1|7500	12|0|30000|0|0|0|1|7500
100412	Damage	13|0|10000|0|0|0|1|7500	13|0|10588|0|0|0|1|7500	13|0|11176|0|0|0|1|7500	13|0|11765|0|0|0|1|7500	13|0|12353|0|0|0|1|7500	13|0|12941|0|0|0|1|7500	13|0|13529|0|0|0|1|7500	13|0|14118|0|0|0|1|7500	13|0|14706|0|0|0|1|7500	13|0|15294|0|0|0|1|7500	13|0|15882|0|0|0|1|7500	13|0|16471|0|0|0|1|7500	13|0|17059|0|0|0|1|7500	13|0|17647|0|0|0|1|7500	13|0|18235|0|0|0|1|7500	13|0|18824|0|0|0|1|7500	13|0|19412|0|0|0|1|7500	13|0|20000|0|0|0|1|7500	13|0|20588|0|0|0|1|7500	13|0|21176|0|0|0|1|7500	13|0|21765|0|0|0|1|7500	13|0|22353|0|0|0|1|7500	13|0|22941|0|0|0|1|7500	13|0|23529|0|0|0|1|7500	13|0|24118|0|0|0|1|7500	13|0|24706|0|0|0|1|7500	13|0|25294|0|0|0|1|7500	13|0|25882|0|0|0|1|7500	13|0|26471|0|0|0|1|7500	13|0|27059|0|0|0|1|7500	13|0|27647|0|0|0|1|7500	13|0|28235|0|0|0|1|7500	13|0|28824|0|0|0|1|7500	13|0|29412|0|0|0|1|7500	13|0|30000|0|0|0|1|7500
