Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]
110300	Damage	2|0|2000|0|0|0|1|10000	2|0|2118|0|0|0|1|10000	2|0|2235|0|0|0|1|10000	2|0|2353|0|0|0|1|10000	2|0|2471|0|0|0|1|10000	2|0|2588|0|0|0|1|10000	2|0|2706|0|0|0|1|10000	2|0|2824|0|0|0|1|10000	2|0|2941|0|0|0|1|10000	2|0|3059|0|0|0|1|10000	2|0|3176|0|0|0|1|10000	2|0|3294|0|0|0|1|10000	2|0|3412|0|0|0|1|10000	2|0|3529|0|0|0|1|10000	2|0|3647|0|0|0|1|10000	2|0|3765|0|0|0|1|10000	2|0|3882|0|0|0|1|10000	2|0|4000|0|0|0|1|10000	2|0|4118|0|0|0|1|10000	2|0|4235|0|0|0|1|10000	2|0|4353|0|0|0|1|10000	2|0|4471|0|0|0|1|10000	2|0|4588|0|0|0|1|10000	2|0|4706|0|0|0|1|10000	2|0|4824|0|0|0|1|10000	2|0|4941|0|0|0|1|10000	2|0|5059|0|0|0|1|10000	2|0|5176|0|0|0|1|10000	2|0|5294|0|0|0|1|10000	2|0|5412|0|0|0|1|10000	2|0|5529|0|0|0|1|10000	2|0|5647|0|0|0|1|10000	2|0|5765|0|0|0|1|10000	2|0|5882|0|0|0|1|10000	2|0|6000|0|0|0|1|10000
110301	Damage	2|0|2300|0|0|0|1|10000	2|0|2435|0|0|0|1|10000	2|0|2571|0|0|0|1|10000	2|0|2706|0|0|0|1|10000	2|0|2841|0|0|0|1|10000	2|0|2976|0|0|0|1|10000	2|0|3112|0|0|0|1|10000	2|0|3247|0|0|0|1|10000	2|0|3382|0|0|0|1|10000	2|0|3518|0|0|0|1|10000	2|0|3653|0|0|0|1|10000	2|0|3788|0|0|0|1|10000	2|0|3924|0|0|0|1|10000	2|0|4059|0|0|0|1|10000	2|0|4194|0|0|0|1|10000	2|0|4329|0|0|0|1|10000	2|0|4465|0|0|0|1|10000	2|0|4600|0|0|0|1|10000	2|0|4735|0|0|0|1|10000	2|0|4871|0|0|0|1|10000	2|0|5006|0|0|0|1|10000	2|0|5141|0|0|0|1|10000	2|0|5276|0|0|0|1|10000	2|0|5412|0|0|0|1|10000	2|0|5547|0|0|0|1|10000	2|0|5682|0|0|0|1|10000	2|0|5818|0|0|0|1|10000	2|0|5953|0|0|0|1|10000	2|0|6088|0|0|0|1|10000	2|0|6224|0|0|0|1|10000	2|0|6359|0|0|0|1|10000	2|0|6494|0|0|0|1|10000	2|0|6629|0|0|0|1|10000	2|0|6765|0|0|0|1|10000	2|0|6900|0|0|0|1|10000
110302	Damage	2|0|2000|0|0|0|1|10000	2|0|2118|0|0|0|1|10000	2|0|2235|0|0|0|1|10000	2|0|2353|0|0|0|1|10000	2|0|2471|0|0|0|1|10000	2|0|2588|0|0|0|1|10000	2|0|2706|0|0|0|1|10000	2|0|2824|0|0|0|1|10000	2|0|2941|0|0|0|1|10000	2|0|3059|0|0|0|1|10000	2|0|3176|0|0|0|1|10000	2|0|3294|0|0|0|1|10000	2|0|3412|0|0|0|1|10000	2|0|3529|0|0|0|1|10000	2|0|3647|0|0|0|1|10000	2|0|3765|0|0|0|1|10000	2|0|3882|0|0|0|1|10000	2|0|4000|0|0|0|1|10000	2|0|4118|0|0|0|1|10000	2|0|4235|0|0|0|1|10000	2|0|4353|0|0|0|1|10000	2|0|4471|0|0|0|1|10000	2|0|4588|0|0|0|1|10000	2|0|4706|0|0|0|1|10000	2|0|4824|0|0|0|1|10000	2|0|4941|0|0|0|1|10000	2|0|5059|0|0|0|1|10000	2|0|5176|0|0|0|1|10000	2|0|5294|0|0|0|1|10000	2|0|5412|0|0|0|1|10000	2|0|5529|0|0|0|1|10000	2|0|5647|0|0|0|1|10000	2|0|5765|0|0|0|1|10000	2|0|5882|0|0|0|1|10000	2|0|6000|0|0|0|1|10000
110303	Damage	2|0|1500|0|0|0|1|10000	2|0|1588|0|0|0|1|10000	2|0|1676|0|0|0|1|10000	2|0|1765|0|0|0|1|10000	2|0|1853|0|0|0|1|10000	2|0|1941|0|0|0|1|10000	2|0|2029|0|0|0|1|10000	2|0|2118|0|0|0|1|10000	2|0|2206|0|0|0|1|10000	2|0|2294|0|0|0|1|10000	2|0|2382|0|0|0|1|10000	2|0|2471|0|0|0|1|10000	2|0|2559|0|0|0|1|10000	2|0|2647|0|0|0|1|10000	2|0|2735|0|0|0|1|10000	2|0|2824|0|0|0|1|10000	2|0|2912|0|0|0|1|10000	2|0|3000|0|0|0|1|10000	2|0|3088|0|0|0|1|10000	2|0|3176|0|0|0|1|10000	2|0|3265|0|0|0|1|10000	2|0|3353|0|0|0|1|10000	2|0|3441|0|0|0|1|10000	2|0|3529|0|0|0|1|10000	2|0|3618|0|0|0|1|10000	2|0|3706|0|0|0|1|10000	2|0|3794|0|0|0|1|10000	2|0|3882|0|0|0|1|10000	2|0|3971|0|0|0|1|10000	2|0|4059|0|0|0|1|10000	2|0|4147|0|0|0|1|10000	2|0|4235|0|0|0|1|10000	2|0|4324|0|0|0|1|10000	2|0|4412|0|0|0|1|10000	2|0|4500|0|0|0|1|10000
110304	Damage	2|0|5700|0|0|0|1|10000	2|0|6035|0|0|0|1|10000	2|0|6371|0|0|0|1|10000	2|0|6706|0|0|0|1|10000	2|0|7041|0|0|0|1|10000	2|0|7376|0|0|0|1|10000	2|0|7712|0|0|0|1|10000	2|0|8047|0|0|0|1|10000	2|0|8382|0|0|0|1|10000	2|0|8718|0|0|0|1|10000	2|0|9053|0|0|0|1|10000	2|0|9388|0|0|0|1|10000	2|0|9724|0|0|0|1|10000	2|0|10059|0|0|0|1|10000	2|0|10394|0|0|0|1|10000	2|0|10729|0|0|0|1|10000	2|0|11065|0|0|0|1|10000	2|0|11400|0|0|0|1|10000	2|0|11735|0|0|0|1|10000	2|0|12071|0|0|0|1|10000	2|0|12406|0|0|0|1|10000	2|0|12741|0|0|0|1|10000	2|0|13076|0|0|0|1|10000	2|0|13412|0|0|0|1|10000	2|0|13747|0|0|0|1|10000	2|0|14082|0|0|0|1|10000	2|0|14418|0|0|0|1|10000	2|0|14753|0|0|0|1|10000	2|0|15088|0|0|0|1|10000	2|0|15424|0|0|0|1|10000	2|0|15759|0|0|0|1|10000	2|0|16094|0|0|0|1|10000	2|0|16429|0|0|0|1|10000	2|0|16765|0|0|0|1|10000	2|0|17100|0|0|0|1|10000
110305	DragNpc	2|1|15|00.5																																		
110306	AddBuff	110306																																		
110307	AddBuff	110307																																		
110308	AddBuff	110308																																		
110309	AddBuff	110309																																		
