Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]
123201	Damage	2|0|1000|0|0|0|1|7000	2|0|1059|0|0|0|1|7000	2|0|1118|0|0|0|1|7000	2|0|1176|0|0|0|1|7000	2|0|1235|0|0|0|1|7000	2|0|1294|0|0|0|1|7000	2|0|1353|0|0|0|1|7000	2|0|1412|0|0|0|1|7000	2|0|1471|0|0|0|1|7000	2|0|1529|0|0|0|1|7000	2|0|1588|0|0|0|1|7000	2|0|1647|0|0|0|1|7000	2|0|1706|0|0|0|1|7000	2|0|1765|0|0|0|1|7000	2|0|1824|0|0|0|1|7000	2|0|1882|0|0|0|1|7000	2|0|1941|0|0|0|1|7000	2|0|2000|0|0|0|1|7000	2|0|2059|0|0|0|1|7000	2|0|2118|0|0|0|1|7000	2|0|2176|0|0|0|1|7000	2|0|2235|0|0|0|1|7000	2|0|2294|0|0|0|1|7000	2|0|2353|0|0|0|1|7000	2|0|2412|0|0|0|1|7000	2|0|2471|0|0|0|1|7000	2|0|2529|0|0|0|1|7000	2|0|2588|0|0|0|1|7000	2|0|2647|0|0|0|1|7000	2|0|2706|0|0|0|1|7000	2|0|2765|0|0|0|1|7000	2|0|2824|0|0|0|1|7000	2|0|2882|0|0|0|1|7000	2|0|2941|0|0|0|1|7000	2|0|3000|0|0|0|1|7000
123202	Damage	2|0|1000|0|0|0|1|7000	2|0|1059|0|0|0|1|7000	2|0|1118|0|0|0|1|7000	2|0|1176|0|0|0|1|7000	2|0|1235|0|0|0|1|7000	2|0|1294|0|0|0|1|7000	2|0|1353|0|0|0|1|7000	2|0|1412|0|0|0|1|7000	2|0|1471|0|0|0|1|7000	2|0|1529|0|0|0|1|7000	2|0|1588|0|0|0|1|7000	2|0|1647|0|0|0|1|7000	2|0|1706|0|0|0|1|7000	2|0|1765|0|0|0|1|7000	2|0|1824|0|0|0|1|7000	2|0|1882|0|0|0|1|7000	2|0|1941|0|0|0|1|7000	2|0|2000|0|0|0|1|7000	2|0|2059|0|0|0|1|7000	2|0|2118|0|0|0|1|7000	2|0|2176|0|0|0|1|7000	2|0|2235|0|0|0|1|7000	2|0|2294|0|0|0|1|7000	2|0|2353|0|0|0|1|7000	2|0|2412|0|0|0|1|7000	2|0|2471|0|0|0|1|7000	2|0|2529|0|0|0|1|7000	2|0|2588|0|0|0|1|7000	2|0|2647|0|0|0|1|7000	2|0|2706|0|0|0|1|7000	2|0|2765|0|0|0|1|7000	2|0|2824|0|0|0|1|7000	2|0|2882|0|0|0|1|7000	2|0|2941|0|0|0|1|7000	2|0|3000|0|0|0|1|7000
123203	Damage	2|0|1000|0|0|0|1|7000	2|0|1059|0|0|0|1|7000	2|0|1118|0|0|0|1|7000	2|0|1176|0|0|0|1|7000	2|0|1235|0|0|0|1|7000	2|0|1294|0|0|0|1|7000	2|0|1353|0|0|0|1|7000	2|0|1412|0|0|0|1|7000	2|0|1471|0|0|0|1|7000	2|0|1529|0|0|0|1|7000	2|0|1588|0|0|0|1|7000	2|0|1647|0|0|0|1|7000	2|0|1706|0|0|0|1|7000	2|0|1765|0|0|0|1|7000	2|0|1824|0|0|0|1|7000	2|0|1882|0|0|0|1|7000	2|0|1941|0|0|0|1|7000	2|0|2000|0|0|0|1|7000	2|0|2059|0|0|0|1|7000	2|0|2118|0|0|0|1|7000	2|0|2176|0|0|0|1|7000	2|0|2235|0|0|0|1|7000	2|0|2294|0|0|0|1|7000	2|0|2353|0|0|0|1|7000	2|0|2412|0|0|0|1|7000	2|0|2471|0|0|0|1|7000	2|0|2529|0|0|0|1|7000	2|0|2588|0|0|0|1|7000	2|0|2647|0|0|0|1|7000	2|0|2706|0|0|0|1|7000	2|0|2765|0|0|0|1|7000	2|0|2824|0|0|0|1|7000	2|0|2882|0|0|0|1|7000	2|0|2941|0|0|0|1|7000	2|0|3000|0|0|0|1|7000
123204	Damage	2|0|1000|0|0|0|1|7000	2|0|1059|0|0|0|1|7000	2|0|1118|0|0|0|1|7000	2|0|1176|0|0|0|1|7000	2|0|1235|0|0|0|1|7000	2|0|1294|0|0|0|1|7000	2|0|1353|0|0|0|1|7000	2|0|1412|0|0|0|1|7000	2|0|1471|0|0|0|1|7000	2|0|1529|0|0|0|1|7000	2|0|1588|0|0|0|1|7000	2|0|1647|0|0|0|1|7000	2|0|1706|0|0|0|1|7000	2|0|1765|0|0|0|1|7000	2|0|1824|0|0|0|1|7000	2|0|1882|0|0|0|1|7000	2|0|1941|0|0|0|1|7000	2|0|2000|0|0|0|1|7000	2|0|2059|0|0|0|1|7000	2|0|2118|0|0|0|1|7000	2|0|2176|0|0|0|1|7000	2|0|2235|0|0|0|1|7000	2|0|2294|0|0|0|1|7000	2|0|2353|0|0|0|1|7000	2|0|2412|0|0|0|1|7000	2|0|2471|0|0|0|1|7000	2|0|2529|0|0|0|1|7000	2|0|2588|0|0|0|1|7000	2|0|2647|0|0|0|1|7000	2|0|2706|0|0|0|1|7000	2|0|2765|0|0|0|1|7000	2|0|2824|0|0|0|1|7000	2|0|2882|0|0|0|1|7000	2|0|2941|0|0|0|1|7000	2|0|3000|0|0|0|1|7000
123205	Damage	2|0|1000|0|0|0|1|7000	2|0|1059|0|0|0|1|7000	2|0|1118|0|0|0|1|7000	2|0|1176|0|0|0|1|7000	2|0|1235|0|0|0|1|7000	2|0|1294|0|0|0|1|7000	2|0|1353|0|0|0|1|7000	2|0|1412|0|0|0|1|7000	2|0|1471|0|0|0|1|7000	2|0|1529|0|0|0|1|7000	2|0|1588|0|0|0|1|7000	2|0|1647|0|0|0|1|7000	2|0|1706|0|0|0|1|7000	2|0|1765|0|0|0|1|7000	2|0|1824|0|0|0|1|7000	2|0|1882|0|0|0|1|7000	2|0|1941|0|0|0|1|7000	2|0|2000|0|0|0|1|7000	2|0|2059|0|0|0|1|7000	2|0|2118|0|0|0|1|7000	2|0|2176|0|0|0|1|7000	2|0|2235|0|0|0|1|7000	2|0|2294|0|0|0|1|7000	2|0|2353|0|0|0|1|7000	2|0|2412|0|0|0|1|7000	2|0|2471|0|0|0|1|7000	2|0|2529|0|0|0|1|7000	2|0|2588|0|0|0|1|7000	2|0|2647|0|0|0|1|7000	2|0|2706|0|0|0|1|7000	2|0|2765|0|0|0|1|7000	2|0|2824|0|0|0|1|7000	2|0|2882|0|0|0|1|7000	2|0|2941|0|0|0|1|7000	2|0|3000|0|0|0|1|7000
123206	AddBuff	123206																																		
123206000	ChangeTimeScale	0|3|0|2																																		
123207	AddBuff	123207																																		
123207000	ChangeTimeScale	0|5|0|1																																		
123208	AddBuff	123208																																		
