Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]
123201012	ShakeCamera	4|00.3|-2|10|00.15|1																													
123202012	ShakeCamera	3|00.25|-1|10|00.15|0																													
123204012	ShakeCamera	4|00.25|-1|10|00.15|0																													
123204022	ShakeCamera	4|00.3|-1|10|00.15|1																													
123204032	ShakeCamera	4|00.4|-1|10|00.15|2																													
123204042	ShakeCamera	4|00.35|-1|10|00.15|3																													
123205012	ShakeCamera	4|00.4|-1|10|00.15|0																													
123205022	ShakeCamera	3|00.5|-1|12|00.35|1																													
123206012	ShakeCamera	4|00.4|-1|10|00.15|0																													
123206022	ShakeCamera	3|00.3|-2|10|00.15|1																													
123206032	ShakeCamera	4|00.5|-1|10|00.15|2																													
123207012	ShakeCamera	4|00.4|-1|10|00.15|0																													
123207022	ShakeCamera	3|00.3|-2|10|00.15|1																													
123207032	ShakeCamera	4|00.5|-1|10|00.15|2																													
123208012	ShakeCamera	4|00.4|-1|10|00.15|0																													
123208022	ShakeCamera	3|00.3|-2|10|00.15|1																													
123208032	ShakeCamera	4|00.5|-1|10|00.15|2																													
123212012	ShakeCamera	4|00.3|-2|10|00.15|1																													
123213012	ShakeCamera	4|00.3|-2|10|00.15|1																													
123214012	ShakeCamera	4|00.3|-2|10|00.15|1																													
123224012	ShakeCamera	4|00.3|-2|10|00.15|1																													
