Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]
101400	Damage	2|0|5000|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5588|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6471|0|0|0|1|7500	2|0|6765|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7353|0|0|0|1|7500	2|0|7647|0|0|0|1|7500	2|0|7941|0|0|0|1|7500	2|0|8235|0|0|0|1|7500	2|0|8529|0|0|0|1|7500	2|0|8824|0|0|0|1|7500	2|0|9118|0|0|0|1|7500	2|0|9412|0|0|0|1|7500	2|0|9706|0|0|0|1|7500	2|0|10000|0|0|0|1|7500	2|0|10294|0|0|0|1|7500	2|0|10588|0|0|0|1|7500	2|0|10882|0|0|0|1|7500	2|0|11176|0|0|0|1|7500	2|0|11471|0|0|0|1|7500	2|0|11765|0|0|0|1|7500	2|0|12059|0|0|0|1|7500	2|0|12353|0|0|0|1|7500	2|0|12647|0|0|0|1|7500	2|0|12941|0|0|0|1|7500	2|0|13235|0|0|0|1|7500	2|0|13529|0|0|0|1|7500	2|0|13824|0|0|0|1|7500	2|0|14118|0|0|0|1|7500	2|0|14412|0|0|0|1|7500	2|0|14706|0|0|0|1|7500	2|0|15000|0|0|0|1|7500
101401	Damage	2|0|5000|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5588|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6471|0|0|0|1|7500	2|0|6765|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7353|0|0|0|1|7500	2|0|7647|0|0|0|1|7500	2|0|7941|0|0|0|1|7500	2|0|8235|0|0|0|1|7500	2|0|8529|0|0|0|1|7500	2|0|8824|0|0|0|1|7500	2|0|9118|0|0|0|1|7500	2|0|9412|0|0|0|1|7500	2|0|9706|0|0|0|1|7500	2|0|10000|0|0|0|1|7500	2|0|10294|0|0|0|1|7500	2|0|10588|0|0|0|1|7500	2|0|10882|0|0|0|1|7500	2|0|11176|0|0|0|1|7500	2|0|11471|0|0|0|1|7500	2|0|11765|0|0|0|1|7500	2|0|12059|0|0|0|1|7500	2|0|12353|0|0|0|1|7500	2|0|12647|0|0|0|1|7500	2|0|12941|0|0|0|1|7500	2|0|13235|0|0|0|1|7500	2|0|13529|0|0|0|1|7500	2|0|13824|0|0|0|1|7500	2|0|14118|0|0|0|1|7500	2|0|14412|0|0|0|1|7500	2|0|14706|0|0|0|1|7500	2|0|15000|0|0|0|1|7500
101402	Damage	2|0|2000|0|0|0|1|7500	2|0|2118|0|0|0|1|7500	2|0|2235|0|0|0|1|7500	2|0|2353|0|0|0|1|7500	2|0|2471|0|0|0|1|7500	2|0|2588|0|0|0|1|7500	2|0|2706|0|0|0|1|7500	2|0|2824|0|0|0|1|7500	2|0|2941|0|0|0|1|7500	2|0|3059|0|0|0|1|7500	2|0|3176|0|0|0|1|7500	2|0|3294|0|0|0|1|7500	2|0|3412|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3647|0|0|0|1|7500	2|0|3765|0|0|0|1|7500	2|0|3882|0|0|0|1|7500	2|0|4000|0|0|0|1|7500	2|0|4118|0|0|0|1|7500	2|0|4235|0|0|0|1|7500	2|0|4353|0|0|0|1|7500	2|0|4471|0|0|0|1|7500	2|0|4588|0|0|0|1|7500	2|0|4706|0|0|0|1|7500	2|0|4824|0|0|0|1|7500	2|0|4941|0|0|0|1|7500	2|0|5059|0|0|0|1|7500	2|0|5176|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5412|0|0|0|1|7500	2|0|5529|0|0|0|1|7500	2|0|5647|0|0|0|1|7500	2|0|5765|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6000|0|0|0|1|7500
101403	Damage	2|0|8000|0|0|0|1|7500	2|0|8471|0|0|0|1|7500	2|0|8941|0|0|0|1|7500	2|0|9412|0|0|0|1|7500	2|0|9882|0|0|0|1|7500	2|0|10353|0|0|0|1|7500	2|0|10824|0|0|0|1|7500	2|0|11294|0|0|0|1|7500	2|0|11765|0|0|0|1|7500	2|0|12235|0|0|0|1|7500	2|0|12706|0|0|0|1|7500	2|0|13176|0|0|0|1|7500	2|0|13647|0|0|0|1|7500	2|0|14118|0|0|0|1|7500	2|0|14588|0|0|0|1|7500	2|0|15059|0|0|0|1|7500	2|0|15529|0|0|0|1|7500	2|0|16000|0|0|0|1|7500	2|0|16471|0|0|0|1|7500	2|0|16941|0|0|0|1|7500	2|0|17412|0|0|0|1|7500	2|0|17882|0|0|0|1|7500	2|0|18353|0|0|0|1|7500	2|0|18824|0|0|0|1|7500	2|0|19294|0|0|0|1|7500	2|0|19765|0|0|0|1|7500	2|0|20235|0|0|0|1|7500	2|0|20706|0|0|0|1|7500	2|0|21176|0|0|0|1|7500	2|0|21647|0|0|0|1|7500	2|0|22118|0|0|0|1|7500	2|0|22588|0|0|0|1|7500	2|0|23059|0|0|0|1|7500	2|0|23529|0|0|0|1|7500	2|0|24000|0|0|0|1|7500
101404	AddBuff	101404																																		
101404000	HideJoint	Bip001RHand																																		
101405	Damage	21|0|0|2|0|1200|1|5000	21|0|0|2|0|1271|1|5000	21|0|0|2|0|1341|1|5000	21|0|0|2|0|1412|1|5000	21|0|0|2|0|1482|1|5000	21|0|0|2|0|1553|1|5000	21|0|0|2|0|1624|1|5000	21|0|0|2|0|1694|1|5000	21|0|0|2|0|1765|1|5000	21|0|0|2|0|1835|1|5000	21|0|0|2|0|1906|1|5000	21|0|0|2|0|1976|1|5000	21|0|0|2|0|2047|1|5000	21|0|0|2|0|2118|1|5000	21|0|0|2|0|2188|1|5000	21|0|0|2|0|2259|1|5000	21|0|0|2|0|2329|1|5000	21|0|0|2|0|2400|1|5000	21|0|0|2|0|2471|1|5000	21|0|0|2|0|2541|1|5000	21|0|0|2|0|2612|1|5000	21|0|0|2|0|2682|1|5000	21|0|0|2|0|2753|1|5000	21|0|0|2|0|2824|1|5000	21|0|0|2|0|2894|1|5000	21|0|0|2|0|2965|1|5000	21|0|0|2|0|3035|1|5000	21|0|0|2|0|3106|1|5000	21|0|0|2|0|3176|1|5000	21|0|0|2|0|3247|1|5000	21|0|0|2|0|3318|1|5000	21|0|0|2|0|3388|1|5000	21|0|0|2|0|3459|1|5000	21|0|0|2|0|3529|1|5000	21|0|0|2|0|3600|1|5000
101406	AddBuff	101406																																		
101406000	AddBehavior	101406																																		
101407	AddBuff	101407																																		
101407000	HideJoint	ModelCase																																		
101408	Damage	22|0|0|2|0|2400|1|5000	22|0|0|2|0|2541|1|5000	22|0|0|2|0|2682|1|5000	22|0|0|2|0|2824|1|5000	22|0|0|2|0|2965|1|5000	22|0|0|2|0|3106|1|5000	22|0|0|2|0|3247|1|5000	22|0|0|2|0|3388|1|5000	22|0|0|2|0|3529|1|5000	22|0|0|2|0|3671|1|5000	22|0|0|2|0|3812|1|5000	22|0|0|2|0|3953|1|5000	22|0|0|2|0|4094|1|5000	22|0|0|2|0|4235|1|5000	22|0|0|2|0|4376|1|5000	22|0|0|2|0|4518|1|5000	22|0|0|2|0|4659|1|5000	22|0|0|2|0|4800|1|5000	22|0|0|2|0|4941|1|5000	22|0|0|2|0|5082|1|5000	22|0|0|2|0|5224|1|5000	22|0|0|2|0|5365|1|5000	22|0|0|2|0|5506|1|5000	22|0|0|2|0|5647|1|5000	22|0|0|2|0|5788|1|5000	22|0|0|2|0|5929|1|5000	22|0|0|2|0|6071|1|5000	22|0|0|2|0|6212|1|5000	22|0|0|2|0|6353|1|5000	22|0|0|2|0|6494|1|5000	22|0|0|2|0|6635|1|5000	22|0|0|2|0|6776|1|5000	22|0|0|2|0|6918|1|5000	22|0|0|2|0|7059|1|5000	22|0|0|2|0|7200|1|5000
101409	Damage	23|0|0|2|0|3600|1|5000	23|0|0|2|0|3812|1|5000	23|0|0|2|0|4024|1|5000	23|0|0|2|0|4235|1|5000	23|0|0|2|0|4447|1|5000	23|0|0|2|0|4659|1|5000	23|0|0|2|0|4871|1|5000	23|0|0|2|0|5082|1|5000	23|0|0|2|0|5294|1|5000	23|0|0|2|0|5506|1|5000	23|0|0|2|0|5718|1|5000	23|0|0|2|0|5929|1|5000	23|0|0|2|0|6141|1|5000	23|0|0|2|0|6353|1|5000	23|0|0|2|0|6565|1|5000	23|0|0|2|0|6776|1|5000	23|0|0|2|0|6988|1|5000	23|0|0|2|0|7200|1|5000	23|0|0|2|0|7412|1|5000	23|0|0|2|0|7624|1|5000	23|0|0|2|0|7835|1|5000	23|0|0|2|0|8047|1|5000	23|0|0|2|0|8259|1|5000	23|0|0|2|0|8471|1|5000	23|0|0|2|0|8682|1|5000	23|0|0|2|0|8894|1|5000	23|0|0|2|0|9106|1|5000	23|0|0|2|0|9318|1|5000	23|0|0|2|0|9529|1|5000	23|0|0|2|0|9741|1|5000	23|0|0|2|0|9953|1|5000	23|0|0|2|0|10165|1|5000	23|0|0|2|0|10376|1|5000	23|0|0|2|0|10588|1|5000	23|0|0|2|0|10800|1|5000
101410	Damage	11|0|12000|0|0|0|1|7500	11|0|12706|0|0|0|1|7500	11|0|13412|0|0|0|1|7500	11|0|14118|0|0|0|1|7500	11|0|14824|0|0|0|1|7500	11|0|15529|0|0|0|1|7500	11|0|16235|0|0|0|1|7500	11|0|16941|0|0|0|1|7500	11|0|17647|0|0|0|1|7500	11|0|18353|0|0|0|1|7500	11|0|19059|0|0|0|1|7500	11|0|19765|0|0|0|1|7500	11|0|20471|0|0|0|1|7500	11|0|21176|0|0|0|1|7500	11|0|21882|0|0|0|1|7500	11|0|22588|0|0|0|1|7500	11|0|23294|0|0|0|1|7500	11|0|24000|0|0|0|1|7500	11|0|24706|0|0|0|1|7500	11|0|25412|0|0|0|1|7500	11|0|26118|0|0|0|1|7500	11|0|26824|0|0|0|1|7500	11|0|27529|0|0|0|1|7500	11|0|28235|0|0|0|1|7500	11|0|28941|0|0|0|1|7500	11|0|29647|0|0|0|1|7500	11|0|30353|0|0|0|1|7500	11|0|31059|0|0|0|1|7500	11|0|31765|0|0|0|1|7500	11|0|32471|0|0|0|1|7500	11|0|33176|0|0|0|1|7500	11|0|33882|0|0|0|1|7500	11|0|34588|0|0|0|1|7500	11|0|35294|0|0|0|1|7500	11|0|36000|0|0|0|1|7500
101411	Damage	12|0|24000|0|0|0|1|7500	12|0|25412|0|0|0|1|7500	12|0|26824|0|0|0|1|7500	12|0|28235|0|0|0|1|7500	12|0|29647|0|0|0|1|7500	12|0|31059|0|0|0|1|7500	12|0|32471|0|0|0|1|7500	12|0|33882|0|0|0|1|7500	12|0|35294|0|0|0|1|7500	12|0|36706|0|0|0|1|7500	12|0|38118|0|0|0|1|7500	12|0|39529|0|0|0|1|7500	12|0|40941|0|0|0|1|7500	12|0|42353|0|0|0|1|7500	12|0|43765|0|0|0|1|7500	12|0|45176|0|0|0|1|7500	12|0|46588|0|0|0|1|7500	12|0|48000|0|0|0|1|7500	12|0|49412|0|0|0|1|7500	12|0|50824|0|0|0|1|7500	12|0|52235|0|0|0|1|7500	12|0|53647|0|0|0|1|7500	12|0|55059|0|0|0|1|7500	12|0|56471|0|0|0|1|7500	12|0|57882|0|0|0|1|7500	12|0|59294|0|0|0|1|7500	12|0|60706|0|0|0|1|7500	12|0|62118|0|0|0|1|7500	12|0|63529|0|0|0|1|7500	12|0|64941|0|0|0|1|7500	12|0|66353|0|0|0|1|7500	12|0|67765|0|0|0|1|7500	12|0|69176|0|0|0|1|7500	12|0|70588|0|0|0|1|7500	12|0|72000|0|0|0|1|7500
101412	Damage	13|0|0|2|0|36000|1|5000	13|0|0|2|0|38118|1|5000	13|0|0|2|0|40235|1|5000	13|0|0|2|0|42353|1|5000	13|0|0|2|0|44471|1|5000	13|0|0|2|0|46588|1|5000	13|0|0|2|0|48706|1|5000	13|0|0|2|0|50824|1|5000	13|0|0|2|0|52941|1|5000	13|0|0|2|0|55059|1|5000	13|0|0|2|0|57176|1|5000	13|0|0|2|0|59294|1|5000	13|0|0|2|0|61412|1|5000	13|0|0|2|0|63529|1|5000	13|0|0|2|0|65647|1|5000	13|0|0|2|0|67765|1|5000	13|0|0|2|0|69882|1|5000	13|0|0|2|0|72000|1|5000	13|0|0|2|0|74118|1|5000	13|0|0|2|0|76235|1|5000	13|0|0|2|0|78353|1|5000	13|0|0|2|0|80471|1|5000	13|0|0|2|0|82588|1|5000	13|0|0|2|0|84706|1|5000	13|0|0|2|0|86824|1|5000	13|0|0|2|0|88941|1|5000	13|0|0|2|0|91059|1|5000	13|0|0|2|0|93176|1|5000	13|0|0|2|0|95294|1|5000	13|0|0|2|0|97412|1|5000	13|0|0|2|0|99529|1|5000	13|0|0|2|0|101647|1|5000	13|0|0|2|0|103765|1|5000	13|0|0|2|0|105882|1|5000	13|0|0|2|0|108000|1|5000
101413	AddBuff	101413																																		
101413000	SetCameraPositionOffset	0|-00.5|1.6|1|1|1																																		
101414	AddBuff	101414																																		
101414000	SetCameraPositionOffset	0|0|0|00.1|1|1																																		
101415	AddBuff	101415																																		
101416	AddBuff	101416																																		
101416000	AddNpcState	27																																		
101417	AddBuff	101417																																		
101418	AddBuff	101418																																		
101418000	HideJoint	WeaponCase1																																		
101419	AddBuff	101419																																		
101420	Damage	21|0|0|2|0|800|1|5000	21|0|0|2|0|847|1|5000	21|0|0|2|0|894|1|5000	21|0|0|2|0|941|1|5000	21|0|0|2|0|988|1|5000	21|0|0|2|0|1035|1|5000	21|0|0|2|0|1082|1|5000	21|0|0|2|0|1129|1|5000	21|0|0|2|0|1176|1|5000	21|0|0|2|0|1224|1|5000	21|0|0|2|0|1271|1|5000	21|0|0|2|0|1318|1|5000	21|0|0|2|0|1365|1|5000	21|0|0|2|0|1412|1|5000	21|0|0|2|0|1459|1|5000	21|0|0|2|0|1506|1|5000	21|0|0|2|0|1553|1|5000	21|0|0|2|0|1600|1|5000	21|0|0|2|0|1647|1|5000	21|0|0|2|0|1694|1|5000	21|0|0|2|0|1741|1|5000	21|0|0|2|0|1788|1|5000	21|0|0|2|0|1835|1|5000	21|0|0|2|0|1882|1|5000	21|0|0|2|0|1929|1|5000	21|0|0|2|0|1976|1|5000	21|0|0|2|0|2024|1|5000	21|0|0|2|0|2071|1|5000	21|0|0|2|0|2118|1|5000	21|0|0|2|0|2165|1|5000	21|0|0|2|0|2212|1|5000	21|0|0|2|0|2259|1|5000	21|0|0|2|0|2306|1|5000	21|0|0|2|0|2353|1|5000	21|0|0|2|0|2400|1|5000
101421	Damage	22|0|0|2|0|1600|1|5000	22|0|0|2|0|1694|1|5000	22|0|0|2|0|1788|1|5000	22|0|0|2|0|1882|1|5000	22|0|0|2|0|1976|1|5000	22|0|0|2|0|2071|1|5000	22|0|0|2|0|2165|1|5000	22|0|0|2|0|2259|1|5000	22|0|0|2|0|2353|1|5000	22|0|0|2|0|2447|1|5000	22|0|0|2|0|2541|1|5000	22|0|0|2|0|2635|1|5000	22|0|0|2|0|2729|1|5000	22|0|0|2|0|2824|1|5000	22|0|0|2|0|2918|1|5000	22|0|0|2|0|3012|1|5000	22|0|0|2|0|3106|1|5000	22|0|0|2|0|3200|1|5000	22|0|0|2|0|3294|1|5000	22|0|0|2|0|3388|1|5000	22|0|0|2|0|3482|1|5000	22|0|0|2|0|3576|1|5000	22|0|0|2|0|3671|1|5000	22|0|0|2|0|3765|1|5000	22|0|0|2|0|3859|1|5000	22|0|0|2|0|3953|1|5000	22|0|0|2|0|4047|1|5000	22|0|0|2|0|4141|1|5000	22|0|0|2|0|4235|1|5000	22|0|0|2|0|4329|1|5000	22|0|0|2|0|4424|1|5000	22|0|0|2|0|4518|1|5000	22|0|0|2|0|4612|1|5000	22|0|0|2|0|4706|1|5000	22|0|0|2|0|4800|1|5000
101422	Damage	23|0|0|2|0|2400|1|5000	23|0|0|2|0|2541|1|5000	23|0|0|2|0|2682|1|5000	23|0|0|2|0|2824|1|5000	23|0|0|2|0|2965|1|5000	23|0|0|2|0|3106|1|5000	23|0|0|2|0|3247|1|5000	23|0|0|2|0|3388|1|5000	23|0|0|2|0|3529|1|5000	23|0|0|2|0|3671|1|5000	23|0|0|2|0|3812|1|5000	23|0|0|2|0|3953|1|5000	23|0|0|2|0|4094|1|5000	23|0|0|2|0|4235|1|5000	23|0|0|2|0|4376|1|5000	23|0|0|2|0|4518|1|5000	23|0|0|2|0|4659|1|5000	23|0|0|2|0|4800|1|5000	23|0|0|2|0|4941|1|5000	23|0|0|2|0|5082|1|5000	23|0|0|2|0|5224|1|5000	23|0|0|2|0|5365|1|5000	23|0|0|2|0|5506|1|5000	23|0|0|2|0|5647|1|5000	23|0|0|2|0|5788|1|5000	23|0|0|2|0|5929|1|5000	23|0|0|2|0|6071|1|5000	23|0|0|2|0|6212|1|5000	23|0|0|2|0|6353|1|5000	23|0|0|2|0|6494|1|5000	23|0|0|2|0|6635|1|5000	23|0|0|2|0|6776|1|5000	23|0|0|2|0|6918|1|5000	23|0|0|2|0|7059|1|5000	23|0|0|2|0|7200|1|5000
101423	AddBuff	101423																																		
101424	AddBuff	101424																																		
101425	AddBuff	101425																																		
101426	AddBuff	101426																																		
101426000	AddBehavior	101426																																		
101427	AddBuff	101427																																		
101427000	AddBehavior	101427																																		
