Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]
110501	Damage	2|0|3500|0|0|0|1|7500	2|0|3706|0|0|0|1|7500	2|0|3912|0|0|0|1|7500	2|0|4118|0|0|0|1|7500	2|0|4324|0|0|0|1|7500	2|0|4529|0|0|0|1|7500	2|0|4735|0|0|0|1|7500	2|0|4941|0|0|0|1|7500	2|0|5147|0|0|0|1|7500	2|0|5353|0|0|0|1|7500	2|0|5559|0|0|0|1|7500	2|0|5765|0|0|0|1|7500	2|0|5971|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6382|0|0|0|1|7500	2|0|6588|0|0|0|1|7500	2|0|6794|0|0|0|1|7500	2|0|7000|0|0|0|1|7500	2|0|7206|0|0|0|1|7500	2|0|7412|0|0|0|1|7500	2|0|7618|0|0|0|1|7500	2|0|7824|0|0|0|1|7500	2|0|8029|0|0|0|1|7500	2|0|8235|0|0|0|1|7500	2|0|8441|0|0|0|1|7500	2|0|8647|0|0|0|1|7500	2|0|8853|0|0|0|1|7500	2|0|9059|0|0|0|1|7500	2|0|9265|0|0|0|1|7500	2|0|9471|0|0|0|1|7500	2|0|9676|0|0|0|1|7500	2|0|9882|0|0|0|1|7500	2|0|10088|0|0|0|1|7500	2|0|10294|0|0|0|1|7500	2|0|10500|0|0|0|1|7500
110502	Damage	2|0|4000|0|0|0|1|7500	2|0|4235|0|0|0|1|7500	2|0|4471|0|0|0|1|7500	2|0|4706|0|0|0|1|7500	2|0|4941|0|0|0|1|7500	2|0|5176|0|0|0|1|7500	2|0|5412|0|0|0|1|7500	2|0|5647|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6118|0|0|0|1|7500	2|0|6353|0|0|0|1|7500	2|0|6588|0|0|0|1|7500	2|0|6824|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7294|0|0|0|1|7500	2|0|7529|0|0|0|1|7500	2|0|7765|0|0|0|1|7500	2|0|8000|0|0|0|1|7500	2|0|8235|0|0|0|1|7500	2|0|8471|0|0|0|1|7500	2|0|8706|0|0|0|1|7500	2|0|8941|0|0|0|1|7500	2|0|9176|0|0|0|1|7500	2|0|9412|0|0|0|1|7500	2|0|9647|0|0|0|1|7500	2|0|9882|0|0|0|1|7500	2|0|10118|0|0|0|1|7500	2|0|10353|0|0|0|1|7500	2|0|10588|0|0|0|1|7500	2|0|10824|0|0|0|1|7500	2|0|11059|0|0|0|1|7500	2|0|11294|0|0|0|1|7500	2|0|11529|0|0|0|1|7500	2|0|11765|0|0|0|1|7500	2|0|12000|0|0|0|1|7500
110503	Damage	2|0|3500|0|0|0|1|7500	2|0|3706|0|0|0|1|7500	2|0|3912|0|0|0|1|7500	2|0|4118|0|0|0|1|7500	2|0|4324|0|0|0|1|7500	2|0|4529|0|0|0|1|7500	2|0|4735|0|0|0|1|7500	2|0|4941|0|0|0|1|7500	2|0|5147|0|0|0|1|7500	2|0|5353|0|0|0|1|7500	2|0|5559|0|0|0|1|7500	2|0|5765|0|0|0|1|7500	2|0|5971|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6382|0|0|0|1|7500	2|0|6588|0|0|0|1|7500	2|0|6794|0|0|0|1|7500	2|0|7000|0|0|0|1|7500	2|0|7206|0|0|0|1|7500	2|0|7412|0|0|0|1|7500	2|0|7618|0|0|0|1|7500	2|0|7824|0|0|0|1|7500	2|0|8029|0|0|0|1|7500	2|0|8235|0|0|0|1|7500	2|0|8441|0|0|0|1|7500	2|0|8647|0|0|0|1|7500	2|0|8853|0|0|0|1|7500	2|0|9059|0|0|0|1|7500	2|0|9265|0|0|0|1|7500	2|0|9471|0|0|0|1|7500	2|0|9676|0|0|0|1|7500	2|0|9882|0|0|0|1|7500	2|0|10088|0|0|0|1|7500	2|0|10294|0|0|0|1|7500	2|0|10500|0|0|0|1|7500
110504	Damage	2|0|4500|0|0|0|1|7500	2|0|4765|0|0|0|1|7500	2|0|5029|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5559|0|0|0|1|7500	2|0|5824|0|0|0|1|7500	2|0|6088|0|0|0|1|7500	2|0|6353|0|0|0|1|7500	2|0|6618|0|0|0|1|7500	2|0|6882|0|0|0|1|7500	2|0|7147|0|0|0|1|7500	2|0|7412|0|0|0|1|7500	2|0|7676|0|0|0|1|7500	2|0|7941|0|0|0|1|7500	2|0|8206|0|0|0|1|7500	2|0|8471|0|0|0|1|7500	2|0|8735|0|0|0|1|7500	2|0|9000|0|0|0|1|7500	2|0|9265|0|0|0|1|7500	2|0|9529|0|0|0|1|7500	2|0|9794|0|0|0|1|7500	2|0|10059|0|0|0|1|7500	2|0|10324|0|0|0|1|7500	2|0|10588|0|0|0|1|7500	2|0|10853|0|0|0|1|7500	2|0|11118|0|0|0|1|7500	2|0|11382|0|0|0|1|7500	2|0|11647|0|0|0|1|7500	2|0|11912|0|0|0|1|7500	2|0|12176|0|0|0|1|7500	2|0|12441|0|0|0|1|7500	2|0|12706|0|0|0|1|7500	2|0|12971|0|0|0|1|7500	2|0|13235|0|0|0|1|7500	2|0|13500|0|0|0|1|7500
110505	Damage	2|0|2500|0|0|0|1|7500	2|0|2647|0|0|0|1|7500	2|0|2794|0|0|0|1|7500	2|0|2941|0|0|0|1|7500	2|0|3088|0|0|0|1|7500	2|0|3235|0|0|0|1|7500	2|0|3382|0|0|0|1|7500	2|0|3529|0|0|0|1|7500	2|0|3676|0|0|0|1|7500	2|0|3824|0|0|0|1|7500	2|0|3971|0|0|0|1|7500	2|0|4118|0|0|0|1|7500	2|0|4265|0|0|0|1|7500	2|0|4412|0|0|0|1|7500	2|0|4559|0|0|0|1|7500	2|0|4706|0|0|0|1|7500	2|0|4853|0|0|0|1|7500	2|0|5000|0|0|0|1|7500	2|0|5147|0|0|0|1|7500	2|0|5294|0|0|0|1|7500	2|0|5441|0|0|0|1|7500	2|0|5588|0|0|0|1|7500	2|0|5735|0|0|0|1|7500	2|0|5882|0|0|0|1|7500	2|0|6029|0|0|0|1|7500	2|0|6176|0|0|0|1|7500	2|0|6324|0|0|0|1|7500	2|0|6471|0|0|0|1|7500	2|0|6618|0|0|0|1|7500	2|0|6765|0|0|0|1|7500	2|0|6912|0|0|0|1|7500	2|0|7059|0|0|0|1|7500	2|0|7206|0|0|0|1|7500	2|0|7353|0|0|0|1|7500	2|0|7500|0|0|0|1|7500
110506	Damage	2|0|10500|0|0|0|1|7500	2|0|11118|0|0|0|1|7500	2|0|11735|0|0|0|1|7500	2|0|12353|0|0|0|1|7500	2|0|12971|0|0|0|1|7500	2|0|13588|0|0|0|1|7500	2|0|14206|0|0|0|1|7500	2|0|14824|0|0|0|1|7500	2|0|15441|0|0|0|1|7500	2|0|16059|0|0|0|1|7500	2|0|16676|0|0|0|1|7500	2|0|17294|0|0|0|1|7500	2|0|17912|0|0|0|1|7500	2|0|18529|0|0|0|1|7500	2|0|19147|0|0|0|1|7500	2|0|19765|0|0|0|1|7500	2|0|20382|0|0|0|1|7500	2|0|21000|0|0|0|1|7500	2|0|21618|0|0|0|1|7500	2|0|22235|0|0|0|1|7500	2|0|22853|0|0|0|1|7500	2|0|23471|0|0|0|1|7500	2|0|24088|0|0|0|1|7500	2|0|24706|0|0|0|1|7500	2|0|25324|0|0|0|1|7500	2|0|25941|0|0|0|1|7500	2|0|26559|0|0|0|1|7500	2|0|27176|0|0|0|1|7500	2|0|27794|0|0|0|1|7500	2|0|28412|0|0|0|1|7500	2|0|29029|0|0|0|1|7500	2|0|29647|0|0|0|1|7500	2|0|30265|0|0|0|1|7500	2|0|30882|0|0|0|1|7500	2|0|31500|0|0|0|1|7500
110507	AddBuff	110507																																		
110507000	ChangeTimeScale	00.6|2|0|1																																		
110508	AddBuff	110508																																		
110508000	ChangeTimeScale	0|1|0|0																																		
110509	AddBuff	110509																																		
110509000	SetCameraPositionOffset	0|00.3|-2.5|00.2|1.2|1																																		
