Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]
99810096	AddBuff	99810096																													
99810097	AddMissile	998199|1																													
99810098	AddBuff	99810098																													
99810099	HideJoint	Root																													
99810094	AddBuff	99810094																													
99810095	AddNpcState	21																													
99810092	AddBuff	99810092																													
99810093	AddNpcState	22																													
99820096	AddBuff	99820096																													
99820097	AddMissile	998299|1																													
99820098	AddBuff	99820098																													
99820099	HideJoint	Root																													
99820094	AddBuff	99820094																													
99820095	AddNpcState	21																													
99820092	AddBuff	99820092																													
99820093	AddNpcState	22																													
99830096	AddBuff	99830096																													
99830097	AddMissile	998399|1																													
99830098	AddBuff	99830098																													
99830099	HideJoint	Root																													
99830094	AddBuff	99830094																													
99830095	AddNpcState	21																													
99830092	AddBuff	99830092																													
99830093	AddNpcState	22																													
81520096	AddBuff	81520096																													
81520097	AddMissile	815299|1																													
81520098	AddBuff	81520098																													
81520099	HideJoint	Root																													
81520094	AddBuff	81520094																													
81520095	AddNpcState	21																													
81520092	AddBuff	81520092																													
81520093	AddNpcState	22																													
83400096	AddBuff	83400096																													
83400097	AddMissile	834099|1																													
83400098	AddBuff	83400098																													
83400099	HideJoint	Root																													
83400094	AddBuff	83400094																													
83400095	AddNpcState	21																													
83400092	AddBuff	83400092																													
83400093	AddNpcState	22																													
83410096	AddBuff	83410096																													
83410097	AddMissile	834199|1																													
83410098	AddBuff	83410098																													
83410099	HideJoint	Root																													
83410094	AddBuff	83410094																													
83410095	AddNpcState	21																													
83410092	AddBuff	83410092																													
83410093	AddNpcState	22																													
83420096	AddBuff	83420096																													
83420097	AddMissile	834299|1																													
83420098	AddBuff	83420098																													
83420099	HideJoint	Root																													
83420094	AddBuff	83420094																													
83420095	AddNpcState	21																													
83420092	AddBuff	83420092																													
83420093	AddNpcState	22																													
83430096	AddBuff	83430096																													
83430097	AddMissile	834399|1																													
83430098	AddBuff	83430098																													
83430099	HideJoint	Root																													
83430094	AddBuff	83430094																													
83430095	AddNpcState	21																													
83430092	AddBuff	83430092																													
83430093	AddNpcState	22																													
83440096	AddBuff	83440096																													
83440097	AddMissile	834499|1																													
83440098	AddBuff	83440098																													
83440099	HideJoint	Root																													
83440094	AddBuff	83440094																													
83440095	AddNpcState	21																													
83440092	AddBuff	83440092																													
83440093	AddNpcState	22																													
90660096	AddBuff	90660096																													
90660097	AddMissile	906699|1																													
90660098	AddBuff	90660098																													
90660099	HideJoint	Root																													
90660094	AddBuff	90660094																													
90660095	AddNpcState	21																													
90660092	AddBuff	90660092																													
90660093	AddNpcState	22																													
90690096	AddBuff	90690096																													
90690097	AddMissile	906999|1																													
90690098	AddBuff	90690098																													
90690099	HideJoint	Root																													
90690094	AddBuff	90690094																													
90690095	AddNpcState	21																													
90690092	AddBuff	90690092																													
90690093	AddNpcState	22																													
90740096	AddBuff	90740096																													
90740097	AddMissile	907499|1																													
90740098	AddBuff	90740098																													
90740099	HideJoint	Root																													
90740094	AddBuff	90740094																													
90740095	AddNpcState	21																													
90740092	AddBuff	90740092																													
90740093	AddNpcState	22																													
