Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]
113201012	ShakeCamera	4|00.3|-2|10|00.15|1																													
113202012	ShakeCamera	3|00.25|-1|10|00.15|0																													
113204012	ShakeCamera	4|00.25|-1|10|00.15|0																													
113204022	ShakeCamera	4|00.3|-1|10|00.15|1																													
113204032	ShakeCamera	4|00.4|-1|10|00.15|2																													
113204042	ShakeCamera	4|00.35|-1|10|00.15|3																													
113205012	ShakeCamera	4|00.4|-1|10|00.15|0																													
113205022	ShakeCamera	3|00.45|-1|12|00.35|1																													
113206012	ShakeCamera	4|00.3|-1|10|00.15|0																													
113206022	ShakeCamera	3|00.2|-2|10|00.15|1																													
113206032	ShakeCamera	4|00.4|-1|10|00.15|2																													
113207012	ShakeCamera	4|00.3|-1|10|00.15|0																													
113207022	ShakeCamera	3|00.2|-2|10|00.15|1																													
113207032	ShakeCamera	4|00.4|-1|10|00.15|2																													
113208012	ShakeCamera	4|00.3|-1|10|00.15|0																													
113208022	ShakeCamera	3|00.2|-2|10|00.15|1																													
113208032	ShakeCamera	4|00.4|-1|10|00.15|2																													
113212012	ShakeCamera	4|00.3|-2|10|00.15|1																													
113213012	ShakeCamera	4|00.3|-2|10|00.15|1																													
113214012	ShakeCamera	4|00.3|-2|10|00.15|1																													
113224012	ShakeCamera	4|00.3|-2|10|00.15|1																													
