Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]
110501022	ShakeCamera	4|00.4|-4|10|00.1|1																													
110503022	ShakeCamera	4|00.4|-4|10|00.1|2																													
110503032	ShakeCamera	4|00.4|-2|10|00.2|3																													
110505012	ShakeCamera	4|00.4|-1|10|00.15|2																													
110506012	ShakeCamera	4|00.4|-2|10|00.2|0																													
110510022	ShakeCamera	4|00.4|-4|10|00.1|1																													
110511022	ShakeCamera	4|00.4|-4|10|00.1|1																													
110512022	ShakeCamera	4|00.4|-4|10|00.1|1																													
110513042	ShakeCamera	4|00.4|-00.5|10|00.2|1																													
110513052	ShakeCamera	2|00.4|-2|10|00.2|2																													
110514042	ShakeCamera	4|00.4|-00.5|10|00.2|1																													
110514052	ShakeCamera	2|00.4|-2|10|00.2|2																													
110515042	ShakeCamera	4|00.4|-00.5|10|00.2|1																													
110515052	ShakeCamera	2|00.4|-2|10|00.2|2																													
110524042	ShakeCamera	4|00.4|-00.5|10|00.2|1																													
110524052	ShakeCamera	2|00.4|-2|10|00.2|2																													
110525022	ShakeCamera	4|00.4|-4|10|00.1|1																													
110532022	ShakeCamera	4|00.4|-4|10|00.1|1																													
110533042	ShakeCamera	4|00.4|-00.5|10|00.2|1																													
110533052	ShakeCamera	2|00.4|-2|10|00.2|2																													
110535042	ShakeCamera	4|00.4|-00.5|10|00.2|1																													
110535052	ShakeCamera	2|00.4|-2|10|00.2|2																													
