Info	Key	X	Y
12020801	PB1	3238	1421
12020801	S1	3479	1426
12020801	B101	3783	1431
12020801	B102	4180	1656
12020801	B103	4194	1147
12020801	JS	4621	1432
90090011	PB1	7731	1391
90090011	B101	7574	1390
90090011	S1	7654	1391
90090011	B102	6758	1394
12020702	PB1	4373	1428
12020702	S1	4119	1428
12020702	B101	3644	1769
12020702	B102	3663	1069
12020702	B103	3258	1498
12020702	B104	3262	1357
12020702	JS	2918	1425
99920006	PB1	4536	1488
99920006	B101	3910	1565
99920006	B102	3913	1406
99920006	B103	3734	1761
99920006	B104	3741	1214
99920006	S1	4325	1478
99920006	S2	4093	1478
99920006	JS	3136	1498
