Info	Key	X	Y
99980005	PB1	9986	12528
99980005	B101	9988	10132
99980005	S1	9976	11572
99980005	JT1	9366	11828
99980005	JT2	10594	11807
99980005	B201	9505	11748
99980005	B202	10472	11743
99980005	LengJingLeft	9377	11963
99980005	LengJingRight	10594	11970
99980005	Sneak400101	0	0
78787879	PB1	10045	1752
78787879	PB2	10096	1175
78787879	S1	10113	827
10100101	B101	10000	9715
10100101	PB1	9986	12042
10100101	S1	9976	11572
10100101	ZG01	9734	11835
10100101	ZG02	10243	11830
10100101	LengJing01	9397	12264
10100101	LengJing02	10599	12277
10100101	ZG03	9409	11738
10100101	ZG04	10545	11724
10100101	MS01	9995	12401
12100201	PB1	9985	4005
12100201	S1	9985	4598
12100201	B101	9985	5788
12100201	B102	9589	5810
12100201	B103	10384	5810
12100201	B104	9985	6163
12100201	JS	9980	6911
12100202	PB1	9980	8357
12100202	S1	9980	8673
12100202	B101	9980	9254
12100202	B102	9780	9249
12100202	B103	10180	9249
12100202	S2	9980	8951
12100202	B201	9980	10431
12100202	B202	9750	10444
12100202	B203	10220	10444
12100202	JS	9980	11046
