Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	CollisionPriority	UseShadowMesh	ShadowQuadScale	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
9981	4		1	1	华韬	1				Mo1XiulijigongMd000001		1		1	1				1	1			1	1	0	0	1.5	0		0.3	10									0.05						3	1		99810098	99810096	99810094	99810092		9981	900007	900008	100027	900011	900051	700027	815226					998101	998102	998103	998104																																																																																																
9982	2		3	1	Boar Knight	1				Me1XunshoushiMd000001		1		1	1				1	1			0	0	0	0	1.5	0		0.3	10									0.05						3		1	99820098	99820096	99820094	99820092		9982	900007	900008	100027	900011	900051							998201	998202	998203	998204																																																																																																
9983	4		3	1	Orphan - Test	1				Mb1OrphanMd030001		1		1	1				1	1			1	20	0	0	1.5	0		0.3	10									0.05						3		1	99830098	99830096	99830094	99830092		9983	900007	900008	100027	900011	900051							998301	998302	998303	998304																																																																																																
8152	4		2	1	喷涂机械	1				Mb1OrphanMd030002		1		1	1				1	1			1	20	0	0	1.5	0		0.3	10									0.05						3		1	81520098	81520096	81520094	81520092		9984	900007	900008	100027	900011	900051							815201	815202	815203	815204	815205	815206	815207	815208	815209	815210	815211	815212	815213	815214	815215																																																																																					
8340	8340	8340	3	1	Rail Deformer	1				Mb1TrackalienMd010001		1		1	1				1	1			1	20	0	0	1.5	0		0.3	10									999						3		1	83400098	83400096	83400094	83400092		8340	900007	900008	100027	900051	834077	834071	834201	730001	800047			834001	834002	834003	834004	834005	834006	834007	834008	834009	834010	834011	834012	834013	834014	834015	834016	834017	834018	834019	834020	834021	834022	834023	834024	834025	834026	834027	834028	834029	834030	834031	834032	834033																																																																			
8341	8340		3	1	轨道异合体（身体）	1				Mb1TrackalienMd010002		1		1	1				1	1			1	10	0	0	1.5	0		0.3	10									0						3		1	83410098	83410096	83410094	83410092		8341	900007	900008	100027	900011	900051							834101	834102	834103	834104	834105																																																																																															
8342	8340		3	1	轨道异合体（左肢体）	1				Mb1TrackalienMd010003		1		1	1				1	1			1	10	0	0	1.5	0		0.3	10									7						3		1	83420098	83420096	83420094	83420092		8342	900007	900008	100027	900011	900051	834111	834117					834201	834202	834203	834204	834205																																																																																															
8343	8340		3	1	轨道异合体（中肢体）	1				Mb1TrackalienMd010004		1		1	1				1	1			1	10	0	0	1.5	0		0.3	10									7						3		1	83430098	83430096	83430094	83430092		8343	900007	900008	100027	900011	900051	834112	834118					834301	834302	834303	834304	834305																																																																																															
8344	8340		3	1	轨道异合体（右肢体）	1				Mb1TrackalienMd010005		1		1	1				1	1			1	10	0	0	1.5	0		0.3	10									7						3		1	83440098	83440096	83440094	83440092		8345	900007	900008	100027	900011	900051	834113	834119					834401	834402	834403	834404	834405																																																																																															
9066	9066	9066	3	1	Hanged Man III	1				Mo1DiaorensanxingMd000001		1		1	1				1	1			0	5	0.8	2	1.5	0		0.3	10									2.8	0					3		1	90660098	90660096	90660094	90660092		9066	900008	100027	900011	900051	906629	900407						906601	906602	906603	906604	906605	906606	906607	906608	906609	906610	906611	906612	906613	906614	906615	906616	906617	906618	906619	906620	906621	906622	906623	906624	906625	906626	906627	906628	906629	906630	906631	906632	906633	906634	906635	906636	906637	906638																																																														
9069	9069	9300	3	1	Phecda	1				Mo1LucunMd000001		1		1.4	1	1.4			1.4	1			0	5	0.8	2	1.5	0		0.3	10									2.9	0					3		1.4	90690098	90690096	90690094	90690092		9069	900007	900008	100027	900011	900051	906944	906945					906901	906902	906903	906904	906905	906906	906907	906908	906909	906910	906911	906912	906913	906914	906915	906916	906917	906918	906919	906920	906921	906922																																																																														
9074	9069	9300	3	1	A'Mao	1				Me1XiguajunMd000002		1		1	1				1	1			0	5	0.8	2	1.5	0		0.3	10									2.9	0					3		1	90740098	90740096	90740094	90740092		9074	900008	100027	900011	900051								907401	907402	907403	907404	907405	907406	907407	907408	907409	907410	907411	907412	907413	907414	907415	907416	907417	907418	907419	907420	907421	907422	907423	907424	907425	907426	907427	907428	907429	907430																																																																						
