Info	Key	X	Y
99920008	PB1	4160	3582
99920008	B101	3487	3562
99920008	B102	3497	3448
99920008	B103	3493	3671
99920008	S1	4060	3582
99920008	S2	3750	3573
99920008	JS	2881	3573
99920009	PB1	1204	1946
99920009	B101	674	2076
99920009	B102	672	1819
99920009	B103	739	2015
99920009	B104	739	1914
99920009	B201	572	2043
99920009	B202	568	1858
99920009	B203	508	2080
99920009	B204	512	1826
99920009	S2	961	1951
99920009	S1	1088	1946
99920009	JS	302	1946
10070101	PB1	3115	2768
10070101	B101	3090	2069
10070101	B102	3120	1593
10070101	B103	2713	1216
10070101	B104	3355	1232
10070101	S1	3110	2684
10070101	B105	2781	1459
10070101	B106	3435	1475
10070101	B107	3471	1168
10070101	B108	2968	1278
10070101	B201	2906	2761
10070101	B202	3321	2781
10070101	B203	3442	2676
10070101	B204	2941	2560
10070101	B205	3140	2516
10070101	B206	3354	2519
10070101	S2	3145	2071
10070101	CCJT1	3510	2775
10070101	CCJT2	2645	2775
14010133	PB1	3870	1910
14010133	S1	4200	1910
14010133	B101	4600	1910
14010133	JS	4800	1910
10080404	PB1	3837	1937
10080404	PB2	0	0
10080404	PB3	0	0
10080404	PB4	0	0
10080404	PB5	0	0
10080404	S1	4097	1942
10080404	B101	4800	1931
10080404	B102	4534	2437
10080404	B103	4553	1417
10080404	S2	0	0
10080404	B201	0	0
10080404	B202	0	0
10080404	B203	0	0
10080404	S3	0	0
10080404	B301	0	0
10080404	B302	0	0
10080404	B303	0	0
10080404	S4	0	0
10080404	B401	0	0
10080404	B402	0	0
10080404	B403	0	0
10080404	S5	0	0
10080404	B501	0	0
10080404	B502	0	0
10080404	B503	0	0
10080404	CCJT1	4082	2447
10080404	CCJT2	4082	1391
12080301	PB1	3906	1921
12080301	S1	4261	1921
12080301	B101	4794	1921
12080301	JS	3759	1921
12080401	PB1	3879	1930
12080401	S1	4013	1928
12080401	B101	4618	1928
12080401	B102	4618	1928
12080401	JS	4960	1926
14020532	PB1	1252	1892
14020532	S1	966	1885
14020532	B101	501	1881
14020532	JS	336	1881
14020532	B201	501	1881
14020532	S2	963	1888
14020533	PB1	1256	1891
14020533	S1	1029	1892
14020533	B101	482	1886
14020533	B102	540	2085
14020533	B103	547	1687
14020533	JS	318	1902
90080404	PB1	3082	2690
90080404	S1	3090	1943
90080404	S2	4451	1911
90080404	B101	3083	1443
90080404	B102	4843	1915
90080404	B103	347	2200
90080404	B104	347	2000
90080404	B105	347	1800
90080404	B106	347	1600
90080404	B107	347	1400
90080404	C12	4069	1903
90080404	C13	967	2442
90080404	C21	3361	2685
90080404	C23	700	2432
90080404	C31	2808	2668
90080404	C32	4058	2085
13011501	PB1	500	1890
13011501	S1	648	1893
13011501	B101	1190	1890
13011501	B102	1194	2070
13011501	B103	1192	1701
14020531	PB1	3781	1917
14020531	S1	4012	1913
14020531	S2	4539	1905
14020531	B101	4331	1909
14020531	B102	4424	2177
14020531	B103	4428	1629
14020531	B201	4755	1913
14020531	B202	4759	2201
14020531	B203	4755	1640
14020531	JS	4947	1901
30020401	PB1	500	1890
30020401	S1	648	1893
30020401	B101	1190	1890
30020401	B102	1194	2070
30020401	B103	1192	1701
30020401	B104	1039	2160
30020401	B105	1039	1616
30020401	B106	879	2224
30020401	B107	880	1552
99920007	PB1	3937	1919
99920007	B101	4735	1923
99920007	S1	4193	1923
99920007	S2	4609	1921
14010131	PB1	1240	1933
14010131	S1	1140	1933
14010131	B101	830	1800
14010131	B102	830	2077
14010131	JS	400	1933
14020534	PB1	3937	1916
14020534	S1	4136	1913
14020534	B101	4336	2108
14020534	B102	4339	1713
14020534	B103	4588	1979
14020534	B104	4592	1825
14020534	JS	4872	1895
12080402	PB1	1125	1876
12080402	S1	996	1874
12080402	B101	619	2173
12080402	B102	620	1600
12080402	JS	326	1884
30020402	PB1	500	1892
30020402	JX1	1305	1881
30020402	S1	558	1891
30020402	JX2	4720	2585
30020402	JX3	4720	1261
30020402	B101	1086	1890
30020402	B102	1084	2141
30020402	B103	1086	1636
30020402	S2	4700	1929
30020402	B201	3791	1933
30020402	B202	4730	2726
30020402	B203	4730	1122
14020831	PB1	4865	1891
14020831	S1	4686	1894
14020831	B101	4387	2389
14020831	B102	4194	2062
14020831	B103	4180	1794
14020831	B104	4379	1461
14020831	JS	3809	1914
14020833	PB1	3819	1937
14020833	S1	4071	1940
14020833	B101	4484	2037
14020833	B102	4479	1823
14020833	JS	4900	1945
14020834	PB1	1228	1914
14020834	S1	1015	1917
14020834	B101	554	1917
14020834	JS	331	1917
