Id	PoolId	CoreId	CoreLevel	Weight
1	1	1001	1	100
2	1	1002	1	100
3	1	1003	1	100
4	1	1004	1	100
5	1	1005	1	100
6	1	1006	1	100
7	2	2001	1	100
8	2	2002	1	100
9	2	2003	1	100
10	2	2004	1	100
11	2	2005	1	100
12	2	2006	1	100
13	2	2007	1	100
14	2	2008	1	100
15	2	2009	1	100
16	2	2010	1	100
17	2	2011	1	100
18	2	2012	1	100
19	2	2013	1	100
20	2	2014	1	100
21	2	2015	1	100
22	3	3001	1	100
23	3	3002	1	100
24	3	3003	1	100
25	3	3004	1	100
26	3	3005	1	100
27	3	3006	1	100
28	3	3007	1	100
29	3	3008	1	100
30	3	3009	1	100
31	3	3010	1	100
32	3	3011	1	100
33	3	3013	1	100
34	3	3014	1	100
35	3	3015	1	100
36	3	3016	1	100
37	3	3017	1	100
38	3	3018	1	100
39	4	3001	3	100
40	4	3002	3	100
41	4	3003	3	100
42	4	3004	3	100
43	4	3005	3	100
44	4	3006	3	100
45	4	3007	3	100
46	4	3008	3	100
47	4	3009	3	100
48	4	3010	3	100
49	4	3011	3	100
50	4	3013	3	100
51	4	3014	3	100
52	4	3015	3	100
53	4	3016	3	100
54	4	3017	3	100
55	4	3018	3	100
56	5	1001	1	100
57	5	1002	1	100
58	5	1003	1	100
59	5	1004	1	100
60	5	1005	1	100
61	5	1006	1	100
62	5	2001	1	100
63	5	2002	1	100
64	5	2003	1	100
65	5	2004	1	100
66	5	2005	1	100
67	5	2006	1	100
68	5	2007	1	100
69	5	2008	1	100
70	5	2009	1	100
71	5	2010	1	100
72	5	2011	1	100
73	5	2012	1	100
74	5	2013	1	100
75	5	2014	1	100
76	5	2015	1	100
77	6	2001	1	100
78	6	2002	1	100
79	6	2003	1	100
80	6	2004	1	100
81	6	2005	1	100
82	6	2006	1	100
83	6	2007	1	100
84	6	2008	1	100
85	6	2009	1	100
86	6	2010	1	100
87	6	2011	1	100
88	6	2012	1	100
89	6	2013	1	100
90	6	2014	1	100
91	6	2015	1	100
92	6	3001	1	100
93	6	3002	1	100
94	6	3003	1	100
95	6	3004	1	100
96	6	3005	1	100
97	6	3006	1	100
98	6	3007	1	100
99	6	3008	1	100
100	6	3009	1	100
101	6	3010	1	100
102	6	3011	1	100
103	6	3013	1	100
104	6	3014	1	100
105	6	3015	1	100
106	6	3016	1	100
107	6	3017	1	100
108	6	3018	1	100
109	6	3001	1	100
110	6	3002	1	100
111	6	3003	1	100
112	6	3004	1	100
113	6	3005	1	100
114	6	3006	1	100
115	6	3007	1	100
116	6	3008	1	100
117	6	3009	1	100
118	6	3010	1	100
119	6	3011	1	100
120	6	3013	1	100
121	6	3014	1	100
122	6	3015	1	100
123	6	3016	1	100
124	6	3017	1	100
125	6	3018	1	100
126	7	1001	1	100
127	7	1002	1	100
128	7	1003	1	100
129	7	1004	1	100
130	7	1005	1	100
131	7	1006	1	100
132	7	2001	1	100
133	7	2002	1	100
134	7	2003	1	100
135	7	2004	1	100
136	7	2005	1	100
137	7	2006	1	100
138	7	2007	1	100
139	7	2008	1	100
140	7	2009	1	100
141	7	2010	1	100
142	7	2011	1	100
143	7	2012	1	100
144	7	2013	1	100
145	7	2014	1	100
146	7	2015	1	100
147	7	3001	1	100
148	7	3002	1	100
149	7	3003	1	100
150	7	3004	1	100
151	7	3005	1	100
152	7	3006	1	100
153	7	3007	1	100
154	7	3008	1	100
155	7	3009	1	100
156	7	3010	1	100
157	7	3011	1	100
158	7	3013	1	100
159	7	3014	1	100
160	7	3015	1	100
161	7	3016	1	100
162	7	3017	1	100
163	7	3018	1	100
164	7	3001	1	100
165	7	3002	1	100
166	7	3003	1	100
167	7	3004	1	100
168	7	3005	1	100
169	7	3006	1	100
170	7	3007	1	100
171	7	3008	1	100
172	7	3009	1	100
173	7	3010	1	100
174	7	3011	1	100
175	7	3013	1	100
176	7	3014	1	100
177	7	3015	1	100
178	7	3016	1	100
179	7	3017	1	100
180	7	3018	1	100
181	8	2001	1	50
182	8	2002	1	50
183	8	2003	1	50
184	8	2004	1	50
185	8	2005	1	50
186	8	2006	1	50
187	8	2007	1	50
188	8	2008	1	50
189	8	2009	1	50
190	8	2010	1	50
191	8	2011	1	50
192	8	2012	1	50
193	8	2013	1	50
194	8	2014	1	50
195	8	2015	1	50
196	8	2001	1	50
197	8	2002	1	50
198	8	2003	1	50
199	8	2004	1	50
200	8	2005	1	50
201	8	2006	1	50
202	8	2007	1	50
203	8	2008	1	50
204	8	2009	1	50
205	8	2010	1	50
206	8	2011	1	50
207	8	2012	1	50
208	8	2013	1	50
209	8	2014	1	50
210	8	2015	1	50
211	8	3001	1	100
212	8	3002	1	100
213	8	3003	1	100
214	8	3004	1	100
215	8	3005	1	100
216	8	3006	1	100
217	8	3007	1	100
218	8	3008	1	100
219	8	3009	1	100
220	8	3010	1	100
221	8	3011	1	100
222	8	3013	1	100
223	8	3014	1	100
224	8	3015	1	100
225	8	3016	1	100
226	8	3017	1	100
227	8	3018	1	100
228	8	3001	1	100
229	8	3002	1	100
230	8	3003	1	100
231	8	3004	1	100
232	8	3005	1	100
233	8	3006	1	100
234	8	3007	1	100
235	8	3008	1	100
236	8	3009	1	100
237	8	3010	1	100
238	8	3011	1	100
239	8	3013	1	100
240	8	3014	1	100
241	8	3015	1	100
242	8	3016	1	100
243	8	3017	1	100
244	8	3018	1	100
245	9	2001	1	50
246	9	2002	1	50
247	9	2003	1	50
248	9	2004	1	50
249	9	2005	1	50
250	9	2006	1	50
251	9	2007	1	50
252	9	2008	1	50
253	9	2009	1	50
254	9	2010	1	50
255	9	2011	1	50
256	9	2012	1	50
257	9	2013	1	50
258	9	2014	1	50
259	9	2015	1	50
260	9	2001	1	50
261	9	2002	1	50
262	9	2003	1	50
263	9	2004	1	50
264	9	2005	1	50
265	9	2006	1	50
266	9	2007	1	50
267	9	2008	1	50
268	9	2009	1	50
269	9	2010	1	50
270	9	2011	1	50
271	9	2012	1	50
272	9	2013	1	50
273	9	2014	1	50
274	9	2015	1	50
275	9	3001	1	250
276	9	3002	1	250
277	9	3003	1	250
278	9	3004	1	250
279	9	3005	1	250
280	9	3006	1	250
281	9	3007	1	250
282	9	3008	1	250
283	9	3009	1	250
284	9	3010	1	250
285	9	3011	1	250
286	9	3013	1	250
287	9	3014	1	250
288	9	3015	1	250
289	9	3016	1	250
290	9	3017	1	250
291	9	3018	1	250
292	9	3001	1	250
293	9	3002	1	250
294	9	3003	1	250
295	9	3004	1	250
296	9	3005	1	250
297	9	3006	1	250
298	9	3007	1	250
299	9	3008	1	250
300	9	3009	1	250
301	9	3010	1	250
302	9	3011	1	250
303	9	3013	1	250
304	9	3014	1	250
305	9	3015	1	250
306	9	3016	1	250
307	9	3017	1	250
308	9	3018	1	250
