Info	Key	X	Y
99919917	PB1	5459	6713
99919917	S1	5454	7139
99919917	B101	5184	7309
99919917	B102	5700	7309
99919917	B103	5449	7470
11130108	PB1	5439	6216
11130108	S101	5445	6917
11130108	CJ1	5449	9120
11130108	CJ2	5469	7069
11130108	CJ3	5449	9459
11130108	B101	4808	8286
11130108	B102	4589	8248
11130108	B103	5949	8205
11130108	B104	6167	8075
11130108	B105	6042	8124
11130108	S1	5470	7155
11130108	B201	4914	7928
11130108	B202	4648	7861
11130108	B203	5795	7921
11130108	B204	6036	7786
11130108	B205	5911	7848
11130108	S2	5360	6666
11130108	B301	6280	7578
11130108	B302	5689	7990
11130108	B303	6144	7502
11130108	S3	5455	8917
11130108	B401	5473	9376
11130108	S4	5228	9625
11130108	B304	6286	7414
11130108	B305	6147	7323
11130108	CJ4	5434	7394
11130108	B501	4699	8267
11130108	B402	5456	9853
11130108	SB101	5459	9989
11130108	B502	5456	9224
11130108	B403	5454	8961
11130108	PR1	2834	10626
11130108	PR2	3102	10745
11130108	PR3	3109	10560
11130108	PR4	2908	10374
11130108	PR5	2693	10493
11130108	PR6	2960	10530
11130108	B206	4778	7889
30130504	B101	5300	8800
30130504	B102	5400	8900
30130504	B103	5500	9000
30130504	B104	5600	9100
30130504	B105	5400	9250
30130504	B106	5600	9350
30130504	B201	2834	10626
30130504	B202	3102	10745
30130504	B203	3109	10560
30130504	B204	2908	10374
30130504	B205	2693	10493
30130504	B206	2960	10530
30130504	BC101	4808	8286
30130504	BC102	4589	8248
30130504	BC103	5949	8205
30130504	BC104	6167	8075
30130504	BC105	6042	8124
30130504	BC201	4914	7928
30130504	BC202	4648	7861
30130504	BC203	5795	7921
30130504	BC204	6036	7786
30130504	BC205	5911	7848
30130504	BC206	4778	7889
30130504	BC301	6280	7578
30130504	BC302	5689	7990
30130504	BC303	6144	7502
30130504	BC304	6286	7414
30130504	BC305	6147	7323
30130504	BC401	5473	9376
30130504	BC402	5456	9853
30130504	BC403	5454	8961
30130504	BC501	4699	8267
30130504	BC502	5456	9224
30130504	BC910	5455	8750
30130504	BC920	5434	8250
30130504	CJ1	5449	9120
30130504	CJ2	5469	7069
30130504	CJ3	5449	9459
30130504	CJ4	5434	7394
30130504	PB1	5439	6216
30130504	S1	5470	7155
30130504	S101	5445	6917
30130504	S2	5360	6666
30130504	S3	5455	8917
30130504	S4	5228	9625
30130504	SB101	5459	9989
96990902	PB1	5450	6713
96990902	S1	5450	7139
96990902	B101	5450	7309
96990902	B102	5450	7470
96990902	B103	5450	7620
96990902	B104	5450	7770
96990902	B201	5250	7900
96990902	B202	5150	7800
96990902	B203	5050	7700
96990902	B204	4950	7600
96990902	B205	4850	7800
96990902	B206	5050	7950
96990902	S2	5450	7139
