Info	Key	X	Y
30020309	PB1	932	649
30020309	JX1	1405	3331
30020309	JX2	3430	2062
30020309	JX3	376	1983
30020309	JX4	2572	539
30020309	JX5	2251	2386
30020309	S1	1919	1926
30020309	B101	1666	3396
30020309	B102	1211	3111
30020309	B201	3374	2279
30020309	B202	3428	1823
30020309	B301	396	1742
30020309	B302	487	2214
30020309	B401	2384	410
30020309	B402	2760	667
99920091	PB1	802	996
99920091	S1	1954	1850
99920091	B101	2417	2271
30130705	PB1	2586	2928
30130705	S1	2342	2557
30130705	B101	1534	1476
30130705	B102	1337	1633
30130705	B103	1731	1315
30130705	B104	1585	1734
30130705	B105	1807	1557
30130705	JX9	2494	3163
