Id	CharacterId	State	BehaviorId	CanClick	StateMachine
1	1021001	IDLE	D102100101	1	IDLE
2	1021001	SLEEP	D102100107	0	INTERACT
3	1021001	TIRED	D102100108	1	MOOD
4	1021001	ANNOY	D102100110	1	MOOD
5	1021001	BORING	D102100111	1	MOOD
6	1021001	LAZY	D102100109	1	MOOD
7	1021001	LOVE	D102100112	0	MOOD
8	1021001	REWAWRD	D102100113	1	IDLE
9	1021001	GRAB_UP	D102100102	0	CONTROL
10	1021001	FONDLE	D102100114	0	CONTROL
11	1021001	SELECTED	D102100103	1	CONTROL
12	1021001	RELATIOM	D102100105	1	INTERACT
13	1021001	SIT	D102100106	0	INTERACT
14	1021001	ATTRACT	D102100105	1	INTERACT
15	1021001	CABINET	D102100119	0	INTERACT
16	1021001	CHAIR	D102100120	0	INTERACT
17	1021001	BENCH	D102100121	0	INTERACT
18	1021001	GOSOFA	D102100115	1	INTERACT
19	1021001	GOCHAIR	D102100116	1	INTERACT
20	1021001	GOBENCH	D102100117	1	INTERACT
21	1021001	GOCABINET	D102100118	1	INTERACT
22	1021001	WANTTOUCH	D102100122	1	MOOD
23	1021001	HATE	D102100123	0	MOOD
24	1021001	WAIT	D102100124	1	CONTROL
25	1031001	IDLE	D103100101	1	IDLE
26	1031001	SLEEP	D103100107	0	INTERACT
27	1031001	TIRED	D103100108	1	MOOD
28	1031001	ANNOY	D103100110	1	MOOD
29	1031001	BORING	D103100111	1	MOOD
30	1031001	LAZY	D103100109	1	MOOD
31	1031001	LOVE	D103100112	1	MOOD
32	1031001	REWAWRD	D103100113	1	IDLE
33	1031001	GRAB_UP	D103100102	0	CONTROL
34	1031001	FONDLE	D103100114	0	CONTROL
35	1031001	SELECTED	D103100103	1	CONTROL
36	1031001	RELATIOM	D103100105	1	INTERACT
37	1031001	SIT	D103100106	0	INTERACT
38	1031001	ATTRACT	D103100105	1	INTERACT
39	1031001	CABINET	D103100119	0	INTERACT
40	1031001	CHAIR	D103100120	0	INTERACT
41	1031001	BENCH	D103100121	0	INTERACT
42	1031001	GOSOFA	D103100115	1	INTERACT
43	1031001	GOCHAIR	D103100116	1	INTERACT
44	1031001	GOBENCH	D103100117	1	INTERACT
45	1031001	GOCABINET	D103100118	1	INTERACT
46	1031001	WANTTOUCH	D103100122	1	MOOD
47	1031001	HATE	D103100123	0	MOOD
48	1031001	WAIT	D103100124	1	CONTROL
49	1011002	IDLE	D101100201	1	IDLE
50	1011002	SLEEP	D101100207	0	INTERACT
51	1011002	TIRED	D101100208	1	MOOD
52	1011002	ANNOY	D101100210	1	MOOD
53	1011002	BORING	D101100211	1	MOOD
54	1011002	LAZY	D101100209	1	MOOD
55	1011002	LOVE	D101100212	1	MOOD
56	1011002	REWAWRD	D101100213	1	IDLE
57	1011002	GRAB_UP	D101100202	0	CONTROL
58	1011002	FONDLE	D101100214	0	CONTROL
59	1011002	SELECTED	D101100203	1	CONTROL
60	1011002	RELATIOM	D101100205	1	INTERACT
61	1011002	SIT	D101100206	0	INTERACT
62	1011002	ATTRACT	D101100205	1	INTERACT
63	1011002	CABINET	D101100219	0	INTERACT
64	1011002	CHAIR	D101100220	0	INTERACT
65	1011002	BENCH	D101100221	0	INTERACT
66	1011002	GOSOFA	D101100215	1	INTERACT
67	1011002	GOCHAIR	D101100216	1	INTERACT
68	1011002	GOBENCH	D101100217	1	INTERACT
69	1011002	GOCABINET	D101100218	1	INTERACT
70	1011002	WANTTOUCH	D101100222	1	MOOD
71	1011002	HATE	D101100223	0	MOOD
72	1011002	WAIT	D101100224	1	CONTROL
73	1041002	IDLE	D104100201	1	IDLE
74	1041002	SLEEP	D104100207	0	INTERACT
75	1041002	TIRED	D104100208	1	MOOD
76	1041002	ANNOY	D104100210	1	MOOD
77	1041002	BORING	D104100211	1	MOOD
78	1041002	LAZY	D104100209	1	MOOD
79	1041002	LOVE	D104100212	1	MOOD
80	1041002	REWAWRD	D104100213	1	IDLE
81	1041002	GRAB_UP	D104100202	0	CONTROL
82	1041002	FONDLE	D104100214	0	CONTROL
83	1041002	SELECTED	D104100203	1	CONTROL
84	1041002	RELATIOM	D104100205	1	INTERACT
85	1041002	SIT	D104100206	0	INTERACT
86	1041002	ATTRACT	D104100205	1	INTERACT
87	1041002	CABINET	D104100219	0	INTERACT
88	1041002	CHAIR	D104100220	0	INTERACT
89	1041002	BENCH	D104100221	0	INTERACT
90	1041002	GOSOFA	D104100215	1	INTERACT
91	1041002	GOCHAIR	D104100216	1	INTERACT
92	1041002	GOBENCH	D104100217	1	INTERACT
93	1041002	GOCABINET	D104100218	1	INTERACT
94	1041002	WANTTOUCH	D104100222	1	MOOD
95	1041002	HATE	D104100223	0	MOOD
96	1041002	WAIT	D104100224	1	CONTROL
97	1051001	IDLE	D105100101	1	IDLE
98	1051001	SLEEP	D105100107	0	INTERACT
99	1051001	TIRED	D105100108	1	MOOD
100	1051001	ANNOY	D105100110	1	MOOD
101	1051001	BORING	D105100111	1	MOOD
102	1051001	LAZY	D105100109	1	MOOD
103	1051001	LOVE	D105100112	1	MOOD
104	1051001	REWAWRD	D105100113	1	IDLE
105	1051001	GRAB_UP	D105100102	0	CONTROL
106	1051001	FONDLE	D105100114	0	CONTROL
107	1051001	SELECTED	D105100103	1	CONTROL
108	1051001	RELATIOM	D105100105	1	INTERACT
109	1051001	SIT	D105100106	0	INTERACT
110	1051001	ATTRACT	D105100105	1	INTERACT
111	1051001	CABINET	D105100119	0	INTERACT
112	1051001	CHAIR	D105100120	0	INTERACT
113	1051001	BENCH	D105100121	0	INTERACT
114	1051001	GOSOFA	D105100115	1	INTERACT
115	1051001	GOCHAIR	D105100116	1	INTERACT
116	1051001	GOBENCH	D105100117	1	INTERACT
117	1051001	GOCABINET	D105100118	1	INTERACT
118	1051001	WANTTOUCH	D105100122	1	MOOD
119	1051001	HATE	D105100123	0	MOOD
120	1051001	WAIT	D105100124	1	CONTROL
121	1061002	IDLE	D106100201	1	IDLE
122	1061002	SLEEP	D106100207	0	INTERACT
123	1061002	TIRED	D106100208	1	MOOD
124	1061002	ANNOY	D106100210	1	MOOD
125	1061002	BORING	D106100211	1	MOOD
126	1061002	LAZY	D106100209	1	MOOD
127	1061002	LOVE	D106100212	1	MOOD
128	1061002	REWAWRD	D106100213	1	IDLE
129	1061002	GRAB_UP	D106100202	0	CONTROL
130	1061002	FONDLE	D106100214	0	CONTROL
131	1061002	SELECTED	D106100203	1	CONTROL
132	1061002	RELATIOM	D106100205	1	INTERACT
133	1061002	SIT	D106100206	0	INTERACT
134	1061002	ATTRACT	D106100205	1	INTERACT
135	1061002	CABINET	D106100219	0	INTERACT
136	1061002	CHAIR	D106100220	0	INTERACT
137	1061002	BENCH	D106100221	0	INTERACT
138	1061002	GOSOFA	D106100215	1	INTERACT
139	1061002	GOCHAIR	D106100216	1	INTERACT
140	1061002	GOBENCH	D106100217	1	INTERACT
141	1061002	GOCABINET	D106100218	1	INTERACT
142	1061002	WANTTOUCH	D106100222	1	MOOD
143	1061002	HATE	D106100223	0	MOOD
144	1061002	WAIT	D106100224	1	CONTROL
145	1071002	IDLE	D107100201	1	IDLE
146	1071002	SLEEP	D107100207	0	INTERACT
147	1071002	TIRED	D107100208	1	MOOD
148	1071002	ANNOY	D107100210	1	MOOD
149	1071002	BORING	D107100211	1	MOOD
150	1071002	LAZY	D107100209	1	MOOD
151	1071002	LOVE	D107100212	1	MOOD
152	1071002	REWAWRD	D107100213	1	IDLE
153	1071002	GRAB_UP	D107100202	0	CONTROL
154	1071002	FONDLE	D107100214	0	CONTROL
155	1071002	SELECTED	D107100203	1	CONTROL
156	1071002	RELATIOM	D107100205	1	INTERACT
157	1071002	SIT	D107100206	0	INTERACT
158	1071002	ATTRACT	D107100205	1	INTERACT
159	1071002	CABINET	D107100219	0	INTERACT
160	1071002	CHAIR	D107100220	0	INTERACT
161	1071002	BENCH	D107100221	0	INTERACT
162	1071002	GOSOFA	D107100215	1	INTERACT
163	1071002	GOCHAIR	D107100216	1	INTERACT
164	1071002	GOBENCH	D107100217	1	INTERACT
165	1071002	GOCABINET	D107100218	1	INTERACT
166	1071002	WANTTOUCH	D107100222	1	MOOD
167	1071002	HATE	D107100223	0	MOOD
168	1071002	WAIT	D107100224	1	CONTROL
169	1081002	IDLE	D108100201	1	IDLE
170	1081002	SLEEP	D108100207	0	INTERACT
171	1081002	TIRED	D108100208	1	MOOD
172	1081002	ANNOY	D108100210	1	MOOD
173	1081002	BORING	D108100211	1	MOOD
174	1081002	LAZY	D108100209	1	MOOD
175	1081002	LOVE	D108100212	1	MOOD
176	1081002	REWAWRD	D108100213	1	IDLE
177	1081002	GRAB_UP	D108100202	0	CONTROL
178	1081002	FONDLE	D108100214	0	CONTROL
179	1081002	SELECTED	D108100203	1	CONTROL
180	1081002	RELATIOM	D108100205	1	INTERACT
181	1081002	SIT	D108100206	0	INTERACT
182	1081002	ATTRACT	D108100205	1	INTERACT
183	1081002	CABINET	D108100219	0	INTERACT
184	1081002	CHAIR	D108100220	0	INTERACT
185	1081002	BENCH	D108100221	0	INTERACT
186	1081002	GOSOFA	D108100215	1	INTERACT
187	1081002	GOCHAIR	D108100216	1	INTERACT
188	1081002	GOBENCH	D108100217	1	INTERACT
189	1081002	GOCABINET	D108100218	1	INTERACT
190	1081002	WANTTOUCH	D108100222	1	MOOD
191	1081002	HATE	D108100223	0	MOOD
192	1081002	WAIT	D108100224	1	CONTROL
193	1021002	IDLE	D102100201	1	IDLE
194	1021002	SLEEP	D102100207	0	INTERACT
195	1021002	TIRED	D102100208	1	MOOD
196	1021002	ANNOY	D102100210	1	MOOD
197	1021002	BORING	D102100211	1	MOOD
198	1021002	LAZY	D102100209	1	MOOD
199	1021002	LOVE	D102100212	1	MOOD
200	1021002	REWAWRD	D102100213	1	IDLE
201	1021002	GRAB_UP	D102100202	0	CONTROL
202	1021002	FONDLE	D102100214	0	CONTROL
203	1021002	SELECTED	D102100203	1	CONTROL
204	1021002	RELATIOM	D102100205	1	INTERACT
205	1021002	SIT	D102100206	0	INTERACT
206	1021002	ATTRACT	D102100205	1	INTERACT
207	1021002	CABINET	D102100219	0	INTERACT
208	1021002	CHAIR	D102100220	0	INTERACT
209	1021002	BENCH	D102100221	0	INTERACT
210	1021002	GOSOFA	D102100215	1	INTERACT
211	1021002	GOCHAIR	D102100216	1	INTERACT
212	1021002	GOBENCH	D102100217	1	INTERACT
213	1021002	GOCABINET	D102100218	1	INTERACT
214	1021002	WANTTOUCH	D102100222	1	MOOD
215	1021002	HATE	D102100223	0	MOOD
216	1021002	WAIT	D102100224	1	CONTROL
217	1031002	IDLE	D103100201	1	IDLE
218	1031002	SLEEP	D103100207	0	INTERACT
219	1031002	TIRED	D103100208	1	MOOD
220	1031002	ANNOY	D103100210	1	MOOD
221	1031002	BORING	D103100211	1	MOOD
222	1031002	LAZY	D103100209	1	MOOD
223	1031002	LOVE	D103100212	1	MOOD
224	1031002	REWAWRD	D103100213	1	IDLE
225	1031002	GRAB_UP	D103100202	0	CONTROL
226	1031002	FONDLE	D103100214	0	CONTROL
227	1031002	SELECTED	D103100203	1	CONTROL
228	1031002	RELATIOM	D103100205	1	INTERACT
229	1031002	SIT	D103100206	0	INTERACT
230	1031002	ATTRACT	D103100205	1	INTERACT
231	1031002	CABINET	D103100219	0	INTERACT
232	1031002	CHAIR	D103100220	0	INTERACT
233	1031002	BENCH	D103100221	0	INTERACT
234	1031002	GOSOFA	D103100215	1	INTERACT
235	1031002	GOCHAIR	D103100216	1	INTERACT
236	1031002	GOBENCH	D103100217	1	INTERACT
237	1031002	GOCABINET	D103100218	1	INTERACT
238	1031002	WANTTOUCH	D103100222	1	MOOD
239	1031002	HATE	D103100223	0	MOOD
240	1031002	WAIT	D103100224	1	CONTROL
241	1061003	IDLE	D106100301	1	IDLE
242	1061003	SLEEP	D106100307	0	INTERACT
243	1061003	TIRED	D106100308	1	MOOD
244	1061003	ANNOY	D106100310	1	MOOD
245	1061003	BORING	D106100311	1	MOOD
246	1061003	LAZY	D106100309	1	MOOD
247	1061003	LOVE	D106100312	1	MOOD
248	1061003	REWAWRD	D106100313	1	IDLE
249	1061003	GRAB_UP	D106100302	0	CONTROL
250	1061003	FONDLE	D106100314	0	CONTROL
251	1061003	SELECTED	D106100303	1	CONTROL
252	1061003	RELATIOM	D106100305	1	INTERACT
253	1061003	SIT	D106100306	0	INTERACT
254	1061003	ATTRACT	D106100305	1	INTERACT
255	1061003	CABINET	D106100319	0	INTERACT
256	1061003	CHAIR	D106100320	0	INTERACT
257	1061003	BENCH	D106100321	0	INTERACT
258	1061003	GOSOFA	D106100315	1	INTERACT
259	1061003	GOCHAIR	D106100316	1	INTERACT
260	1061003	GOBENCH	D106100317	1	INTERACT
261	1061003	GOCABINET	D106100318	1	INTERACT
262	1061003	WANTTOUCH	D106100322	1	MOOD
263	1061003	HATE	D106100323	0	MOOD
264	1061003	WAIT	D106100324	1	CONTROL
265	1031003	IDLE	D103100301	1	IDLE
266	1031003	SLEEP	D103100307	0	INTERACT
267	1031003	TIRED	D103100308	1	MOOD
268	1031003	ANNOY	D103100310	1	MOOD
269	1031003	BORING	D103100311	1	MOOD
270	1031003	LAZY	D103100309	1	MOOD
271	1031003	LOVE	D103100312	1	MOOD
272	1031003	REWAWRD	D103100313	1	IDLE
273	1031003	GRAB_UP	D103100302	0	CONTROL
274	1031003	FONDLE	D103100314	0	CONTROL
275	1031003	SELECTED	D103100303	1	CONTROL
276	1031003	RELATIOM	D103100305	1	INTERACT
277	1031003	SIT	D103100306	0	INTERACT
278	1031003	ATTRACT	D103100305	1	INTERACT
279	1031003	CABINET	D103100319	0	INTERACT
280	1031003	CHAIR	D103100320	0	INTERACT
281	1031003	BENCH	D103100321	0	INTERACT
282	1031003	GOSOFA	D103100315	1	INTERACT
283	1031003	GOCHAIR	D103100316	1	INTERACT
284	1031003	GOBENCH	D103100317	1	INTERACT
285	1031003	GOCABINET	D103100318	1	INTERACT
286	1031003	WANTTOUCH	D103100322	1	MOOD
287	1031003	HATE	D103100323	0	MOOD
288	1031003	WAIT	D103100324	1	CONTROL
289	1011003	IDLE	D101100301	1	IDLE
290	1011003	SLEEP	D101100307	0	INTERACT
291	1011003	TIRED	D101100308	1	MOOD
292	1011003	ANNOY	D101100310	1	MOOD
293	1011003	BORING	D101100311	1	MOOD
294	1011003	LAZY	D101100309	1	MOOD
295	1011003	LOVE	D101100312	1	MOOD
296	1011003	REWAWRD	D101100313	1	IDLE
297	1011003	GRAB_UP	D101100302	0	CONTROL
298	1011003	FONDLE	D101100314	0	CONTROL
299	1011003	SELECTED	D101100303	1	CONTROL
300	1011003	RELATIOM	D101100305	1	INTERACT
301	1011003	SIT	D101100306	0	INTERACT
302	1011003	ATTRACT	D101100305	1	INTERACT
303	1011003	CABINET	D101100319	0	INTERACT
304	1011003	CHAIR	D101100320	0	INTERACT
305	1011003	BENCH	D101100321	0	INTERACT
306	1011003	GOSOFA	D101100315	1	INTERACT
307	1011003	GOCHAIR	D101100316	1	INTERACT
308	1011003	GOBENCH	D101100317	1	INTERACT
309	1011003	GOCABINET	D101100318	1	INTERACT
310	1011003	WANTTOUCH	D101100322	1	MOOD
311	1011003	HATE	D101100323	0	MOOD
312	1011003	WAIT	D101100324	1	CONTROL
313	1071003	IDLE	D107100301	1	IDLE
314	1071003	SLEEP	D107100307	0	INTERACT
315	1071003	TIRED	D107100308	1	MOOD
316	1071003	ANNOY	D107100310	1	MOOD
317	1071003	BORING	D107100311	1	MOOD
318	1071003	LAZY	D107100309	1	MOOD
319	1071003	LOVE	D107100312	1	MOOD
320	1071003	REWAWRD	D107100313	1	IDLE
321	1071003	GRAB_UP	D107100302	0	CONTROL
322	1071003	FONDLE	D107100314	0	CONTROL
323	1071003	SELECTED	D107100303	1	CONTROL
324	1071003	RELATIOM	D107100305	1	INTERACT
325	1071003	SIT	D107100306	0	INTERACT
326	1071003	ATTRACT	D107100305	1	INTERACT
327	1071003	CABINET	D107100319	0	INTERACT
328	1071003	CHAIR	D107100320	0	INTERACT
329	1071003	BENCH	D107100321	0	INTERACT
330	1071003	GOSOFA	D107100315	1	INTERACT
331	1071003	GOCHAIR	D107100316	1	INTERACT
332	1071003	GOBENCH	D107100317	1	INTERACT
333	1071003	GOCABINET	D107100318	1	INTERACT
334	1071003	WANTTOUCH	D107100322	1	MOOD
335	1071003	HATE	D107100323	0	MOOD
336	1071003	WAIT	D107100324	1	CONTROL
337	1051003	IDLE	D105100301	1	IDLE
338	1051003	SLEEP	D105100307	0	INTERACT
339	1051003	TIRED	D105100308	1	MOOD
340	1051003	ANNOY	D105100310	1	MOOD
341	1051003	BORING	D105100311	1	MOOD
342	1051003	LAZY	D105100309	1	MOOD
343	1051003	LOVE	D105100312	1	MOOD
344	1051003	REWAWRD	D105100313	1	IDLE
345	1051003	GRAB_UP	D105100302	0	CONTROL
346	1051003	FONDLE	D105100314	0	CONTROL
347	1051003	SELECTED	D105100303	1	CONTROL
348	1051003	RELATIOM	D105100305	1	INTERACT
349	1051003	SIT	D105100306	0	INTERACT
350	1051003	ATTRACT	D105100305	1	INTERACT
351	1051003	CABINET	D105100319	0	INTERACT
352	1051003	CHAIR	D105100320	0	INTERACT
353	1051003	BENCH	D105100321	0	INTERACT
354	1051003	GOSOFA	D105100315	1	INTERACT
355	1051003	GOCHAIR	D105100316	1	INTERACT
356	1051003	GOBENCH	D105100317	1	INTERACT
357	1051003	GOCABINET	D105100318	1	INTERACT
358	1051003	WANTTOUCH	D105100322	1	MOOD
359	1051003	HATE	D105100323	0	MOOD
360	1051003	WAIT	D105100324	1	CONTROL
361	1021003	IDLE	D102100301	1	IDLE
362	1021003	SLEEP	D102100307	0	INTERACT
363	1021003	TIRED	D102100308	1	MOOD
364	1021003	ANNOY	D102100310	1	MOOD
365	1021003	BORING	D102100311	1	MOOD
366	1021003	LAZY	D102100309	1	MOOD
367	1021003	LOVE	D102100312	1	MOOD
368	1021003	REWAWRD	D102100313	1	IDLE
369	1021003	GRAB_UP	D102100302	0	CONTROL
370	1021003	FONDLE	D102100314	0	CONTROL
371	1021003	SELECTED	D102100303	1	CONTROL
372	1021003	RELATIOM	D102100305	1	INTERACT
373	1021003	SIT	D102100306	0	INTERACT
374	1021003	ATTRACT	D102100305	1	INTERACT
375	1021003	CABINET	D102100319	0	INTERACT
376	1021003	CHAIR	D102100320	0	INTERACT
377	1021003	BENCH	D102100321	0	INTERACT
378	1021003	GOSOFA	D102100315	1	INTERACT
379	1021003	GOCHAIR	D102100316	1	INTERACT
380	1021003	GOBENCH	D102100317	1	INTERACT
381	1021003	GOCABINET	D102100318	1	INTERACT
382	1021003	WANTTOUCH	D102100322	1	MOOD
383	1021003	HATE	D102100323	0	MOOD
384	1021003	WAIT	D102100324	1	CONTROL
385	90370	IDLE	D9037001	1	IDLE
386	90370	SLEEP	D9037007	0	INTERACT
387	90370	TIRED	D9037008	1	MOOD
388	90370	ANNOY	D9037010	1	MOOD
389	90370	BORING	D9037011	1	MOOD
390	90370	LAZY	D9037009	1	MOOD
391	90370	LOVE	D9037012	1	MOOD
392	90370	REWAWRD	D9037013	1	IDLE
393	90370	GRAB_UP	D9037002	0	CONTROL
394	90370	FONDLE	D9037014	0	CONTROL
395	90370	SELECTED	D9037003	1	CONTROL
396	90370	RELATIOM	D9037005	1	INTERACT
397	90370	SIT	D9037006	0	INTERACT
398	90370	ATTRACT	D9037005	1	INTERACT
399	90370	CABINET	D9037019	0	INTERACT
400	90370	CHAIR	D9037020	0	INTERACT
401	90370	BENCH	D9037021	0	INTERACT
402	90370	GOSOFA	D9037015	1	INTERACT
403	90370	GOCHAIR	D9037016	1	INTERACT
404	90370	GOBENCH	D9037017	1	INTERACT
405	90370	GOCABINET	D9037018	1	INTERACT
406	90370	WANTTOUCH	D9037022	1	MOOD
407	90370	HATE	D9037023	0	MOOD
408	90370	WAIT	D9037024	1	CONTROL
409	90220	IDLE	D9022001	1	IDLE
410	90220	SLEEP	D9022007	0	INTERACT
411	90220	TIRED	D9022008	1	MOOD
412	90220	ANNOY	D9022010	1	MOOD
413	90220	BORING	D9022011	1	MOOD
414	90220	LAZY	D9022009	1	MOOD
415	90220	LOVE	D9022012	1	MOOD
416	90220	REWAWRD	D9022013	1	IDLE
417	90220	GRAB_UP	D9022002	0	CONTROL
418	90220	FONDLE	D9022014	0	CONTROL
419	90220	SELECTED	D9022003	1	CONTROL
420	90220	RELATIOM	D9022005	1	INTERACT
421	90220	SIT	D9022006	0	INTERACT
422	90220	ATTRACT	D9022005	1	INTERACT
423	90220	CABINET	D9022019	0	INTERACT
424	90220	CHAIR	D9022020	0	INTERACT
425	90220	BENCH	D9022021	0	INTERACT
426	90220	GOSOFA	D9022015	1	INTERACT
427	90220	GOCHAIR	D9022016	1	INTERACT
428	90220	GOBENCH	D9022017	1	INTERACT
429	90220	GOCABINET	D9022018	1	INTERACT
430	90220	WANTTOUCH	D9022022	1	MOOD
431	90220	HATE	D9022023	0	MOOD
432	90220	WAIT	D9022024	1	CONTROL
433	1081003	IDLE	D108100301	1	IDLE
434	1081003	SLEEP	D108100307	0	INTERACT
435	1081003	TIRED	D108100308	1	MOOD
436	1081003	ANNOY	D108100310	1	MOOD
437	1081003	BORING	D108100311	1	MOOD
438	1081003	LAZY	D108100309	1	MOOD
439	1081003	LOVE	D108100312	1	MOOD
440	1081003	REWAWRD	D108100313	1	IDLE
441	1081003	GRAB_UP	D108100302	0	CONTROL
442	1081003	FONDLE	D108100314	0	CONTROL
443	1081003	SELECTED	D108100303	1	CONTROL
444	1081003	RELATIOM	D108100305	1	INTERACT
445	1081003	SIT	D108100306	0	INTERACT
446	1081003	ATTRACT	D108100305	1	INTERACT
447	1081003	CABINET	D108100319	0	INTERACT
448	1081003	CHAIR	D108100320	0	INTERACT
449	1081003	BENCH	D108100321	0	INTERACT
450	1081003	GOSOFA	D108100315	1	INTERACT
451	1081003	GOCHAIR	D108100316	1	INTERACT
452	1081003	GOBENCH	D108100317	1	INTERACT
453	1081003	GOCABINET	D108100318	1	INTERACT
454	1081003	WANTTOUCH	D108100322	1	MOOD
455	1081003	HATE	D108100323	0	MOOD
456	1081003	WAIT	D108100324	1	CONTROL
457	1091002	IDLE	D109100201	1	IDLE
458	1091002	SLEEP	D109100207	0	INTERACT
459	1091002	TIRED	D109100208	1	MOOD
460	1091002	ANNOY	D109100210	1	MOOD
461	1091002	BORING	D109100211	1	MOOD
462	1091002	LAZY	D109100209	1	MOOD
463	1091002	LOVE	D109100212	1	MOOD
464	1091002	REWAWRD	D109100213	1	IDLE
465	1091002	GRAB_UP	D109100202	0	CONTROL
466	1091002	FONDLE	D109100214	0	CONTROL
467	1091002	SELECTED	D109100203	1	CONTROL
468	1091002	RELATIOM	D109100205	1	INTERACT
469	1091002	SIT	D109100206	0	INTERACT
470	1091002	ATTRACT	D109100205	1	INTERACT
471	1091002	CABINET	D109100219	0	INTERACT
472	1091002	CHAIR	D109100220	0	INTERACT
473	1091002	BENCH	D109100221	0	INTERACT
474	1091002	GOSOFA	D109100215	1	INTERACT
475	1091002	GOCHAIR	D109100216	1	INTERACT
476	1091002	GOBENCH	D109100217	1	INTERACT
477	1091002	GOCABINET	D109100218	1	INTERACT
478	1091002	WANTTOUCH	D109100222	1	MOOD
479	1091002	HATE	D109100223	0	MOOD
480	1091002	WAIT	D109100224	1	CONTROL
481	1111002	IDLE	D111100201	1	IDLE
482	1111002	SLEEP	D111100207	0	INTERACT
483	1111002	TIRED	D111100208	1	MOOD
484	1111002	ANNOY	D111100210	1	MOOD
485	1111002	BORING	D111100211	1	MOOD
486	1111002	LAZY	D111100209	1	MOOD
487	1111002	LOVE	D111100212	1	MOOD
488	1111002	REWAWRD	D111100213	1	IDLE
489	1111002	GRAB_UP	D111100202	0	CONTROL
490	1111002	FONDLE	D111100214	0	CONTROL
491	1111002	SELECTED	D111100203	1	CONTROL
492	1111002	RELATIOM	D111100205	1	INTERACT
493	1111002	SIT	D111100206	0	INTERACT
494	1111002	ATTRACT	D111100205	1	INTERACT
495	1111002	CABINET	D111100219	0	INTERACT
496	1111002	CHAIR	D111100220	0	INTERACT
497	1111002	BENCH	D111100221	0	INTERACT
498	1111002	GOSOFA	D111100215	1	INTERACT
499	1111002	GOCHAIR	D111100216	1	INTERACT
500	1111002	GOBENCH	D111100217	1	INTERACT
501	1111002	GOCABINET	D111100218	1	INTERACT
502	1111002	WANTTOUCH	D111100222	1	MOOD
503	1111002	HATE	D111100223	0	MOOD
504	1111002	WAIT	D111100224	1	CONTROL
505	81600	IDLE	D8160001	1	IDLE
506	81600	SLEEP	D8160007	0	INTERACT
507	81600	TIRED	D8160008	1	MOOD
508	81600	ANNOY	D8160010	1	MOOD
509	81600	BORING	D8160011	1	MOOD
510	81600	LAZY	D8160009	1	MOOD
