Info	Key	X	Y
30190103	PB1	2587	3423
30190103	PB2	2720	3425
30190103	PB3	2848	3420
30190103	S1	2689	2903
30190103	B101	2692	2423
30190103	ZH1	1541	2509
30190103	ZH2	1534	2336
30190103	ZH3	3932	2545
30190103	ZH4	3940	2365
10110501	B101	3053	2530
10110501	S1	3046	1950
10110501	PB1	3039	1315
10110202	PB1	2778	1762
10110202	S1	2779	2086
10110202	B101	1534	2518
10110202	B102	1978	2980
10110202	B103	2791	3168
10110202	B104	3448	2987
10110202	B105	4361	2536
10110202	B111	1522	1492
10110202	B112	1966	1792
10110202	B113	2377	2602
10110202	B114	3442	1805
10110202	B115	4361	1492
10110202	B123	3116	2602
10110202	B106	2175	2146
10110202	B116	3312	2134
10110202	B211	2704	4656
10110202	B212	2704	4763
10110202	S2	2704	4994
10110202	B201	2497	4733
10110202	B202	2912	4719
10110202	B301	2462	2636
10110202	B302	3006	2640
10110202	B303	2775	2381
10110202	Ready	1207	5991
10110202	PB3	3385	2331
10110202	S3	3747	2334
10110202	B311	3920	2626
10110202	B312	3942	2054
10110202	B313	4105	2346
10110202	SceneStart	2724	1002
95000126	PB1	2733	1937
95000126	S1	2719	2291
10110203	PB1	2740	2207
10110203	S1	2750	2659
10110203	B101	2447	2962
10110203	B102	3048	2971
10110203	S11	2451	2524
10110203	S12	3071	2514
10110203	B201	2745	4094
10110203	S2	2750	4421
10110203	B202	2759	3144
12110104	PB1	2066	4458
12110104	S1	2281	4464
12110104	B101	2896	4593
12110104	B102	2896	4328
12110104	JS	2711	4033
30090535	PB1	2592	2529
30090535	PB2	2742	2529
30090535	PB3	2892	2529
30090535	B101	2742	2029
30090535	B102	2592	2029
30090535	B103	2892	2029
30090535	B104	2742	1879
30090535	B105	2592	1879
30090535	B106	2892	1879
30090535	S1	2742	2179
30090535	ZX1	2742	2202
12110203	PB1	2700	1927
12110203	S1	2272	2138
12110203	B101	1685	2123
12110203	B102	1700	2365
12110203	B103	1700	1870
12110203	S2	2715	1473
12110203	B201	2555	2659
12110203	B202	2854	2659
12110203	B203	2272	2648
12110203	B204	3143	2653
12110203	JS	2726	3488
