Key	CellX	CellY	Type	CollisionEffect
VisibleObstacle				0
	105	47
	104	47
	106	46
	107	44
	113	43
	114	43
	116	42
	117	42
	120	41
	123	40
	124	39
	125	39
	126	39
	97	53
	99	62
	140	43
	140	44
	141	45
	143	50
	147	55
	150	58
	150	64
	149	65
	149	66
	147	77
	147	78
	152	85
	153	86
	155	90
	156	91
	157	92
	157	96
	156	98
	147	114
	146	115
	144	117
	135	41
	134	40
	136	41
	106	77
	107	79
	108	80
	109	81
	108	88
	109	87
	109	86
	109	85
	109	84
	109	82
	109	83
	112	157
	109	156
	110	131
	115	158
	113	157
	122	159
	124	158
	132	154
	134	153
	133	154
	134	152
	109	120
	109	121
	109	122
	112	122
	113	122
	115	124
	115	126
	115	127
	114	128
	113	128
	112	128
	111	129
	110	130
	108	132
	143	122
	143	123
	143	124
	142	126
	142	127
	142	128
	142	129
	142	130
	142	131
	143	133
	143	134
	143	135
	142	136
	143	138
	142	137
	143	139
	143	140
	143	150
	142	150
	136	152
	134	154
	129	157
	127	158
	114	158
	111	130
	108	156
	105	155
	98	155
	98	154
	97	154
	96	154
	95	154
	94	154
	93	154
	92	154
	90	154
	89	154
	88	154
	88	153
	87	153
	86	154
	85	154
	82	156
	81	156
	79	156
	78	155
	77	155
	77	156
	75	156
	74	157
	73	158
	71	159
	67	159
	63	159
	62	159
	61	157
	60	157
	59	157
	57	155
	49	155
	48	156
	48	158
	53	157
	50	158
	52	159
	52	158
	47	158
	47	156
	49	153
	41	148
	102	133
	87	134
	83	133
	81	132
	79	128
	78	128
	77	128
	77	127
	76	127
	73	127
	72	127
	71	128
	70	127
	68	122
	68	121
	67	121
	66	121
	65	121
	63	120
	63	119
	61	117
	60	117
	60	116
	60	115
	60	114
	60	113
	61	112
	61	111
	61	110
	61	109
	61	108
	61	107
	61	106
	60	105
	53	92
	42	86
	39	86
	38	86
	37	86
	36	86
	35	87
	34	88
	31	99
	32	100
	32	112
	31	112
	29	116
	29	117
	29	118
	29	119
	30	119
	30	120
	31	121
	31	122
	32	122
	32	123
	33	124
	155	169
