Info	Key	X	Y
99980007	PB1	12803	19743
99980007	PB2	12913	19336
99980007	PB3	13012	18852
99980007	S101	13410	19847
99980007	S102	13515	19457
99980007	S103	13626	18994
99980007	DJ101	15492	13235
99980007	DJ102	15608	12940
99980007	DJ103	15715	12597
99980007	DJ104	15824	12287
99980007	DJ201	11950	1077
99980007	DJ202	11924	659
99980007	DJ203	11962	195
99980007	DJ301	608	12565
99980007	DJ302	1099	12647
99980007	DJ303	1481	12678
99980007	Reset01	19766	18868
99980007	Reset02	16936	8925
99980007	Reset03	30521	13718
99980007	Reset04	32672	5211
99980007	Reset05	18350	5624
99980007	Reset06	10567	672
99980007	Reset07	9577	4846
99980007	Reset08	7784	8790
99980007	Reset09	1074	14151
99980007	Reset10	4896	17747
99980007	ResetS01	19522	18471
99980007	ResetS02	17202	9062
99980007	ResetS03	30424	13305
99980007	ResetS04	32182	5214
99980007	ResetS05	18162	5270
99980007	ResetS06	10289	672
99980007	ResetS07	9950	5045
99980007	ResetS08	7071	8812
99980007	ResetS09	1053	14523
99980007	ResetS10	5393	17855
