Info	Key	X	Y
30020407	PB1	471	1480
30020407	JX1	317	1476
30020407	JX2	3034	1477
30020407	S1	1690	1500
30020407	K1	2393	1967
30020407	B101	1996	2349
30020407	B102	1808	2578
30020407	B103	1824	2150
30020407	B104	1469	2495
30020407	B105	1479	2218
30020407	K2	2407	888
30020407	B201	1996	632
30020407	B202	1794	858
30020407	B203	1817	412
30020407	B204	1520	751
30020407	B205	1531	525
30090534	PB1	2981	1495
30090534	PB2	2981	1495
30090534	PB3	2981	1495
30090534	B101	2500	1495
30090534	B102	2500	1345
30090534	B103	2500	1645
30090534	B104	2350	1495
30090534	B105	2350	1645
30090534	B106	2350	1345
30090534	S1	2700	1495
30090534	ZX1	2600	1495
