Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
301900100	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900200	Scene01106	10110204	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900300	Scene01206	99940006	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900400	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900500	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900600	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900700	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900800	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900900	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901000	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901100	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900110	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900120	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900130	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900140	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900150	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900210	Scene01106	10110204	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900220	Scene01106	10110204	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900230	Scene01106	10110204	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900240	Scene01106	10110204	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900250	Scene01106	10110204	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900310	Scene01206	99940006	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900320	Scene01206	99940006	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900330	Scene01206	99940006	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900340	Scene01206	99940006	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900350	Scene01206	99940006	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900410	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900420	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900430	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900440	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900450	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900510	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900520	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900530	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900540	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900550	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900610	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900620	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900630	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900640	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900650	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900710	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900720	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900730	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900740	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900750	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900810	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900820	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900830	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900840	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900850	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900910	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900920	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900930	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900940	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301900950	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901010	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901020	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901030	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901040	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901050	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901110	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901120	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901130	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901140	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
301901150	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
