Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
999300010	Scene01102	10110201	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300020	Scene01102	10110201	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300030	Scene01103	10110301	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300040	Scene01102Test	10110299	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300050	Scene01102Test	10110299	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300060	Scene01102	10110201	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300070	Scene01007	11100103	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300080	Scene01102Test	10110299	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300130	Scene01207	10120701	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300090	Scene01303	10130301	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300100	testwater01	10130999	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300110	Scene01301	10130101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999300120	Scene01302	10130302	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
