Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
121001010	Scene01003	12100101	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121001020	Scene01003	12100102	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121001030	Scene01003xingzoumian	12100103	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121001040	Scene01003xingzoumian	12100104	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121002010	Scene01001a	12100201	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121002020	Scene01001a	12100202	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121002030	Scene01007	12100203	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121002040	Scene01008	12100204	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121003010	Scene01001c	12100301	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121003020	Scene01002a	12100302	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121003030	Scene01002a	12100303	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121003040	Scene01002	12100304	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
