Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
101201100	Scene01203	10120008	PB1	PB1	PB1	PB1	PB1	S1	B101	B101	B101	B101								
101201110	Scene01203	10120111	PB1	PB1	PB1	PB1	PB1	S1	B101	B101	B101	B101								
101201130	Scene01007	10120113	PB1	PB1	PB1	PB1	PB1	S1	B101	B101	B101	B101								
101201230	Scene01204	99919907	PB1	PB1	PB1	PB1	PB1	S1	B101	B101	B101	B101								
101201240	Scene01207	10120701	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
111201030	Scene01203	11120103	PB1	PB1	PB1	PB1	PB1	S1	B101	B101	B101	B101								
101201020	Scene01202	10120102	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	AW3	AW5			AW3	AW5		
101201090	Scene01202	10120109	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	AW1	AW3	AW4	XZ1	AW3	AW4	Erlou	
101201160	Scene01202	10120116	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	AW3	AW6	AW7		AW3	Erlou		
101201180	Scene01202	10120118	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	AW2	AW7			AW2	Erlou		
111201010	Scene01203	10120114	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	AW1	AW2			Zhangai01	Zhangai02		
