Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
200101010	Scene07004CH1	30190101	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101020	Scene01002a	30190102	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101030	Scene07004CH1	30190101	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101040	Scene01002a	30190102	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101050	Scene07004CH1	30190101	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101060	Scene01002a	30190102	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101070	Scene07004CH1	30190101	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101080	Scene01002a	30190102	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101090	Scene01105	30190103	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101100	Scene00904a	30190104	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101110	Scene07004CH1	30190101	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101120	Scene07004CH1	30190101	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101130	Scene07004CH1	30190101	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
200101140	Scene07004CH1	30190101	PB1	PB2	PB3	PB4	PB5	S1	S2	S3	S4	S5								
