Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
999600010	Scene50101b	99960011	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999600020	Scene07005	99990001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999600030	Scene07005	99990001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999600040	Scene50101b	99960011	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999600050	Scene00004d	99960001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999600060	Scene50101b	99960011	B105	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999600070	Scene00005a	13011312	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999600080	Scene00005a	13011312	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999600110	Scene01205	99960001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999600120	Scene50101b	99960011	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101201060	Scene01201a	10120106	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101201070	Scene01201	10120107	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101201250	Scene01206	10120125	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
111201040	Scene01201	11120104	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
111201070	Scene01206	10120125	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101301520	Scene00006a	10130152	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
