Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
300905010	Scene00306d	30090501	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300905020	Scene01008	30090501	PB1	PB2	PB3	PB4	PB5	B101					Door							
300905030	Scene01007	30090501	PB1	PB2	PB3	PB4	PB5	B101												
300905040	Scene01002a	30090501	PB1	PB2	PB3	PB4	PB5	B101												
300905050	Scene01003	30090501	PB1	PB2	PB3	PB4	PB5	B101												
300905060	Scene00306d	30090501	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300905070	Scene01008	30090501	PB1	PB2	PB3	PB4	PB5	B101					Door							
300905080	Scene01007	30090501	PB1	PB2	PB3	PB4	PB5	B101												
300905090	Scene01002a	30090501	PB1	PB2	PB3	PB4	PB5	B101												
300905100	Scene01003	30090501	PB1	PB2	PB3	PB4	PB5	B101												
300905110	Scene01002a	30090501	PB1	PB2	PB3	PB4	PB5	B101					AW3							
300905120	Scene01002a	30090501	PB1	PB2	PB3	PB4	PB5	B101					AW3							
300905310	Scene01100	30090532	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW1							
300905320	Scene01101	30090533	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW1	AW2						
300905330	Scene01102	30090533	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	Door02	Door03						
300905340	Scene01104	30090534	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW5							
300905350	Scene01105	30090535	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300905360	Scene01100	30090532	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW1							
300905370	Scene01101	30090533	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW1	AW2						
300905380	Scene01102	30090533	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	Door02	Door03						
300905390	Scene01104	30090534	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW5							
300905400	Scene01105	30090535	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300905410	Scene01101	30090541	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW1	AW2						
300905500	Scene01201	30090550	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW4	AW5						
300905510	Scene01201a	30090551	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300905520	Scene01204	30090552	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	West							
300905530	Scene01202	30090553	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW3	AW5						
300905540	Scene01206	30090554	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300905550	Scene01201	30090550	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW4	AW5						
300905560	Scene01201a	30090551	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300905570	Scene01204	30090552	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	West							
300905580	Scene01202	30090553	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW3	AW5						
300905590	Scene01206	30090554	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300312010	Scene01303pt	30090560	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	pt							
