Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
140101110	Scene00101d	14010111	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140101120	Scene00101d	14010112	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140101130	Scene00101d	14010112	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140101210	SceneDLC00103	14010121	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140101220	SceneDLC00103	14010122	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140101230	SceneDLC00103	14010123	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140101310	Scene00504b	14010131	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140101320	Scene00504b	14010131	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140101330	Scene00504b	14010133	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140102110	Scene01101	14010211	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140102120	Scene01101	14010211	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140102130	Scene01101	14010211	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140102210	Scene01104	14010221	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140102220	Scene01104	14010222	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140102230	Scene01104	14010223	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140102310	Scene01106	14010231	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140102320	Scene01106	14010231	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140102330	Scene01106	14010231	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140102340	Scene01106	14010231	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140103110	Scene00003	14010211	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140103120	Scene00003	14010312	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140103130	Scene00003	14010313	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140103210	Scene00503d	14010321	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140103220	Scene00503d	14010321	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140103230	Scene00503d	14010323	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140103310	Scene00004b	14010331	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140103320	Scene00004b	14010332	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140103330	Scene00004b	14010333	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140103340	Scene00004b	14010334	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104110	Sceneice00102	14010411	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104120	Sceneice00102	14010413	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104130	Sceneice00102	14010412	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104210	Scene00403a	14010421	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104220	Scene00403a	14010422	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104230	Scene00403a	14010421	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104240	Scene00403a	14010422	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104310	Scene00402f	14010431	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104320	Scene00402f	14010432	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104330	Scene00402f	14010432	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
140104340	Scene00402f	14010434	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
