Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
301400010	Scene00311d	31150001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400020	Scene00311d	31150001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400030	Scene00311d	31150001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400040	Scene00311d	31150001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400050	Scene00311d	31150001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400060	Scene00311d	31150001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401010	Scene00311d	31150001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401070	Scene00301d	31150007	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401090	Scene00501b	31150009	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401100	Scene00104c	31150010	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401110	Scene00308a	31150011	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401120	Scene01301	31150012	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401130	SceneDLC00105	31150101	PB1	PB1	PB1	PB1	PB1	S1	S1	S1	S1	S1								
301401170	SceneEX00201a	31150105	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401200	Scene01301	31150012	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401210	Scene01104	31150201	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401220	Scene01204	31150202	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401240	Scene00303a	31150204	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401250	Scene07005	31150205	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301401260	Scene00202a	31150206	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402010	Scene00311d	31150001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402020	Scene00502b	31150002	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402030	Scene00403a	31150003	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402040	Scene00306a	31150004	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402050	Scene01006	31150005	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402060	Scene01100	31150006	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402070	Scene00301d	31150007	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402080	Scene00501a	31150008	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402090	Scene00501b	31150009	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402100	Scene00104c	31150010	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402110	Scene00308a	31150011	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402120	Scene01301	31150012	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402130	SceneDLC00105	31150101	PB1	PB1	PB1	PB1	PB1	S1	S1	S1	S1	S1								
301402140	Scene01101	31150102	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402150	Scene00503d	31150103	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402160	SceneDLC00104	31150104	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402170	SceneEX00201a	31150105	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402180	Scene00202a	31150106	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402190	Scene01102a	31150107	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402200	Scene01301	31150012	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402210	Scene01104	31150201	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402220	Scene01204	31150202	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402230	Scene01105	31150203	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402240	Scene00303a	31150204	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402250	Scene07005	31150205	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402260	Scene00202a	31150206	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402270	Scene00303a	31150207	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402280	Scene00005a	31150208	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402290	Scene01106	31150209	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301402300	Scene01206	31150210	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400500	Scene01303xingzoumian	30140050	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400510	Scene01303xingzoumian	30140051	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400520	Scene01303xingzoumian	30140052	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400530	Scene01303xingzoumian	30140051	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400540	Scene01303xingzoumian	30140050	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400550	Scene01304	30140055	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301400600	Scene01303pt	30140060	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	pt							
301400610	Scene01303pt	30140061	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	pt							
301400620	Scene01304	30140055	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404010	Scene00311d	31150001	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404020	Scene00502b	31150002	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404030	Scene00403a	31150003	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404040	Scene00306a	31150004	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404050	Scene01006	31150005	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404060	Scene01100	31150006	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404070	Scene00301d	31150007	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404080	Scene00501a	31150008	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404090	Scene00501b	31150009	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404100	Scene00104c	31150010	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404110	Scene00308a	31150011	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404120	Scene01301	31150012	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404130	SceneDLC00105	31150101	PB1	PB1	PB1	PB1	PB1	S1	S1	S1	S1	S1								
301404140	Scene01101	31150102	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404150	Scene00503d	31150103	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404160	SceneDLC00104	31150104	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404170	SceneEX00201a	31150105	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404180	Scene00202a	31150106	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404190	Scene01102a	31150107	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404200	Scene01301	31150012	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404210	Scene01104	31150201	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404220	Scene01204	31150202	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404230	Scene01105	31150203	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404240	Scene00303a	31150204	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404250	Scene07005	31150205	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404260	Scene00202a	31150206	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301404270	Scene00303a	31150207	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
