Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
101101020	Scene01107	10110101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101101040	Scene01101	10110102	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101101050	Scene01102	10110201	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101101060	Scene01102a	10110104	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101101070	Scene01104	10110201	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101101080	Scene01105	10110202	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101101090	Scene01106	10110203	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101101100	Scene01106	10110204	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101101120	Scene01106	10110204	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101101130	Scene01106	10110204	PB2	PB2	PB3	PB4	PB5	B102	S1	S1	S1	S1								
111101000	Scene01100	10110100	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
111101030	Scene01106	11110101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
111101020	Scene01103	10110301	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
111101010	Scene01101	11110103	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
111101040	Scene01106	11110204	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101101520	Scene01100	10110152	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
