Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
121201010	Scene01201a	12120101	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121201020	Scene01201	12120102	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121201030	Scene01201	12120103	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121201040	Scene01201	12120104	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121202010	Scene01206	12120201	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121202020	Scene01204	12120202	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121202030	Scene01203	12120203	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121202040	Scene01203	12120204	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121203010	Scene01206	12120301	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
121203020	Scene01202	12120302	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101					Erlou			
121203030	Scene01202	12120303	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101					Erlou			
121203040	Scene01201a	12120304	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
