Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
999800010	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B102	B102	B102	B102	B102								
999800020	Scene00402a	99980002	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999800030	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B102	B102	B102	B102								
999800040	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B102	B102	B102	B102								
999800050	Scene01304	10130401	PB2	PB2	PB3	PB4	PB5	B101	B102	B102	B102	B102								
999800060	Scene01304	10130401	PB2	PB2	PB3	PB4	PB5	B101	B102	B102	B102	B102								
300309020	Scene01208	99980007	PB1	PB2	PB3	PB4	PB5	S101	S102	S103	B102	B102								
999800080	Scene01302xzm	99980008	PB1	PB2	PB3	PB4	PB5	B101	B102	B102	B102	B102								
999800090	Scene01302xzm	99980009	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999800100	Scene01302xzm	99980010	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999800110	Scene01302xzm	99980011	PB1					B101												
999800120	Scene01203	99980010	PB1					B101												
999800130	Scene01301	99980013	PB1					B101												
300313010	Scene01301	99980013	PB1	PB2	PB3	PB4	PB5	S101	S102	S103	B102	B102								
