Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
140208110	SceneDLC00104	14020811	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208120	SceneDLC00101	12090101	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208130	SceneDLC00104	14020814	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208140	SceneDLC00104	14020814	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208210	Scene00003	14020821	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208220	Scene00003	14020822	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208230	Scene00003	14020823	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208240	Scene00003	14020824	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208310	Scene00504b	14020831	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208320	Scene00504b	14020831	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208330	Scene00504b	14020833	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140208340	Scene00504b	14020834	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
