Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
301301030	SceneDLC00111	30130103	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301301040	SceneDLC00112	30130104	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301301070	Scene00005b	30130107	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301301090	SceneDLC00111	30130109	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301302020	Scene00005a	30130202	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301302030	Scene00103a	30130203	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301302040	Scene00101b	30130204	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301302050	Scene00003	30130205	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301302080	Scene00201c	30130208	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301303010	Scene01101	30130301	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301303030	Scene00306a	30130303	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301303050	Scene00307a	30130305	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301304030	Scene01301	30130403	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301304040	Scene01301	30130404	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
301304050	Scene01301	30130405	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
