Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
101001020	Scene01001a	10100101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101001030	Scene01006	10100102	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW1				AW1			
101001040	Scene01007	10100103	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	FightOpen							
101002010	Scene01008	10100104	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	FightOpen				Door			
101002020	Scene01006	10100105	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
101002030	Scene01003xingzoumian	10100106	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	Yilou				Yilou			
101002040	Scene01003	10100107	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW1				AW1			
101003010	Scene01002a	10100108	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW1	AW2			AW1	AW2		
101003020	Scene01002	10100109	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW1							
101003030	Scene01001c	10100110	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
