Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
300301010	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300301020	Scene07005	30000901	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300301030	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300301040	Scene07005	30000901	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300301050	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300301060	Scene07005	30000901	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300301110	Scene00903a	20000501	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101					ZXYP			
300301120	Scene00903a	20000501	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101					ZXYP			
300301130	Scene00903a	20000501	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101					ZXYP			
300302010	Scene90103	20010201	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300302020	Scene07005	20010102	PB1	PB2	PB3	PB4	PB5	ZX1	ZX1	ZX1	ZX1	ZX1								
300302030	Scene90103	20010201	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300302040	Scene07005	20010102	PB1	PB2	PB3	PB4	PB5	ZX1	ZX1	ZX1	ZX1	ZX1								
300302050	Scene90103	20010201	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300302060	Scene07005	20010102	PB1	PB2	PB3	PB4	PB5	ZX1	ZX1	ZX1	ZX1	ZX1								
300302070	SceneDLC00101	20000401	PB1	PB2	PB3	PB4	PB5	ZX1	ZX1	ZX1	ZX1	ZX1								
300302080	SceneDLC00101	20000401	PB1	PB2	PB3	PB4	PB5	ZX1	ZX1	ZX1	ZX1	ZX1								
300302090	SceneDLC00101	20000401	PB1	PB2	PB3	PB4	PB5	ZX1	ZX1	ZX1	ZX1	ZX1								
300302110	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300302120	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300302130	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300303010	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300303020	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300303030	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300304010	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300304020	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300304030	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300305010	SceneCHtest00001	80010501	PB1	PB2	PB3	PB4	PB5	PB1	PB1	PB1	PB1	PB1								
300306010	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
300306020	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
300306030	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
300306040	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
300306050	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
300308010	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
300309010	SceneDLC00102jiaojing	30110101	PB1	PB1	PB1	PB1	PB1	PB1	PB1	PB1	PB1	PB1								
300310010	Scene01305	80010501	PB1	PB2	PB3	PB4	PB5	PB1	PB1	PB1	PB1	PB1								
300303040	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300303050	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300304040	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
300304050	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
