Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
140207110	Scene00308a	14020711	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207120	Scene00308a	14020712	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207130	Scene00308a	14020713	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207140	Scene00308a	14020713	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207210	Scene00003	14020721	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207220	Scene00003	14020721	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207230	Scene00003	14020723	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207240	Scene00003	14020721	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207310	Scene00504a	14020731	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207320	Scene00504a	14020731	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207330	Scene00504a	14020731	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
140207340	Scene00504a	14020731	PB1	PB1	PB1	PB1	PB1	S1	S2	S3	S4	S5								
