Info	Key	X	Y
31150210	PB1	5465	6024
31150210	S1	5465	5262
31150210	B101	5465	4500
31150210	YY1	5465	5638
31150210	YY2	5465	4959
31150210	ZW1	5819	1853
31150210	CX1	6223	2131
31150210	ZW2	5080	1843
31150210	CX2	4974	2275
31150210	CS1	4000	6024
31150210	MX1	4000	6500
31150210	CS2	7000	4959
31150210	MX2	7000	6500
12120301	PB1	5455	4801
12120301	S1	5455	4343
12120301	B101	5455	4023
12120301	ZX1	5455	4801
12120301	JS	5455	3000
99940006	B101	5422	4500
99940006	PB1	5432	6000
99940006	C101	5230	1634
99940006	C102	5621	2012
99940006	C103	5639	2916
99940006	C104	7230	2448
99940006	C105	6898	6130
99940006	C106	6166	7684
99940006	C107	4776	8121
99940006	C108	4135	7212
99940006	C109	2584	5489
99940006	C110	3151	3967
30180229	B101	5422	4500
30180229	PB1	5432	6000
30180229	S1	5436	5263
99919917	PB1	5515	5923
99919917	S1	5510	5307
99919917	B101	5505	4728
30090554	PB1	5460	4200
30090554	PB2	5310	4200
30090554	PB3	5610	4200
30090554	B101	5460	4900
30090554	B102	5310	4900
30090554	B103	5610	4900
30090554	B106	5817	4359
30090554	B107	5817	4184
30090554	B108	5158	4363
30090554	B109	5154	4199
30090554	ZX1	5474	4549
30090554	S1	5470	4553
12120201	PB1	5455	4801
12120201	S1	5455	4343
12120201	B101	5455	4023
12120201	ZX1	5455	4801
12120201	JS	5455	3000
99920089	PB1	5428	3382
99920089	S1	5445	4114
99920089	B101	5463	4785
99920089	B102	5489	4445
99920089	ZX1	5460	4295
10120125	PB1	5465	6024
10120125	S1	5465	5262
10120125	B101	5465	4500
10120125	YY1	5465	5638
10120125	YY2	5465	4959
10120125	ZW1	5819	1853
10120125	CX1	6223	2131
10120125	ZW2	5080	1843
10120125	CX2	4974	2275
10120125	CS1	4000	6024
10120125	MX1	4000	6500
10120125	CS2	7000	4959
10120125	MX2	7000	6500
99920016	B101	5422	4500
99920016	PB1	5432	6000
99920016	C101	5230	1634
99920016	C102	5621	2012
99920016	C103	5639	2916
99920016	C104	7230	2448
99920016	C105	6898	6130
99920016	C106	6166	7684
99920016	C107	4776	8121
99920016	C108	4135	7212
99920016	C109	2584	5489
99920016	C110	3151	3967
99920016	B1	5461	5939
99920016	ZX1	5472	4938
99920016	PB2	5194	6010
99920016	PB3	5693	6014
