Info	Key	X	Y
99920089	PB1	0	0
99920089	S1	0	0
99920089	B101	0	0
99920089	ZX1	0	0
30090554	PB1	5460	5750
30090554	B101	5458	4759
30090554	ZX1	5458	4759
30090554	PB2	5801	5750
30090554	PB3	5124	5750
30090554	S1	5444	1283
30090554	X1	5498	8445
30090554	Z1	1747	4756
30090554	Y1	9188	4741
30090554	HD1	3638	94
20000501	PB1	5460	5750
20000501	B101	5448	3002
20000501	ZX1	5458	4759
20000501	PB2	5801	5750
20000501	PB3	5124	5750
20000501	S1	5444	1283
20000501	X1	5498	8445
20000501	Z1	1747	4756
20000501	Y1	9188	4741
20000501	HD1	3638	94
