Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
11030101	普攻1-1	1	4	3		1	0			4			0.1						-1		FxR2WeilaAttack01Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110301011	110300							110301012	1.2			0					0	1				
11030102	普攻1-2	1	4	3		1	0			4			0.1						-1		FxR2WeilaAttack01Shouji						-1			1					0	0	0								0							0	3		0.2	0.1	110301021	110300								1.2			0					0	1				
11030201	普攻2-1	1	4	3		1	0			4			0.1						-1		FxR2WeilaAttack0201Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110302011	110301							110302012	0.8			0					0	1				
11030202	普攻2-2	1	4	3		1	0			4			0.1						-1		FxR2WeilaAttack0202Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110302021	110301							110302022	1.1			0					0	1				
11030302	普攻3-2	1	3	3		1	0			4			0.1						-1		FxR2WeilaAttack0301Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110303021	110302							110303022	1.6			0					0	1				
11030303	普攻3-3	1	3	3		1	0			4			0.1						-1		FxR2WeilaAttack0301Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110303031	110302								1.6			0					0	1				
11030304	普攻3-4	1	3	3		1	0			4			0.1						-1		FxR2WeilaAttack0302Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110303041	110302	200002				200002			1.2			0					0	1				
11030305	普攻3-5	1	3	3		1	0			4			0.1						-1		FxR2WeilaAttack0302Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110303051	110302							110303052	1.2			0					0	1				
11030401	普攻4-1	1	3	4		1.5	0			4			0.1						-1		FxR2WeilaAttack0401Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110304011	110303							110304012	0.9			0					0	1				
11030402	普攻4-2	1	3	4		1.5	0			4			0.1						-1		FxR2WeilaAttack0401Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110304021	110303							110304022	0.9			0					0	1				
11030403	普攻4-3	1	3	4		1.5	0			4			0.1						-1		FxR2WeilaAttack0401Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110304031	110303							110304032	0.9			0					0	1				
11030404	普攻4-4	1	3	4		1.5	0			4			0.1						-1		FxR2WeilaAttack0401Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110304041	110303							110304042	0.9			0					0	1				
11030405	普攻4-5	1	3	4		1	50			4			0.1						-1		FxR2WeilaAttack0402Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.2	110304051	110303							110304052	0.9			1					0	1				
11030406	普攻4-6	1	3	4		1.5	50			4			0.1						-1		FxR2WeilaAttack0403Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.2	110304061	110303							110304062	0.9			1					0	1				
11030411	普攻4-11	1	3	5		2	50			4			0.15						-1	1			0.05				-1			1					0	0	0								0							0	3		0.2	0.1		110305								0	HitCase		1					0	1				
11030501	普攻5-1	2	2.5				0			4			0.1						-1		FxR2WeilaAttack0501Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110305011	110304							110305012	1.2			0					0	1				
11030502	普攻5-2	2	2.5				0			4			0.1						-1		FxR2WeilaAttack0502Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.2	110305021	110304	200003				200003		110305022	0.8			0					0	1				
11030601	红球1消-1	1	8	4	-2		50			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110306011	110310							110306012	0.8			1					0	1				
11030602	红球1消-2	1	6	4	-1		0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110306021	110310							110306022	0.8			0					0	1				
11030603	红球1消-3	1	8	4	2		50			4			0.15						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110306031	110310							110306032	0.8			1					0	1				
11030604	红球1消-4	1	6	4	1		0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110306041	110310							110306042	0.8			0					0	1				
11030605	红球1消-5	1	4	4			50			4			0.2						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110306051	110310							110306052	0.8			1					0	1				
11030606	红球1消-6	1	4	4			0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110306061	110310							110306062	0.8			0					0	1				
11030607	红球1消-7	1	4	4			50			4			0.2						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110306071	110310							110306072	0.8			1					0	1				
11030608	红球1消-8	1	8	3		1.5	0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.2	110306081	110310							110306082	0.8			0					0	1				
11030610	红球1消-10	1	4	3			50			4			0.8						-1	1			0.05				-1			1					0	0	0								0							0	3		0.2	0.1		110316								0	HitCase		1					0	1				
11030611	红球1消-11	1	4	6		2	50			4			0.2						-1	1			0.05				-1			1					0	0	0								0							0	3		0.2	0.1		110316								0	HitCase		1					0	1				
11030701	红球2消-1	1	8	4	-2		50			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110307011	110311							110307012	0.8			1					0	1				
11030702	红球2消-2	1	6	4	-1		0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110307021	110311							110307022	0.8			0					0	1				
11030703	红球2消-3	1	8	4	2		50			4			0.15						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110307031	110311							110307032	0.8			1					0	1				
11030704	红球2消-4	1	6	4	1		0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110307041	110311							110307042	0.8			0					0	1				
11030705	红球2消-5	1	4	4			50			4			0.2						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110307051	110311							110307052	0.8			1					0	1				
11030706	红球2消-6	1	4	4			0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110307061	110311							110307062	0.8			0					0	1				
11030707	红球2消-7	1	4	4			50			4			0.2						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110307071	110311							110307072	0.8			1					0	1				
11030708	红球2消-8	1	8	3		1.5	0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.2	110307081	110311							110307082	0.8			0					0	1				
11030710	红球2消-10	1	4	4			50			4			0.8						-1	1			0.05				-1			1					0	0	0								0							0	3		0.2	0.1		110316								0	HitCase		1					0	1				
11030711	红球2消-11	1	4	6		2	50			4			0.2						-1	1			0.05				-1			1					0	0	0								0							0	3		0.2	0.1		110316								0	HitCase		1					0	1				
11030801	红球3消-1	1	8	4	-2		50			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110308011	110312							110308012	0.8			1					0	1				
11030802	红球3消-2	1	6	4	-1		0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110308021	110312							110308022	0.8			0					0	1				
11030803	红球3消-3	1	8	4	2		50			4			0.15						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110308031	110312							110308032	0.8			1					0	1				
11030804	红球3消-4	1	6	4	1		0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110308041	110312							110308042	0.8			0					0	1				
11030805	红球3消-5	1	4	4			50			4			0.2						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110308051	110312							110308052	0.8			1					0	1				
11030806	红球3消-6	1	4	4			0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110308061	110312							110308062	0.8			0					0	1				
11030807	红球3消-7	1	4	4			50			4			0.2						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110308071	110312							110308072	0.8			1					0	1				
11030808	红球3消-8	1	8	3		1.5	0			4			0.1						-1		FxR2WeilaAttack11Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.2	110308081	110312							110308082	0.8			0					0	1				
11030810	红球3消-10	1	4	4			50			4			0.8						-1	1			0.05				-1			1					0	0	0								0							0	3		0.2	0.1		110316								0	HitCase		1					0	1				
11030811	红球3消-11	1	4	6		2	50			4			0.2						-1	1			0.05				-1			1					0	0	0								0							0	3		0.2	0.1		110316								0	HitCase		1					0	1				
11030901	蓝球1消-1	1	4	2		0.5	18			4			0.2						-1		FxR2WeilaAttack21Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.12	110309011	110320	200002				200002		110309012	0.8			0					0	1				
11030907	蓝球1消-印记消除子弹	2	99				0			6			0.1						-1								-1			1					0	0	0								3							4	3		0	0		110318								0	HitCase		0					0	1				
11030908	蓝球1消-范围特效	2	4				0			3			0.8						-1						FxR2WeilaAttack21Dandao		-1			1					0	0	0								3							4	3		0.2	0.1										0	HitCase		0					0	1				
11030909	蓝球1消-治疗	2	4				0			3			0.8						-1		FxTongyongCureshouji						-1			1					0	0	0								3							4	3		0.2	0.1		110336								0	HitCase		0					0	1				
11030910	蓝球1消-伤害	2	4				0			4			0.8						-1		FxR2WeilaAttack51Shouji						-1			1					0	0	0								3							4	3		0.2	0.1		110327								0	HitCase		0					0	1				
11031001	蓝球2消-1	1	4	2		0.5	18			4			0.1						-1		FxR2WeilaAttack21Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.12	110310011	110321	200002				200002		110310012	0.8			0					0	1				
11031008	蓝球2消-范围特效	2	4				0			3			0.8						-1						FxR2WeilaAttack21Dandao		-1			1					0	0	0								3							4	3		0.2	0.1										0	HitCase		0					0	1				
11031009	蓝球2消-治疗	2	4				0			3			0.8						-1		FxTongyongCureshouji						-1			1					0	0	0								3							4	3		0.2	0.1		110337								0	HitCase		0					0	1				
11031010	蓝球2消-伤害	2	4				0			4			0.8						-1		FxR2WeilaAttack51Shouji						-1			1					0	0	0								3							4	3		0.2	0.1		110328								0			0					0	1				
11031101	蓝球3消-1	1	4	2		0.5	18			4			0.1						-1		FxR2WeilaAttack21Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.12	110311011	110322	200002				200002		110311012	0.8			0					0	1				
11031108	蓝球3消-范围特效	2	4				0			3			0.8						-1						FxR2WeilaAttack21Dandao		-1			1					0	0	0								3							4	3		0.2	0.1										0	HitCase		0					0	1				
11031109	蓝球3消-治疗	2	4				0			3			0.8						-1		FxTongyongCureshouji						-1			1					0	0	0								3							4	3		0.2	0.1		110338								0	HitCase		0					0	1				
11031110	蓝球3消-伤害	2	4				0			4			0.8						-1		FxR2WeilaAttack51Shouji						-1			1					0	0	0								3							4	3		0.2	0.1		110329								0			0					0	1				
11031201	黄球1消-1	1	4	4			0			4			0.1						-1		FxR2WeilaAttack31Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110312011	110330							110312012	1.1			1					0	1				
11031202	黄球1消-2	1	4	4			0			4			0.1						-1		FxR2WeilaAttack31Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110312021	110330							110312022	1.1			1					0	1				
11031203	黄球1消-3	1	4	4			0			4			0.1						-1		FxR2WeilaAttack31Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110312031	110330							110312032	1.1			1					0	1				
11031204	黄球1消-4	1	4	4			0			4			0.1						-1		FxR2WeilaAttack31Shouji						-1			1					0	0	0								0							0	3	330	0.2	0.1	110312041	110330							110312042	1.1			1					0	1				
11031205	黄球1消-5	1	4	4			0			4			0.1						-1		FxR2WeilaAttack31Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110312051	110330							110312052	1.1			1					0	1				
11031211	黄球1消-11	1	4	3			65			4			2						-1		FxR2WeilaAttack31DandaoShouji						-1			1					0	0	0								0							0	3	330	0.2	0.2	110312111	110333							110312112	0.9			0					0	1				
11031301	黄球2消-1	1	4	4			0			4			0.1						-1		FxR2WeilaAttack31Shouji						-1			1					0	0	0								0							0	3	30	0.2	0.1	110313011	110331							110313012	1.1			0					0	1				
