Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
90700101	至尊防御-普攻1（寸劲）-【攻击盒1】	1	2	3	0	1.5	0			4			0.1						-1		FxMe1ZhizunMd000001Attack01Shouji						-1			1					0	0	0								0							0	1				907001011	801035	907001	907050			907001			0	HitCase	1	1		1			1					
90700102	至尊防御-普攻1（寸劲）-【攻击盒2】	1	2	3	0	2	0			4			0.1						-1		FxMe1ZhizunMd000001Attack01Shouji						-1			1					0	0	0								0							0	1				907001021	801040	907002	907051			907002			0	HitCase		1		1			1					
90700201	至尊通用-普攻2（摆拳）-【攻击盒】	1	3	2	0	1.25	0			4			0.1						-1		FxMe1ZhizunMd000001Attack04Shouji						-1			1					0	0	0								0							0	1				907002011	801033	907005				907005			0	HitCase	1	1		1			1					
90700496	闪现特效【出现】	2	0.1				0			4			1						-1						FxMe1ZhizunMd000001Attack16Canying02		-1			1					0	0	0								0							0	1													0	HitCase		1					0					
90700497	至尊防御-蓄力loop -【吸附子弹弱版】	2	13		0	0	0			4			0.2						-1								-1			1					0	0	0								0							0	1					907041		907052						0	HitCase		1			0		0					
90700498	闪现特效【消失】	2	0.1				0			4			1						-1						FxMe1ZhizunMd000001Attack16Canying01		-1			1					0	0	0								0							0	1													0	HitCase		1					0					
90700499	至尊防御-蓄力loop -【吸附子弹】	2	13		0	0	0			4			0.2						-1								-1			1					0	0	0								0							0	1					907016		907052						0	HitCase		1			0		0					
90700501	至尊防御-蓄力out-【攻击盒】	2	6		0	0	0			4			0.2						-1		FxMe1ZhizunMd000001Attack01Shouji						-1			1					0	0	0								0							0	1				907005011	801075	907008				907008			0	HitCase	1	1		1	0		1					
90700503	至尊防御-蓄力out-【预警圈】	2	6		0	0	0			4			0.5						-1						FxYujing1M05S		-1			1					0	0	0								0							0	1													0	HitCase	1	1		1			0					
90700601	至尊防御-冲锋-【攻击盒1】	1	3.5	3	0	1	0			4			0.2			1			-1		FxMe1ZhizunMd000001Attack09Shouji						-1			1					0	0	0								0							0	1				907006011	801020	907019	907055			907019			0	HitCase	1	1		1	0		1					
90700602	至尊防御-冲锋-【攻击盒2】	1	3.5	3	0	2	0			4			0.2						-1		FxMe1ZhizunMd000001Attack02Shouji						-1			1					0	0	0								0							0	1				907006021	801030								0	HitCase	1	1		1	0		1					
90700603	至尊防御-冲锋-【预警框】	1	3.5	12	0	6	0			4			1	1					-1						FxYujingJu01		-1			1					0	0	0								0							0	1													0	HitCase	1	1		1			0					
90700701	至尊转阶段 -【攻击盒】	2	4		0	0	0			4			0.1						-1		FxMe1ZhizunMd000001Attack01Shouji						-1			1					0	0	0								0							0	1				907007011	801028	907009				907009			0	HitCase	1	1		1	0		1					
