Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
11320202		2	0.3				0			4			10						999						FxR4LuxiyaAttack02DilieA		-1			1																						0																											
11320305		2	0.3				0			4			10						999						FxR4LuxiyaAttack03A		-1			1																						0																											
11320306		2	0.3				0			4			10						999						FxR4LuxiyaAttack03DilieA		-1			1																						0																											
11320405		2	0.3				0			4			10						999						FxR4LuxiyaAttack04AXuli		-1			1																						0																											
11320505		2	0.3				0			4			10						999						FxR4LuxiyaAttack05A02		-1			1																						0																											
11320609		2	0.3				0			4			10						999						FxR4LuxiyaAttack11ADilie		-1			1																						0																											
11320709		2	0.3				0			4			10						999						FxR4LuxiyaAttack11ADilie		-1			1																						0																											
11320809		2	0.3				0			4			10						999						FxR4LuxiyaAttack11ADilie		-1			1																						0																											
11320905		2	0.3				0			4			10						999						FxR4LuxiyaAttack21A02		-1			1																						0																											
11320907		2	0.3				0			4			10						999						FxR4LuxiyaAttack21ADilie01		-1			1																						0																											
11320908		2	0.3				0			4			10						999						FxR4LuxiyaAttack21ADilie02		-1			1																						0																											
11321005		2	0.3				0			4			10						999						FxR4LuxiyaAttack21A02		-1			1																						0																											
11321007		2	0.3				0			4			10						999						FxR4LuxiyaAttack21ADilie01		-1			1																						0																											
11321008		2	0.3				0			4			10						999						FxR4LuxiyaAttack21ADilie02		-1			1																						0																											
11321105		2	0.3				0			4			10						999						FxR4LuxiyaAttack21A02		-1			1																						0																											
11321107		2	0.3				0			4			10						999						FxR4LuxiyaAttack21ADilie01		-1			1																						0																											
11321108		2	0.3				0			4			10						999						FxR4LuxiyaAttack21ADilie03		-1			1																						0																											
11321203		2	0.3				0			4			10						999						FxR4LuxiyaAttack31BaoqiA		-1			1																						0																											
11321209		2	0.3				0			4			10						999						FxR4LuxiyaAttack31ADilie01		-1			1																						0																											
11321210		2	0.3				0			4			10						999						FxR4LuxiyaAttack31ADilie02		-1			1																						0																											
11321215		2	0.3				0			4			10						999						FxR4LuxiyaAttack31MeshA		-1			1																						0																											
11321303		2	0.3				0			4			10						999						FxR4LuxiyaAttack31BaoqiA		-1			1																						0																											
11321309		2	0.3				0			4			10						999						FxR4LuxiyaAttack31ADilie01		-1			1																						0																											
11321310		2	0.3				0			4			10						999						FxR4LuxiyaAttack31ADilie02		-1			1																						0																											
11321315		2	0.3				0			4			10						999						FxR4LuxiyaAttack31MeshA		-1			1																						0																											
11321403		2	0.3				0			4			10						999						FxR4LuxiyaAttack31BaoqiA		-1			1																						0																											
11321409		2	0.3				0			4			10						999						FxR4LuxiyaAttack31ADilie01		-1			1																						0																											
11321410		2	0.3				0			4			10						999						FxR4LuxiyaAttack31ADilie02		-1			1																						0																											
11321415		2	0.3				0			4			10						999						FxR4LuxiyaAttack31MeshA		-1			1																						0																											
