Info	Key	X	Y
10050302	PB1	813	712
10050302	S1	1167	774
10050302	S2	1887	859
10050302	S3	2627	946
10050302	S4	3753	1119
10050302	B101	1525	994
10050302	B102	1601	649
10050302	B201	2381	955
10050302	B202	2495	1199
10050302	B203	2567	743
10050302	B301	3255	1037
10050302	B302	3489	1348
10050302	B303	3610	829
10050302	B401	4632	1197
10050302	B402	4792	1439
10050302	B403	4805	963
10050302	CCJT1	4026	1699
10050302	CCJT2	4026	686
30080301	PB1	1279	774
30080301	B101	2378	840
30080301	End	2958	639
30080301	PB5	0	0
30080301	B1	2623	1052
30080301	B201	3530	1025
30080301	B301	3684	1109
30080301	B401	4462	1222
90090001	PB1	1076	814
90090001	B101	1872	806
11050102	PB1	2995	237
11050102	S1	3021	962
11050102	B101	1296	861
11050102	B102	3264	1478
11050102	B103	4811	967
11050103	PB1	824	710
11050103	S1	3082	997
11050103	B101	4070	1174
11050103	B111	1564	779
11050103	B112	1746	1103
11050103	B113	1798	505
11050103	B121	3487	977
11050103	B122	3205	1359
11050103	B123	3257	594
30130111	PB1	4630	1282
30130111	S1	4376	1276
30130111	B101	3754	1391
30130111	B102	3757	1138
30130111	S2	3998	1043
30130111	B201	2825	1015
30130111	B202	2792	1206
30130111	B203	2787	832
30130111	S3	3358	1024
30130111	B301	1469	1071
30130111	B302	1465	884
30130111	JX1	2787	-800
99919917	PB1	1928	910
99919917	S1	2375	901
99919917	B101	2445	1256
99919917	B102	2466	577
99919917	B103	2720	1094
99919917	B104	2738	731
99919917	B105	2585	897
