Info	Key	X	Y
30180222	PB1	7362	4555
30180222	S1	7365	4900
30180222	B101	7368	5467
30180222	B102	7839	5187
30180222	B103	6944	5198
30180222	B104	7368	5163
30090551	PB1	7375	5000
30090551	BP2	7225	5000
30090551	PB3	7525	5000
30090551	ZX1	7379	5403
30090551	S1	7375	5395
30090551	B101	7375	5700
30090551	B102	7225	5700
30090551	B103	7525	5700
30090551	B106	7148	4843
30090551	B107	7299	4841
30090551	B108	7447	4843
30090551	B109	7596	4843
12120101	PB1	7385	4800
12120101	S1	7385	4986
12120101	B101	7385	5681
12120101	B102	7125	5628
12120101	B103	7645	5628
12120101	JS	7385	6128
30080103	PB1	7367	5983
30080103	B101	7379	5219
30080103	S1	7355	5622
30080103	End	7373	5634
12120304	PB1	7385	6072
12120304	S1	7382	5820
12120304	B101	7386	4905
12120304	B102	7197	4634
12120304	B103	7568	4623
12120304	JS	7385	4186
10120106	PB1	7000	6700
10120106	JX1	7385	7390
10120106	S1	7385	7074
10120106	B101	7382	5397
10120106	B102	7205	5391
10120106	B103	7558	5389
10120106	S2	7385	6860
10120106	B201	7247	4956
10120106	B202	7518	4956
10120106	S3	7385	6718
10120106	B301	7385	4025
10120106	B302	7255	4025
10120106	B303	7515	4025
10120106	JS	7385	3976
99920012	PB1	7362	7300
99920012	PB2	7180	7500
99920012	PB3	7539	7500
99920012	S1	7360	6685
99920012	JS	7393	3998
99920012	B101	7396	5844
99920012	CG1	7358	6682
99920012	CG2	7388	5791
99920012	CG3	7378	4823
99920012	B201	7496	6678
99920012	B202	7222	6678
99920012	B203	7385	5796
99920012	B204	7262	4760
99920012	B205	7492	4760
