Key	CellX	CellY	Type	CollisionEffect
VisibleObstacle				0
CL				0
	120	591
	119	591
	121	591
	122	592
	123	592
	122	591
	124	592
	125	592
	126	592
	127	593
	128	593
	129	593
	121	592
	124	593
	125	593
	126	593
	128	594
	129	594
	130	594
	131	594
	131	593
	132	592
	132	591
	132	590
	131	590
	131	589
	130	589
	129	589
	128	589
	127	589
	126	589
	125	589
	125	588
	124	588
	123	588
	122	588
	122	587
	121	587
	126	588
	130	590
	127	588
	123	587
	121	586
	120	587
	120	588
	120	589
	121	589
	122	590
	123	590
	124	590
	125	590
	125	591
	126	591
	127	591
	128	591
	129	591
	130	591
	131	591
	131	592
	132	593
	132	594
	133	590
	132	589
	126	590
	127	590
	128	590
	129	590
	130	592
	129	592
	130	593
	128	592
	127	592
	124	591
	123	591
	121	590
	120	590
	119	589
	121	588
	122	589
	123	589
	124	589
	119	590
