Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
773000			0	-1			1	0	7730000|7700000			773000000					
773001			0	-1			1	0	7730010|7700000			773001000					
773002			0	-1			1	0	7730020|7700000			773002000					
773006			0	-1			1	0	7730060|7700000			773006000					
773007			0	-1			1	0	7730070|7700000			773007000					
773008			0	-1			1	0	7730080|7700000			773008000					
773012			0	-1			1	0	7730120|7700000			773012000					
773013			0	-1			1	0	7730130|7700000			773013000					
773014			0	-1			1	0	7730140|7700000			773014000					
773015			0	5	202		1	0	7730150|202|200|5	7730150		773015000	FxTongyongJianfang	HitCase			
773016			0	5	202		1	0	7730160|202|200|5	7730160		773016000	FxTongyongJianfang	HitCase			
773017			0	5	202		1	0	7730170|202|200|5	7730170		773017000	FxTongyongJianfang	HitCase			
773018			0	-1			1	0	7730180|7700000			773018000					
773019			0	-1			1	0	7730190|7700000			773019000					
773020			0	-1			1	0	7730200|7700000			773020000					
773021			0	5	203		1	0	7730210|203|200|5	7730210		773021000	FxTongyongJiansu	Root			
773022			0	5	203		1	0	7730220|203|200|5	7730220		773022000	FxTongyongJiansu	Root			
773023			0	5	203		1	0	7730230|203|200|5	7730230		773023000	FxTongyongJiansu	Root			
773024			0	5	203		1	0	7730240|203|200|5	7730240		773024000	FxTongyongJiansu	Root			
773025			0	5	203		1	0	7730250|203|200|5	7730250		773025000	FxTongyongJiansu	Root			
773026			0	5	203		1	0	7730260|203|200|5	7730260		773026000	FxTongyongJiansu	Root			
773027			0	-1			1	0	7730270|7700000			773027000					
773028			0	-1			1	0	7730280|7700000			773028000					
773029			0	-1			1	0	7730290|7700000			773029000					
773030			0	5	201		1	0	7730300|201|7730300|200|5			773030000	FxTongyongJiangong	HitCase			
773031			0	5	201		5	0	7730310|201|7730300|200|5			773031000	FxTongyongJiangong	HitCase			
773032			0	5	201		5	0	7730320|201|7730300|200|5			773032000	FxTongyongJiangong	HitCase			
773034			0	-1			1	0	7730340|7700000			773034000					
773035			0	-1			1	0	7730350|7700000			773035000					
773036			0	-1			1	0	7730360|7700000			773036000					
773037			0	10	101		1	0	7730370|101|7730370|100|6			773037000	FxTongyongJiagong	HitCase			
773038			0	5	101		5	0	7730380|101|7730370|100|6			773038000	FxTongyongJiagong	HitCase			
773039			0	5	101		5	0	7730390|101|7730370|100|6			773039000	FxTongyongJiagong	HitCase			
773041			0	-1			1	0	7730410|7700000			773041000					
773042			0	-1			1	0	7730420|7700000			773042000					
773043			0	-1			1	0	7730430|7700000			773043000					
773044			0	5	111		1	0	7730440|111|7730440|110|100|6			773044000	FxEquipHudun	HitCase			
773045			0	5	111		1	0	7730450|111|7730440|110|100|6			773045000	FxEquipHudun	HitCase			
773046			0	5	111		1	0	7730460|111|7730440|110|100|6			773046000	FxEquipHudun	HitCase			
773047			0	0.5			1	0	7730470				FxEquipHudunShouji	Root			
773048			0	-1			1	0	7730480|7700000			773048000					
773049			0	-1			1	0	7730490|7700000			773049000					
773050			0	-1			1	0	7730500|7700000			773050000					
773054			0	1.5	17		1	0	7730540|17|5|10			773054000	FxTongyongYunxuan	MarkCase			
773055			0	-1			1	0	7730550|7700000			773055000					
773056			0	-1			1	0	7730560|7700000			773056000					
773057			0	-1			1	0	7730570|7700000			773057000					
773058			0	5			1	0	7730580			773058000			773061	1	
773059			0	5			1	0	7730590			773059000			773062	1	
773060			0	5			1	0	7730600			773060000			773063	1	
773064			0	8			1	0	7730640								
773065			0	-1			1	0	7730650|7700000			773065000					
773066			0	-1			1	0	7730660|7700000			773066000					
773067			0	-1			1	0	7730670|7700000			773067000					
773068			0	5			1	0	7730680			773068000			773071	1	
773069			0	5			1	0	7730690			773069000			773072	1	
773070			0	5			1	0	7730700			773070000			773073	1	
773074			0	8			1	0	7730740								
773075			0	-1			1	0	7730750|7700000			773075000					
773076			0	-1			1	0	7730760|7700000			773076000					
773077			0	-1			1	0	7730770|7700000			773077000					
773078			0	5			1	0	7730780			773078000			773081	1	
773079			0	5			1	0	7730790			773079000			773082	1	
773080			0	5			1	0	7730800			773080000			773083	1	
773084			0	8			1	0	7730840								
773085			0	-1			1	0	7730850|7700000			773085000					
773086			0	-1			1	0	7730860|7700000			773086000					
773087			0	-1			1	0	7730870|7700000			773087000					
773088			0	5			1	0	7730880			773088000			773091	1	
773089			0	5			1	0	7730890			773089000			773092	1	
773090			0	5			1	0	7730900			773090000			773093	1	
773094			0	8			1	0	7730940								
773095			0	-1			1	0	7730950|7700000			773095000					
773096			0	-1			1	0	7730960|7700000			773096000					
773097			0	-1			1	0	7730970|7700000			773097000					
773101			0	-1			1	0	7731010|7700000			773101000					
773102			0	-1			1	0	7731020|7700000			773102000					
773103			0	-1			1	0	7731030|7700000			773103000					
773108			0	-1			1	0	7731080|7700000	1000510	1000510	773108000					1
773109			0	-1			1	0	7731090|7700000	1000510	1000510	773109000					1
773110			0	-1			1	0	7731100|7700000	1000510	1000510	773110000					1
773114			0	-1			1	0	7731140|7700000			773114000					
773115			0	6			1	0	7731150			773115000					
773116			0	10	8		1	0	7731160|8	7731160	10|15	773116000	FxTongyongBati	HitCase			
773117			0	-1			1	0	7731170|7700000			773117000					
773118			0	-1			1	0	7731180|7700000			773118000					
773119			0	-1			1	0	7731190|7700000			773119000					
773123			0	-1			1	0	7731230|7700000			773123000					
773124			0	-1			1	0	7731240|7700000			773124000					
773125			0	-1			1	0	7731250|7700000			773125000					
773129			0	-1			1	0	7731290|7700000			773129000					
773130			0	-1			1	0	7731300|7700000			773130000					
773131			0	-1			1	0	7731310|7700000			773131000					
773132			0	-1			1	0	7731320|7700000			773132000					
773133			0	1			1	0	7731330|2000								
773134			0	15			1	0	7731340|7700000		7731330						
773135			0	-1			1	0	7731350			773135000					
773136			0	-1			1	0	7731360			773136000					
773137			0	-1			1	0	7731370			773137000					
773138			0	-1			1	0	7731380			773138000					
773140			0	-1			1	0	7731400|7700000			773140000					
773141			0	5	103		5	0	7731410|103|7731410|100|6			773141000	FxTongyongJiasu	HitCase			
773142			0	5	103		5	0	7731420|103|7731410|100|6			773142000	FxTongyongJiasu	HitCase			
773143			0	-1			1	0	7731430|7700000			773143000					
773144			0	-1			1	0	7731440|7700000			773144000					
773145			0	-1			1	0	7731450|7700000			773145000					
773146			0	-1			1	0	7731460			773146000					
773147			0	-1			1	0	7731470			773147000					
773148			0	-1			1	0	7731480			773148000					
773149			0	-1			1	0	7731490			773149000					
773150			0	-1			1	0	7731500|7700000			773150000					
773151			0	-1			1	0	7731510|7700000			773151000					
773152			0	-1			1	0	7731520|7700000			773152000					
773153			0	-1			1	0	7731530			773153000					
773154			0	-1			1	0	7731540			773154000					
773155			0	-1			1	0	7731550			773155000					
773156			0	-1			1	0	7731560|7700000			773156000					
773157			0	-1			1	0	7731570|7700000			773157000					
773158			0	-1			1	0	7731580|7700000			773158000					
773159			0	-1			1	0	7731590			773159000					
773160			0	-1			1	0	7731600			773160000					
773161			0	-1			1	0	7731610			773161000					
773162			0	-1			1	0	7731620|7700000			773162000					
773163			0	-1			1	0	7731630|7700000			773163000					
773164			0	-1			1	0	7731640|7700000			773164000					
773166			0	-1			1	0	7731660|7700000			773166000					
773167			0	-1			1	0	7731670|7700000			773167000					
773168			0	-1			1	0	7731680|7700000			773168000					
773170			0	-1			1	0	7731700|7700000			773170000					
773171			0	-1			1	0	7731710|7700000			773171000					
773172			0	-1			1	0	7731720|7700000			773172000					
773174			0	-1			1	0	7731740|7700000			773174000					
773175			0	-1			1	0	7731750|7700000			773175000					
773176			0	-1			1	0	7731760|7700000			773176000					
773177			0	5	101		10	0	7731770|101|7731770|100|6			773177000	FxTongyongJiagong	HitCase			
773178			0	5	101		5	0	7731780|101|7731770|100|6			773178000	FxTongyongJiagong	HitCase			
773179			0	5	101		5	0	7731790|101|7731770|100|6			773179000	FxTongyongJiagong	HitCase			
773181			0	-1			1	0	7731810|7700000			773181000					
773182			0	-1			1	0	7731820|7700000			773182000					
773183			0	-1			1	0	7731830|7700000			773183000					
773187			0	-1			1	0	7731870|7700000			773187000					
773188			0	3			1	0	7731880	7731880		773188000					
773189			0	-1			1	0	7731890|7700000			773189000					
773190			0	-1			1	0	7731900|7700000			773190000					
773191			0	-1			1	0	7731910|7700000			773191000					
773195			0	0			1	0	7731950								
773196			0	-1			1	0	7731960|7700000			773196000					
773197			0	-1			1	0	7731970|7700000			773197000					
773198			0	-1			1	0	7731980|7700000			773198000					
773202			0	-1			1	0	7732020|7700000			773202000					
773207			0	-1			1	0	7732070|7700000			773207000					
773208			0	-1			1	0	7732080|7700000			773208000					
773209			0	-1			1	0	7732090|7700000			773209000					
773210			0	-1			1	0	7732100|7700000			773210000					
773211			0	-1			1	0	7732110|7700000			773211000					
773212			0	-1			1	0	7732120|7700000			773212000					
773216			0	-1			1	0	7732160|7700000			773216000					
773217			0	-1			1	0	7732170|101|100|6			773217000					
773218			0	-1			1	0	7732180|102|100|6			773218000					
773219			0	-1			1	0	7732190|7700000			773219000					
773220			0	-1	101		3	0	7732200|101|100|6			773220000	FxTongyongJiagong	HitCase			
773223			0	-1			1	0	7732230|7700000			773223000					
773224			0	5			10	0	7732240|101|100|6			773224000					
773226			0	-1			1	0	7732260|7700000			773226000					
773228			0	-1			1	0	7732280|7700000			773228000					
773234			0	-1			1	0	7732340|7700000			773234000					
773239			0	-1			1	0	7732390			773239000					
773241			0	-1			1	0	7732410|7700000			773241000					
773242			0	-1			1	0	7732420|203|200|5			773242000					
773243			0	-1			1	0	7732430|203|200|5			773243000					
773245			0	-1			1	0	7732450			773245000					
773248			0	-1			1	0	7732480|7700000	1000610|1000620|9000300	1000610|1000620|9000300						
773249			0	-1			1	0	7732490|7700000	5109070	5109070						
773250			0	-1			1	0	7732500|7700000			773250000					
773251			0	-1			1	0	7732510			773251000					
773252			0	-1	101		5	0	7732520|101|100|6			773252000	FxTongyongJiagong	HitCase			
773253			0	-1			1	0	7732530|7700000			773253000					
773254			0	-1			1	0	7732540|105|100|6			773254000					
773255			0	-1			1	0	7732550|101|100|6			773255000					
773256			0	-1			1	0	7732560|101|100|6			773256000					
773257			0	-1			1	0	7732570|101|100|6			773257000					
773258			0	-1			1	0	7732580|101|100|6			773258000					
773259			0	-1			1	0	7732590|101|100|6			773259000					
773261			0	-1			999	0	7732610			773261000					
773262			0	-1			1	0	7732620								
773263			0	-1			1	0	7732630			773263000					
773264			0	-1			1	0	7732640			773264000					
773265			0	-1			1	0	7732650			773265000					
773266			0	-1			1	0	7732660			773266000					
773267			0	-1			1	0	7732670			773267000					
773268			0	-1			1	0	7732680			773268000					
773269			0	-1			1	0	7732690			773269000					
773270			0	0			1	0	7732700			773270000					
773271			0	-1			1	0	7732710			773271000					
773273			0	-1			1	0	7732730			773273000					
773274			0	-1			1	0	7732740			773274000					
773275			0	-1			1	0	7732750			773275000					
773276			0	5			1	0	7732760|202|200|5			773276000					
773277			0	5			1	0	7732770|202|200|5			773277000					
773278			0	5			1	0	7732780|202|200|5			773278000					
773279			0	-1			1	0	7732790			773279000					
773280			0	-1			1	0	7732800			773280000					
773281			0	5			1	0	7732810|101|100|6	7732810		773281000					
773282			0	-1			1	0	7732820			773282000					
773284			0	-1			1	0	7732840			773284000					
773285			0	-1			1	0	7732850			773285000					
773286			0	-1			999	0	7732860			773286000					
773287			0	0			1	0	7732870	7732860	7732860						
773288			0	10			1	0	7732880|101|100|6	7732880		773288000					
773289			0	-1			1	0	7732890			773289000					
773291			0	-1			1	0	7732910			773291000					
773300			0	-1			1	0	7733000			773300000					
773301			0	-1			1	0	7733010			773301000					
773302			0	-1			1	0	7733020			773302000					
773303			0	-1			1	0	7733030			773303000					
773304			0	-1			1	0	7733040			773304000					
773305			0	-1			1	0	7733050			773305000					
773306			0	-1			1	0	7733060|101|100|6			773306000					
