Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
99420096				-1								99420097					1
99420098			999	-1								99420099					1
99420094			999	-1								99420095					1
99420092			999	-1								99420093					1
90410096				-1								90410097					1
90410098				-1								90410099					1
90410094				-1								90410095					1
90410092				-1								90410093					1
90400096				-1								90400097					1
90400098				-1								90400099					1
90400094				-1								90400095					1
90400092				-1								90400093					1
90450096			1.8	-1								90450097					1
90450098			1.8	-1								90450099					1
90450094			1.8	-1								90450095					1
90450092			1.8	-1								90450093					1
90460096			1.8	-1								90460097					1
90460098			1.8	-1								90460099					1
90460094			1.8	-1								90460095					1
90460092			1.8	-1								90460093					1
99430096				-1								99430097					1
99430098			1.8	-1								99430099					1
99430094			1.8	-1								99430095					1
99430092			1.8	-1								99430093					1
99440096				-1								99440097					1
99440098			1.8	-1								99440099					1
99440094			1.8	-1								99440095					1
99440092			1.8	-1								99440093					1
99450096				-1								99450097					1
99450098			999	-1								99450099					1
99450094			999	-1								99450095					1
99450092			999	-1								99450093					1
99460096				-1								99460097					1
99460098			0.1	-1								99460099					1
99460094			0.1	-1								99460095					1
99460092			0.1	-1								99460093					1
