Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
999911			0	-1			1	0	9999110			999911000					
999912			0	20			1	0	9999120			999912000					
999913			0	15			1	0	9999130			999913000	FxLstDebuff	HitCase			
999914			0	-1			1	0	9999140			999914000					
999915			0	-1			1	0	9999150			999915000					
999916			0	-1			1	0	9999160			999916000					
999917			0	-1			1	0	9999170			999917000					
999918			0	-1			1	0	9999180			999918000					
999919			0	1			1	0	9999190			999919000					
999920			0	5			1	0	9999200								
