Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
110306			0	0			1	0	1103060								
110307			0	0			1	0	1103070								
110308			0	0			1	0	1103080								
110309			0	0			1	0	1103090								
110313			0	2			1	0	1103130	1103130		110313000					1
110314			0	2			1	0	1103140	1103140		110314000					1
110315			0	0			1	0	1103150	1103130|1103140|1103180							1
110317			0	1.5	8		1	0	1103170|8	1103170	10|15	110317000	FxTongyongBati	HitCase			1
110318			0	0.1			1	0	1103180			110318000					1
110319			0	0			1	0	1103190	1103170							1
110323			0	-1			1	0	1103230			110323000					
110324			0	5.6			1	0	1103240	1103240			FxR2WeilaAttack21Tubiao	MarkCase			
110325			0	5.6			1	0	1103250	1103250			FxR2WeilaAttack21Tubiao	MarkCase			
110326			0	5.6			1	0	1103260	1103260			FxR2WeilaAttack21Tubiao	MarkCase			
110339			0	-1			1	0	1103390			110339000					
110340			0	-1			1	0	1103400			110340000					
110341			0	-1			1	0	1103410			110341000					
110348			0	0.2			1	0	1103480			110348000					
110353			0	0.2			1	0	1103530|1103531			110353000					
110354			0	0.2			1	0	1103540|1103531			110354000					
110356			0	0.1			1	0	1103560			110356000					1
110357			0	1.6			1	0	1103570|402			110357000					1
110358			0	1.6			1	0	1103580|1	1103580		110358000					
110359			0	0			1	0	1103590								
110362			0	0.65			1	0	1103620			110362000					
110363			0	-1			1	0	1103630			110363000					
110364			0	0			1	0	1103640	1103620|1103630							1
110366			0	2			1	0	1103660			110366000					1
110367			0	0			1	0	1103670	1103660							1
110368			0	-1			1	0	1103680			110368000					
110369			0	-1			1	0	1103690			110369000					
110370			0	4			1	0	1103700|401			110370000					
110371			0	-1			1	0	1103710|403			110371000					
110372			0	0.1			1	0	1103720			110372000					1
110373			0	0.2	101		1	0	1103730|101|1103531|1103532|100|6			110373000	FxTongyongJiagong	HitCase			
110374			0	5			1	0	1103740	1103740					110377	0.1	
110375			0	0			1	0	1103750	1103620|1103480							1
110376			0	0.1			1	0	1103760			110376000					1
110378			0	-1			1	0	1103780				FxR2WeilaBeidongWuqi	WeaponCase1			
110379			0	2			1	0	1103790			110379000					
110380			0	-1			1	0	1103800			110380000					
110381			0	-1			1	0	1103810|105|100|6			110381000					
110382			0	-1			1	0	1103820|105|100|6			110382000					
110383			0	0			1	0	1103830	1103790							1
110384			0	0			1	0	1103840								
110385			0	0			1	0	1103850								
110386			0	0			1	0	1103860								
110387			0	0			1	0	1103870								
110388			0	0			1	0	1103880								
110389			0	0			1	0	1103890								
110390			0	-1			1	0	1103900			110390000					1
110391			0	5			3	0	1103910			110391000					
110393			0	-1			1	0	1103930								
110394			0	0.2	101		1	0	1103940|101|1103531|1103532|100|6			110394000	FxTongyongJiagong	HitCase			
110395			0	-1			1	0	1103950								
110396			0	-1			1	0	1103960|411			110396000	FxR2WeilaPinzhiGuadianBip001RForearm	Bip001RForearm			
110397			0	0			1	0	1103970								
110398			0	0			1	0	1103980								
110399			0	0			1	0	1103990								
