Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
110428			0	-1			1	0	1104280	1104280			FxTongyongYinshenWeapon	WeaponCase			1
110429			0	0			1	0	1104290	1104280							1
110430			0	-1			1	0	1104300	1104300		110430000					1
110431			0	0			1	0	1104310	1104300							1
110432			0	-1			1	0	1104320	1104320		110432000					1
110433			0	0			1	0	1104330	1104320							1
110434			0	1			1	0	1104340|9|8	1104340	5|10|15|200	110434000					1
110435			0	0			1	0	1104350	1104340							1
110436			0	-1			1	0	1104360|8	1104360	10|15	110436000					1
110437			0	0			1	0	1104370	1104360							1
110438			0	-1			1	0	1104380								
110439			0	-1			1	0	1104390								
110440			0	-1			1	0	1104400			110440000					
110441			0	3			1	0	1104410	1104410							
110442			0	-1			1	0	1104420			110442000					
110447			0	-1			1	0	1104470	1104470		110447000					1
110448			0	-1			1	0	1104480	1104480		110448000					1
110449			0	-1			1	0	1104490	1104490		110449000					1
110450			0	-1			1	0	1104500								1
110451			0	-1			1	0	1104510				FxR2KamuP2Canying	HitCase			
110455			0	-1			1	0	1104550			110455000					
110456			0	-1			1	0	1104560|1104500			110456000					1
110457			0	-1			1	0	1104570|1104500			110457000					1
110458			0	-1			1	0	1104580|1104500			110458000					1
110459			0	-1			1	0	1104590|101|100|6			110459000					
110460			0	5			1	0	1104600|111|110|100|6	1104600		110460000					
110461			0	5			1	0	1104610|111|110|100|6	1104610		110461000					
110462			0	5			1	0	1104620|111|110|100|6	1104620		110462000					
110466			0	0.3			1	0	1104660|3	1104660		110466000					
110467			0	-1			1	0	1104670|3	1104670		110467000	FxR2KamuP2Atk5102	Root			
110468			0	0.1			1	0	1104680	1104660|1104670							
110470			0	0.15			1	0	1104700	1104700		110470000					
110471			0	0			1	0	1104710			110471000					1
110472			0	0			1	0	1104720			110472000					1
110473			0	0			1	0	1104730			110473000					1
110474			0	0			1	0	1104740			110474000					1
110475			0	0			1	0	1104750			110475000					1
110476			0	0.2			1	0	1104760			110476000					1
110477			0	-1			1	0	1104770			110477000					
110478			0	-1			1	0	1104780			110478000					
110479			0	0			1	0	1104790	1104770|1104780							1
110480			0	4.6			1	0	1104800|401			110480000					1
110481			0	-1			1	0	1104810|403			110481000					1
110482			0	-1			1	0	1104820|411			110482000	FxR2KamuPinzhiGuadianBip001RForearm	Bip001RForearm			
110483			0	-1			1	0	1104830			110483000					
110484			0	-1			1	0	1104840			110484000					
110485			0	-1			1	0	1104850|101|100|6			110485000					
110486			0	-1			1	0	1104860			110486000					
110487			0	-1			1	0	1104870			110487000					
110488			0	-1			1	0	1104880|101|100|6			110488000					
110489			0	8			1	0	1104890|101|100|6	1104890		110489000					
110492			0	-1			1	0	1104920	1000720|1104920	1000720|1104920	110492000					
110493			0	-1			1	0	1104930			110493000					
