Info	Key	X	Y
30150171	PB1	14462	5789
30150171	S1	14465	5983
30150171	S2	14472	6628
30150171	S3	14469	6971
30150171	B101	14320	6334
30150171	B102	14596	6329
30150171	B103	14179	6438
30150171	B104	14744	6424
30150171	B201	14467	6814
30150171	B202	14272	6750
30150171	B203	14662	6746
30150171	B301	14467	7141
30150171	B302	14273	7037
30150171	B303	14656	7037
30150172	PB1	13152	6979
30150172	S1	12934	6974
30150172	S2	12228	6939
30150172	S3	11684	6937
30150172	B101	12574	7072
30150172	B102	12567	6869
30150172	B103	12320	7257
30150172	B104	12320	6652
30150172	B201	11971	6941
30150172	B202	12100	7128
30150172	B203	12102	6753
30150172	B301	11479	6946
30150172	B302	11585	7123
30150172	B303	11586	6753
30150185	PB1	14458	5798
30150185	S1	14461	6230
30150185	S2	14475	6800
30150185	B101	14260	6800
30150185	B102	14680	6800
30150185	B201	14234	7100
30150185	B202	14696	7100
30150185	B103	14461	6700
30150185	B203	14461	7000
30150193	PB1	9709	7038
30150193	S1	9278	7038
30150193	B101	8740	7038
14010123	PB1	14480	4300
14010123	S1	14480	4500
14010123	B101	14380	4800
14010123	B102	14580	4800
14010123	JS	14480	5100
10110100	PB1	9096	7016
10110100	S1	9703	7016
10110100	B101	12200	7197
10110100	B102	12181	6682
10110100	B103	12625	7320
10110100	B104	12631	6560
10110100	B111	10398	7017
10110100	S2	11653	6921
10110100	S12	13059	6506
10110100	S22	14466	5195
10110100	B201	14108	5991
10110100	B202	14810	5997
10110100	S3	14473	5763
10110100	A1	14514	3075
10110100	A2	14514	2387
10110100	A3	14509	2129
10110100	B301	14230	4639
10110100	B302	14829	4633
10110100	B303	14076	4259
10110100	B304	14932	4247
10110100	B11	10121	7011
10110100	Route1	13160	6749
10110100	Route2	13353	6720
10110100	Route3	13562	6666
10110100	Route4	13793	6584
10110100	Route5	13927	6491
10110100	Route6	14069	6394
10110100	Route7	14218	6287
10110100	Route11	10515	6988
10110100	Route12	10918	6975
10110100	Route13	11255	6946
10110100	Route14	11588	6925
10110100	Route21	14345	4632
10110100	Route22	14345	4282
10110100	Route23	14345	3870
10110100	Route24	14549	3599
10110100	Route25	14652	3358
10110100	Route26	14723	3075
10110100	Route27	14511	2748
10110100	A5	14149	1574
10110100	A6	14141	1283
30110104	PB1	14510	3046
30110104	S1	14536	2335
30110104	B101	14496	1722
12090102	PB1	14498	1673
12090102	S1	14491	2000
12090102	B101	14333	2853
12090102	B102	14619	2853
12090102	B103	14108	2541
12090102	B104	14823	2541
12090102	JS	14491	3512
99980005	PB1	14793	6009
99980005	S1	14847	5510
99980005	B101	14847	5137
99980005	PB2	9041	6949
12090103	PB1	14505	5872
12090103	S1	14497	6336
12090103	B101	14489	6945
12090103	B102	14168	6938
12090103	B103	14812	6945
12090103	S2	13853	6961
12090103	B201	12573	7097
12090103	B202	12576	6825
12090103	JS	11851	6949
30110106	PB1	14507	5912
30110106	PT1	15036	6322
30110106	PT2	13260	7568
30110106	PT3	13900	6334
30110106	S1	14567	5000
30110106	B101	14507	4598
30110106	B102	14278	4358
30110106	B103	14822	4315
30110106	B201	14392	2972
30110106	B202	14762	2436
30110106	B203	14257	2057
30110106	B204	15117	1639
30110106	B205	14715	3209
30110106	S2	13499	6999
30110105	PB1	11104	6909
30110105	S1	11971	6909
30110105	S2	12588	6945
30110105	S3	14493	6922
30110105	S4	14428	6929
30110105	S5	14499	6884
30110105	End	14495	1043
30110105	B101	13062	6914
30110105	B201	14703	7206
30110105	B202	14726	6750
30110105	B203	14186	6456
30110105	B204	13899	6566
30110105	B301	14531	4552
30110105	B302	14410	4261
30110105	B303	14669	4269
30110105	B401	15690	8160
30110105	B402	15675	8265
30110105	B403	15690	8280
30110105	B404	15615	8355
30110105	YB1	13967	2878
30110105	YB2	15061	2865
30110105	YB3	13936	2413
30110105	YB4	15019	1215
30110105	YB5	14019	1246
30110105	C101	15856	4120
30110105	C102	13103	3698
30110105	C103	15919	5191
30110105	L101	14540	4732
30110105	L201	14571	2372
30110105	C201	13413	1454
30110105	C202	15548	1406
30110105	C203	13402	1833
30110105	C204	15552	1802
30110105	C301	13424	1694
30110105	C302	13393	2193
30110105	C303	15892	3215
30110105	C304	15905	2567
30110105	C305	15942	1638
30110105	L301	14571	2411
30110105	YB6	15611	4273
30110105	YB7	13400	4333
30110105	YB8	15456	4744
30110105	YB9	13406	4932
30110105	YB10	15624	5073
30110105	B999	0	0
30150186	PB1	14469	1660
30150186	S1	14458	1903
