Info	Key	X	Y
90080402	PB1	1071	1111
90080402	S1	1844	1128
90080402	B101	2470	1114
99999970	ZX1	1888	1193
99999970	PB1	1888	1193
99999970	PB2	1888	1190
99999970	PB3	1888	1190
99999970	PB4	1888	1190
99999970	PB5	1888	1190
99999970	B101	1888	1190
99999970	B102	1888	1190
30020111	PB1	1048	1150
30020111	S1	1210	1150
30020111	B101	2097	1380
30020111	B102	2106	980
30020111	JX1	2550	1150
99919913	PB1	1307	1178
99919913	S1	1669	1186
99919913	ZX1	1887	1184
99919913	Break1	1319	458
99919913	Break2	2726	780
99919913	Break3	1700	2028
99919913	B101	1780	1500
99919913	B102	1796	896
99919913	B103	2090	1349
99919913	B104	2082	1003
