Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
99930001	99930001	潜行关测试			0.15		15	23	9	999300010			0|0|0			0|0|0		
99930002	99930002	潜行关测试AI			0.15		15	23	9	999300020			0|0|0			0|0|0		
99930003	99930003	第二个货仓潜行关测试			0.15		15	11	9	999300030			0|0|0			0|0|0		
99930004	99930004	自动寻路测试关卡			0.15		15	23	9	999300040			0|0|0			0|0|0		
99930005	99930005	自动寻路测试关卡（多怪物）			0.15		15	23	9	999300050			0|0|0			0|0|0		
99930006	99930006	潜行关测试AI			0.15		15	23	9	999300060			0|0|0			0|0|0		
99930007	99930007	第一节车厢（怪物AI测试）			0.15		15	11	9	999300070			0|0|0			0|0|0		
99930008	99930008	大昌哥视觉子弹测试关			0.15		15	23	9	999300080			0|0|0			0|0|0		
99930009	99930009	地下场景白模测试关			0.15		15	11	9	999300090			0|0|0			0|0|0		
99930010	99930010	Ta的测试场景			0.15		15	11	9	999300100			0|0|0			0|0|0		
99930011	99930011	沙滩白模场景			0.15		15	11	9	999300110			0|0|0			0|0|0		
99930012	99930012	游乐园白模场景			0.15		15	23	9	999300120			0|0|0			0|0|0		
99930013	99930013	新版刺杀测试关			0.15		15	23	9	999300130			0|0|0			0|0|0		
99930014	99930014	嗷拉酱广场-一阶段			0.15		15	11	9	999300140			0|0|0			0|0|0		
99930015	99930015	嗷拉酱广场-二阶段			0.15		15	11	10	999300150			0|0|0			0|0|0		
30031101	30031101	新版潜行测试关			0.15		15	11	9	300311010			0|0|0			0|0|0		
30001401	30001401	嗷拉酱超难关（1）			0.15		15	11	10	300014010			0|0|0			0|0|0		
30001402	30001402	嗷拉酱超难关（2）			0.15		15	11	10	300014020			0|0|0			0|0|0		
30001403	30001403	嗷拉酱超难关（3）			0.15		15	11	10	300014030			0|0|0			0|0|0		
30001404	30001404	嗷拉酱超难关（4）			0.15		15	11	10	300014040			0|0|0			0|0|0		
30001405	30001405	嗷拉酱超难关（5）			0.15		15	11	10	300014050			0|0|0			0|0|0		
