Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
13010101	13010101	【挑战】-露西亚1			0.15		15	1	9	130101010			0|0|0			0|0|0		
13010102	13010102	【挑战】-露西亚2			0.15		15	1	9	130101020			0|0|0			0|0|0		
13010103	13010103	【挑战】-露西亚3			0.15		15	1	9	130101030			0|0|0			0|0|0		
13010201	13010201	【挑战】-丽芙1			0.15		15	30	9	130102010			0|0|0			0|0|0		
13010202	13010202	【挑战】-丽芙2			0.15		15	25	9	130102020			0|0|0			0|0|0		
13010203	13010203	【挑战】-丽芙3			0.15		15	1	9	130102030			0|0|0			0|0|0		
13010301	13010301	【挑战】-七实1			0.15		15	1	9	130103010			0|0|0			0|0|0		
13010302	13010302	【挑战】-七实2			0.15		15	73	9	130103020			0|0|0			0|0|0		
13010303	13010303	【挑战】-七实3			0.15		15	1	9	130103030			0|0|0			0|0|0		
13010401	13010401	【挑战】-里1			0.15		15	1	9	130104010			0|0|0			0|0|0		
13010402	13010402	【挑战】-里2			0.15		15	1	9	130104020			0|0|0			0|0|0		
13010403	13010403	【挑战】-里3			0.15		15	1	9	130104030			0|0|0			0|0|0		
13010501	13010501	【挑战】-卡列尼娜1			0.15		15	4	9	130105010			0|0|0			0|0|0		
13010502	13010502	【挑战】-卡列尼娜2			0.15		15	1	9	130105020			0|0|0			0|0|0		
13010503	13010503	【挑战】-卡列尼娜3			0.15		15	1	9	130105030			0|0|0			0|0|0		
13010601	13010601	【挑战】-渡边1			0.15		15	1	9	130106010			0|0|0			0|0|0		
13010602	13010602	【挑战】-渡边2			0.15		15	17	9	130106020			0|0|0			0|0|0		
13010603	13010603	【挑战】-渡边3			0.15		15	1	9	130106030			0|0|0			0|0|0		
13010701	13010701	【挑战】-比安卡1			0.15		15	12	9	130107010			0|0|0			0|0|0		
13010702	13010702	【挑战】-比安卡2			0.15		15	10	9	130107020			0|0|0			0|0|0		
13010703	13010703	【挑战】-比安卡3			0.15		15	1	9	130107030			0|0|0			0|0|0		
13010801	13010801	【挑战】-神威1			0.15		15	11	9	130108010			0|0|0			0|0|0		
13010802	13010802	【挑战】-神威2			0.15		15	1	9	130108020			0|0|0			0|0|0		
13010803	13010803	【挑战】-神威3			0.15		15	1	9	130108030			0|0|0			0|0|0		
13011201	13011201	【挑战】-艾拉1			0.15		15	10	9	130112010			0|0|0			0|0|0		
13011401	13011401	【挑战】-苏菲亚1	Scene01001b	Test	0.15		15	63	9	130114010			0|0|0			0|0|0		
13011501	13011501	【挑战】-库洛姆1			0.15		15	1	9	130115010			0|0|0			0|0|0		
13011701	13011701	【挑战】-薇拉1			0.15		15	1	9	130117010			0|0|0			0|0|0		
