Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30030101	30030101	噩梦单挑BOSS 卡穆			0.15		15	77	10	300301010			0|0|0			0|0|0		
30030102	30030102	噩梦单挑BOSS 暴动			0.15		15	25	10	300301020			0|0|0			0|0|0		
30030103	30030103	噩梦单挑BOSS 卡穆超			0.15		15	77	10	300301030			0|0|0			0|0|0		
30030104	30030104	噩梦单挑BOSS 暴动超			0.15		15	25	10	300301040			0|0|0			0|0|0		
30030105	30030105	噩梦单挑BOSS 卡穆超Max			0.15		15	77	10	300301050			0|0|0			0|0|0		
30030106	30030106	噩梦单挑BOSS 暴动超Max			0.15		15	25	10	300301060			0|0|0			0|0|0		
30030111	30030111	噩梦单挑BOSS 几何体			0.15		15	11	12	300301110			0|0|0			0|0|0		
30030112	30030112	噩梦单挑BOSS 几何体超			0.15		15	11	12	300301120			0|0|0			0|0|0		
30030113	30030113	噩梦单挑BOSS 几何体超Max			0.15		15	11	12	300301130			0|0|0			0|0|0		
30030201	30030201	噩梦联机BOSS 修女			0.15		15	33	10	300302010			0|0|0			0|0|0		
30030202	30030202	噩梦联机BOSS 欧西里斯			0.15		15	25	10	300302020			0|0|0			0|0|0		
30030203	30030203	噩梦联机BOSS 修女超			0.15		15	33	10	300302030			0|0|0			0|0|0		
30030204	30030204	噩梦联机BOSS 欧西里斯超			0.15		15	25	10	300302040			0|0|0			0|0|0		
30030205	30030205	噩梦联机BOSS 修女超Max			0.15		15	33	10	300302050			0|0|0			0|0|0		
30030206	30030206	噩梦联机BOSS 欧西里斯超Max			0.15		15	25	10	300302060			0|0|0			0|0|0		
30030207	30030207	噩梦联机BOSS 罗塞塔			0.15		15	41	12	300302070			0|0|0			0|0|0		
30030208	30030208	噩梦联机BOSS 罗塞塔超			0.15		15	41	12	300302080			0|0|0			0|0|0		
30030209	30030209	噩梦联机BOSS 罗塞塔超Max			0.15		15	41	12	300302090			0|0|0			0|0|0		
30030211	30030211	【噩梦单挑boss】罗塞塔			0.15		15	41	10	300302110			0|0|0			0|0|0		
30030212	30030212	【噩梦单挑boss】罗塞塔-超			0.15		15	41	10	300302120			0|0|0			0|0|0		
30030213	30030213	【噩梦单挑boss】罗塞塔-超Max			0.15		15	41	10	300302130			0|0|0			0|0|0		
30030301	30030301	试验区-单人木桩1			0.15		15	3	9	300303010			0|0|0			0|0|0		
30030302	30030302	试验区-单人木桩2			0.15		15	3	9	300303020			0|0|0			0|0|0		
30030303	30030303	试验区-对战关			0.15		15	3	9	300303030			0|0|0			0|0|0		
30030401	30030401	试验区-多人木桩1			0.15		15	3	9	300304010			0|0|0			0|0|0		
30030402	30030402	试验区-对战关			0.15		15	3	9	300304020			0|0|0			0|0|0		
30030403	30030403	试验区-多人木桩3			0.15		15	3	9	300304030			0|0|0			0|0|0		
30030501	30030501	试验区-坦克大战			0.15		15	39	1	300305010			0|0|0			0|0|0		
30030601	30030601	噩梦关卡1			0.15		15	1	9	300306010			0|0|0			0|0|0		
30030602	30030602	噩梦关卡2			0.15		15	1	9	300306020			0|0|0			0|0|0		
30030603	30030603	噩梦关卡3			0.15		15	1	9	300306030			0|0|0			0|0|0		
30030604	30030604	噩梦关卡4			0.15		15	1	9	300306040			0|0|0			0|0|0		
30030605	30030605	噩梦关卡5			0.15		15	1	9	300306050			0|0|0			0|0|0		
30030701	30030701	飞机测试联机1	SceneCHtest0003	Feijidazhan	2		15	40	9	99940010			0|0|0			0|0|0		
30030702	30030702	飞机测试联机2	SceneCHtest0003	Feijidazhan	2		15	40	9	99940010			0|0|0			0|0|0		
30030703	30030703	飞机测试联机3	SceneCHtest0003	Feijidazhan	2		15	40	9	99940010			0|0|0			0|0|0		
30030704	30030704	飞机测试联机4	SceneCHtest0003	Feijidazhan	2		15	40	9	99940010			0|0|0			0|0|0		
30030705	30030705	飞机测试联机5	SceneCHtest0003	Feijidazhan	2		15	40	9	99940010			0|0|0			0|0|0		
30030706	30030706	飞机测试联机6	SceneDLC00103	Feijidazhan	2		15	43	9	99940010			0|0|0			0|0|0		
30030801	30030801	自控怪打怪			0.15		15	1	9	300308010			0|0|0			0|0|0		
30030901	30030901	激流勇鲸	SceneDLC00102	Test001	0.15		15	42	9	300309010			0|0|0			0|0|0		
30031001	30031001	剑圣变大史			0.15		15	11	1	300310010			0|0|0			0|0|0		
30030304	30030304	感染体-单人木桩1			0.15		15	3	9	300303040			0|0|0			0|0|0		
30030305	30030305	感染体-单人木桩2			0.15		15	3	9	300303050			0|0|0			0|0|0		
30030404	30030404	试验区-多人木桩1			0.15		15	3	9	300304040			0|0|0			0|0|0		
30030405	30030405	试验区-对战关			0.15		15	3	9	300304050			0|0|0			0|0|0		
