Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30090501	30090501	普通副刷1			0.15		15	1	9	300905010			0|0|0			0|0|0		
30090502	30090502	普通副刷2			0.15		15	11	9	300905020			0|0|0			0|0|0		
30090503	30090503	普通副刷3			0.15		15	11	9	300905030			0|0|0			0|0|0		
30090504	30090504	普通副刷4			0.15		15	65	9	300905040			0|0|0			0|0|0		
30090505	30090505	普通副刷5			0.15		15	22	9	300905050			0|0|0			0|0|0		
30090506	30090506	普通副刷1意识			0.15		15	1	9	300905060			0|0|0			0|0|0		
30090507	30090507	普通副刷2意识			0.15		15	11	9	300905070			0|0|0			0|0|0		
30090508	30090508	普通副刷3意识			0.15		15	11	9	300905080			0|0|0			0|0|0		
30090509	30090509	普通副刷4意识			0.15		15	65	9	300905090			0|0|0			0|0|0		
30090510	30090510	普通副刷5意识			0.15		15	22	9	300905100			0|0|0			0|0|0		
30090511	30090511	困难副刷1			0.15		15	65	9	300905110			0|0|0			0|0|0		
30090512	30090512	困难副刷2			0.15		15	65	9	300905120			0|0|0			0|0|0		
30090531	30090531	船普通副刷1			0.15		15	36	9	300905310			0|0|0			0|0|0		
30090532	30090532	船普通副刷2			0.15		15	11	9	300905320			0|0|0			0|0|0		
30090533	30090533	船普通副刷3			0.15		15	23	9	300905330			0|0|0			0|0|0		
30090534	30090534	船普通副刷4			0.15		15	11	9	300905340			0|0|0			0|0|0		
30090535	30090535	船普通副刷5			0.15		15	11	9	300905350			0|0|0			0|0|0		
30090536	30090536	船普通副刷1意识			0.15		15	36	9	300905360			0|0|0			0|0|0		
30090537	30090537	船普通副刷2意识			0.15		15	11	9	300905370			0|0|0			0|0|0		
30090538	30090538	船普通副刷3意识			0.15		15	23	9	300905380			0|0|0			0|0|0		
30090539	30090539	船普通副刷4意识			0.15		15	11	9	300905390			0|0|0			0|0|0		
30090540	30090540	船普通副刷5意识			0.15		15	11	9	300905400			0|0|0			0|0|0		
30090541	30090541	船困难副刷1			0.15		15	11	9	300905410			0|0|0			0|0|0		
30090550	30090550	城普通副刷1			0.15		15	11	9	300905500			0|0|0			0|0|0		
30090551	30090551	城普通副刷2			0.15		15	11	9	300905510			0|0|0			0|0|0		
30090552	30090552	城普通副刷3			0.15		15	11	9	300905520			0|0|0			0|0|0		
30090553	30090553	城普通副刷4			0.15		15	11	9	300905530			0|0|0			0|0|0		
30090554	30090554	城普通副刷5			0.15		15	11	9	300905540			0|0|0			0|0|0		
30090555	30090555	城普通副刷1意识			0.15		15	11	9	300905550			0|0|0			0|0|0		
30090556	30090556	城普通副刷2意识			0.15		15	11	9	300905560			0|0|0			0|0|0		
30090557	30090557	城普通副刷3意识			0.15		15	11	9	300905570			0|0|0			0|0|0		
30090558	30090558	城普通副刷4意识			0.15		15	11	9	300905580			0|0|0			0|0|0		
30090559	30090559	城普通副刷5意识			0.15		15	11	9	300905590			0|0|0			0|0|0		
30031201	30031201	激光秀	Scene01303	Test	0.15		15	11	12	300312010			58.3|0|58.9			0|0|0		
