Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
10110102	10110102	【指挥官视角-密室逃脱】（迷宫破解玩法）			0.15		15	66	1	101101020			0|0|0			0|0|0		
10110104	10110104	【灰鸦视角-甲板初战】（基本打怪）			0.15		15	11	9	101101040			0|0|0			0|0|0		
10110105	10110105	【库洛姆视角-货仓潜行】（潜行教学，锁库洛姆2）			0.15		15	23	9	101101050			0|0|0			0|0|0		
10110106	10110106	【灰鸦视角-货仓战斗】（基本打怪）			0.15		15	23	9	101101060			0|0|0			0|0|0		
10110107	10110107	【露西亚视角-舞台献艺】（表演赛，锁冰露西亚3）			0.15		15	11	9	101101070			0|0|0			0|0|0		
10110108	10110108	【库洛姆视角-将计就计】（库洛姆试玩热身，基本打怪）			0.15		15	11	9	101101080			0|0|0			0|0|0		
10110109	10110109	【灰鸦视角-主控室夺还】（阶段式基本打怪）			0.15		15	11	9	101101090			0|0|0			0|0|0		
10110110	10110110	【灰鸦视角-对决曲+华胥】（BOSS战总体）			0.15		15	11	15	101101100			0|0|0			0|0|0		
10110112	10110112	【灰鸦视角-对决曲】（BOSS战1）			0.15		15	11	15	101101120			0|0|0			0|0|0		
10110113	10110113	【灰鸦视角-对决华胥】（BOSS战2）			0.15		15	11	10	101101130			0|0|0			0|0|0		
11110100	11110100	【库洛姆视角-追逐不明机械】（第零关-锁库洛姆2）			0.15		15	36	9	111101000			0|0|0			0|0|0		
11110103	11110103	【库洛姆视角-信息收集】（基本打怪）			0.15		15	11	9	111101030			0|0|0			0|0|0		
11110102	11110102	【库洛姆视角-货仓潜行】（2度潜行，锁库洛姆2）			0.15		15	11	9	111101020			0|0|0			0|0|0		
11110101	11110101	【库洛姆视角-安全保证】（生存、基本打怪）			0.15		15	11	9	111101010			0|0|0			0|0|0		
11110104	11110104	【库洛姆视角-对决曲】（单阶段BOSS战）			0.15		15	11	9	111101040			0|0|0			0|0|0		
10110152	10110152	【神威视角-觅迹】（预热关-锁神威2）			0.15		15	36	9	101101520			0|0|0			0|0|0		
10120150	10120150	【冰露预热关】			0.15		15	3	9	101201500			0|0|0			0|0|0		
15020151	15020151	【罗塞塔预热关】			0.15		15	28	9	150201510			0|0|0			0|0|0		
