Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
14020711	14020711	占城7-1-1[3人]			0.15		15	1	9	140207110			0|0|0			0|0|0		
14020712	14020712	占城7-1-2[3人]			0.15		15	1	9	140207120			0|0|0			0|0|0		
14020713	14020713	占城7-1-3[2人]			0.15		15	1	9	140207130			0|0|0			0|0|0		
14020714	14020714	占城7-1-4[1人]			0.15		15	1	9	140207140			0|0|0			0|0|0		
14020721	14020721	占城7-2-1[2人]			0.15		15	4	9	140207210			0|0|0			0|0|0		
14020722	14020722	占城7-2-2[2人]			0.15		15	4	9	140207220			0|0|0			0|0|0		
14020723	14020723	占城7-2-3[3人]			0.15		15	4	9	140207230			0|0|0			0|0|0		
14020724	14020724	占城7-2-4[2人]			0.15		15	4	9	140207240			0|0|0			0|0|0		
14020731	14020731	占城7-3-1[3人]			0.15		15	1	9	140207310			0|0|0			0|0|0		
14020732	14020732	占城7-3-2[2人]			0.15		15	1	9	140207320			0|0|0			0|0|0		
14020733	14020733	占城7-3-3[2人]			0.15		15	1	9	140207330			0|0|0			0|0|0		
14020734	14020734	占城7-3-4[2人]			0.15		15	1	9	140207340			0|0|0			0|0|0		
