Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
14020511	14020511	占城5-1-1[2人]			0.15		15	1	9	140205110			0|0|0			0|0|0		
14020512	14020512	占城5-1-2[2人]			0.15		15	1	9	140205120			0|0|0			0|0|0		
14020513	14020513	占城5-1-3[2人]			0.15		15	1	9	140205130			0|0|0			0|0|0		
14020514	14020514	占城5-1-4[1人]			0.15		15	1	9	140205140			0|0|0			0|0|0		
14020521	14020521	占城5-2-1[3人]			0.15		15	1	9	140205210			0|0|0			0|0|0		
14020522	14020522	占城5-2-2[2人]			0.15		15	1	9	140205220			0|0|0			0|0|0		
14020523	14020523	占城5-2-3[1人]			0.15		15	1	9	140205230			0|0|0			0|0|0		
14020524	14020524	占城5-2-4[1人]			0.15		15	1	9	140205240			0|0|0			0|0|0		
14020531	14020531	占城5-3-1[2人]			0.15		15	1	9	140205310			0|0|0			0|0|0		
14020532	14020532	占城5-3-2[1人]			0.15		15	1	9	140205320			0|0|0			0|0|0		
14020533	14020533	占城5-3-3[1人]			0.15		15	1	9	140205330			0|0|0			0|0|0		
14020534	14020534	占城5-3-4[3人]			0.15		15	1	9	140205340			0|0|0			0|0|0		
